code,company_name,market,sector,bm_raw,ep_raw,market_equity_final,gross_profitability,sloan_accruals,distress_review_flag,distress_exclusion_flag,liquidity_flag,avg_daily_value_60d,microcap_flag,one_time_profit_suspected,human_review_required,anomaly_flags,extreme_high_bm_top1pct,extreme_high_ep_top1pct,extreme_high_bm_and_ep_top1pct,scale_check,market_equity_inconsistent,gross_profitability_extreme,sloan_accruals_extreme,liquidity_review_flag,conservative_exclusion_reason,sector_adjusted_exclusion_reason
6925,USHIO INC.,Prime Market (Domestic),Electric Appliances,0.555214015039527,0.0767351629342093,361138218000.0,0.2092639184134757,0.0229597542726628,False,False,pass,1485762752.5,False,False,False,,False,False,False,False,False,False,False,False,,
1948,"The Kodensha,Co.,Ltd.",Standard Market(Domestic),Construction,0.2189493914178073,0.0278657412003406,100087056000.0,0.2446741573033707,0.0508518366540524,False,False,pass,492083900.0,False,False,False,,False,False,False,False,False,False,False,False,,
5187,"CREATE MEDIC CO.,LTD.",Standard Market(Domestic),Precision Instruments,1.7739277281808,0.0775218986416808,9206869446.0,0.297560774610689,0.0091370823101759,False,False,pass,14786746.666666666,False,False,False,,False,False,False,False,False,False,False,False,,
5706,"Mitsui Kinzoku Company,Limited",Prime Market (Domestic),Nonferrous Metals,0.1106563774033437,0.0219149985818431,3080310489088.0,0.228343141665552,-0.0141570567737712,False,False,pass,90496849483.33331,False,False,False,,False,False,False,False,False,False,False,False,,
6136,OSG Corporation,Prime Market (Domestic),Machinery,0.6850432588906018,0.052264245289012,282985048731.0,0.2117101758810133,-0.0379673910552898,False,False,pass,1433408844.1666667,False,False,False,,False,False,False,False,False,False,False,False,,
6855,JAPAN ELECTRONIC MATERIALS CORPORATION,Standard Market(Domestic),Electric Appliances,0.2547755177071815,0.0315252073569035,109563117568.0,0.2372864346822549,0.044299726644155,False,False,pass,5397408550.0,False,False,False,,False,False,False,False,False,False,False,False,,
6643,"Togami Electric Mfg.Co.,Ltd.",Standard Market(Domestic),Electric Appliances,0.9087415112061704,0.097049177847754,24927454860.0,0.221391451036331,-0.012322614652074,False,False,pass,118562650.0,False,False,False,,False,False,False,False,False,False,False,False,,
4099,SHIKOKU KASEI HOLDINGS CORPORATION,Prime Market (Domestic),Chemicals,0.3335200214465061,0.029883145718037,283638144390.0,0.2122532080358441,-0.0178781715019805,False,False,pass,1080196783.3333333,False,False,False,,False,False,False,False,False,False,False,False,,
6480,"NIPPON THOMPSON CO.,LTD.",Prime Market (Domestic),Machinery,0.4813868584110257,0.0062249123709323,157110645375.0,0.1418958115790695,-0.0456196086769813,False,False,pass,1314794431.6666667,False,False,False,,False,False,False,False,False,False,False,False,,
6877,Obara Group Incorporated,Standard Market(Domestic),Electric Appliances,0.856939046126319,0.0728041152989016,95928643200.0,0.1960416064721178,0.0183152689138869,False,False,pass,517147733.3333333,False,False,False,,False,False,False,False,False,False,False,False,,
7725,INTER ACTION Corporation,Prime Market (Domestic),Precision Instruments,0.5140364942905123,0.0427857177320468,22887684300.0,0.2199750813991761,-0.1891202043941849,False,False,pass,230083373.33333337,False,False,False,,False,False,False,False,False,False,False,False,,
7711,"SUKEGAWA ELECTRIC CO.,LTD.",Standard Market(Domestic),Precision Instruments,0.1679424460016583,0.0272833870995215,29118672000.0,0.2632579170650729,-0.0044456172906416,False,False,pass,822185566.6666666,False,False,False,,False,False,False,False,False,False,False,False,,
7746,"OKAMOTO GLASS CO.,LTD.",Standard Market(Domestic),Precision Instruments,0.0974660602049721,0.0111906931655504,18504215685.0,0.181403264253474,-0.0195636785172765,False,False,pass,1525234536.6666667,False,False,False,,False,False,False,False,False,False,False,False,,
6809,TOA CORPORATION,Prime Market (Domestic),Electric Appliances,1.139273048934797,0.0612901429170604,46157503725.0,0.327597260673175,-0.0418403767133559,False,False,pass,263924000.0,False,False,False,,False,False,False,False,False,False,False,False,,
6454,"MAX CO.,LTD.",Prime Market (Domestic),Machinery,1.4066745456714502,0.148993358945584,75379198640.0,0.3522963462294661,-0.0272563411386444,False,False,pass,539091076.6666666,False,False,False,,False,False,False,False,False,False,False,False,,
6622,DAIHEN CORPORATION,Prime Market (Domestic),Electric Appliances,0.404190661338748,0.0340734691967204,379239340890.0,0.2200293556233935,-0.0391209085873358,False,False,pass,3054266466.6666665,False,False,False,,False,False,False,False,False,False,False,False,,
7730,"MANI,INC.",Prime Market (Domestic),Precision Instruments,0.3101835251339791,0.0278789322453833,172675192781.0,0.3331263903978478,-0.0382584835538883,False,False,pass,575694746.6666666,False,False,False,,False,False,False,False,False,False,False,False,,
7716,NAKANISHI INC.,Standard Market(Domestic),Precision Instruments,0.4496397432854494,0.0433044433603373,253701864000.0,0.28759715177496,-0.035565476510567,False,False,pass,688632315.0,False,False,False,,False,False,False,False,False,False,False,False,,
6647,"MORIO DENKI CO.,LTD.",Standard Market(Domestic),Electric Appliances,1.4862982062796335,0.1630004779337212,3488977500.0,0.209397821745732,0.0771521507434563,False,False,review,5372728.333333333,False,False,True,,False,False,False,False,False,False,False,True,human_review_required,human_review_required
6997,NIPPON CHEMI-CON CORPORATION,Prime Market (Domestic),Electric Appliances,0.4659198611634442,,123074813460.0,0.1458433209179973,-0.0019545740309811,True,True,pass,2509765510.0,False,False,True,,False,False,False,False,False,False,False,False,distress_exclusion;human_review_required,distress_exclusion;human_review_required
7775,"DAIKEN MEDICAL CO.,LTD.",Standard Market(Domestic),Precision Instruments,0.6924241547106602,0.0903230706684094,12152155500.0,0.366420002935316,-0.0020992097450638,False,False,pass,16527721.666666666,False,False,False,,False,False,False,False,False,False,False,False,,
7722,"KOKUSAI CO.,LTD.",Standard Market(Domestic),Precision Instruments,1.0987270592807843,0.0947292079341069,10559172000.0,0.2317952799560965,-0.0015433958325173,False,False,pass,54644238.333333336,False,False,False,,False,False,False,False,False,False,False,False,,
6822,"Oi Electric Co.,Ltd.",Standard Market(Domestic),Electric Appliances,1.14179362347138,0.1605278234508272,7784800000.0,0.2393845218390028,-0.0631172749305927,False,False,pass,61122391.666666664,False,False,False,,False,False,False,False,False,False,False,False,,
5802,"Sumitomo Electric Industries,Ltd.",Prime Market (Domestic),Nonferrous Metals,0.2461671769638116,0.0215797825423729,10279343620096.0,0.1789091802030369,-0.0373140085068998,False,False,pass,83977180426.66667,False,False,False,,False,False,False,False,False,False,False,False,,
6592,"MABUCHI MOTOR CO.,LTD.",Prime Market (Domestic),Electric Appliances,0.8661557196375197,0.1011028113247471,385884422884.0,0.1275428907844806,0.0077138723956434,False,False,pass,1653026941.6666667,False,False,False,,False,False,False,False,False,False,False,False,,
6870,"Fenwal Controls of Japan,Ltd.",Standard Market(Domestic),Electric Appliances,1.0438297328296378,0.0891082362265184,13994486400.0,0.2164850118172081,0.04668599234682,False,False,pass,16554598.333333334,False,False,False,,False,False,False,False,False,False,False,False,,
6508,MEIDENSHA CORPORATION,Prime Market (Domestic),Electric Appliances,0.3163278737869062,0.0419821976334913,449571510400.0,0.2390294919832311,-0.0490435327908373,False,False,pass,2498441766.6666665,False,False,False,,False,False,False,False,False,False,False,False,,
6912,KIKUSUI HOLDINGS CORPORATION,Standard Market(Domestic),Electric Appliances,0.8255452236445029,0.0845320245050139,17034065000.0,0.3988522015353797,-0.0420524847935913,False,False,pass,17595786.666666668,False,False,False,,False,False,False,False,False,False,False,False,,
6998,"Nippon Tungsten Co.,Ltd.",Standard Market(Domestic),Electric Appliances,1.2629702612414828,0.0679589187773017,9947185920.0,0.1660522883230306,-0.0197871728501581,False,False,pass,143292433.33333334,False,False,False,,False,False,False,False,False,False,False,False,,
6644,"Osaki Electric Co.,Ltd.",Prime Market (Domestic),Electric Appliances,0.8760069513067674,0.0596607989507505,72308786940.0,0.2332235631211883,-0.0262548813687204,False,False,pass,601225355.0,False,False,False,,False,False,False,False,False,False,False,False,,
6861,KEYENCE CORPORATION,Prime Market (Domestic),Electric Appliances,0.1597786343757677,0.0204907980518601,19455367184384.0,0.2698812850690619,-0.0034748871764958,False,False,pass,57849066450.0,False,False,False,,False,False,False,False,False,False,False,False,,
6928,"ENOMOTO Co.,Ltd.",Standard Market(Domestic),Electric Appliances,0.8533257700711733,0.017451473165119,25667231400.0,0.0958458106115529,-0.0087138889542373,False,False,pass,157416883.33333334,False,False,False,,False,False,False,False,False,False,False,False,,
6134,FUJI CORPORATION,Prime Market (Domestic),Machinery,0.3034992505130406,0.0151553937480103,720535552000.0,0.1909050346106456,-0.0504537322353834,False,False,pass,4464392523.333333,False,False,False,,False,False,False,False,False,False,False,False,,
6346,"KIKUKAWA ENTERPRISE,INC.",Standard Market(Domestic),Machinery,1.7023647412875764,0.1030702702403121,7217280000.0,0.1611518733770793,0.0458412556495996,False,False,exclude,1680150.0,False,False,False,,False,False,False,False,False,False,False,False,liquidity_exclusion,liquidity_exclusion
7740,"Tamron Co.,Ltd.",Prime Market (Domestic),Precision Instruments,0.5047780484733864,0.0691028462955325,170195594400.0,0.3528374478999679,-0.0320318878163569,False,False,pass,476014856.6666667,False,False,False,,False,False,False,False,False,False,False,False,,
6498,KITZ CORPORATION,Prime Market (Domestic),Machinery,0.5733718465648981,0.0560352634421509,208922012334.0,0.2547728197477282,-0.0108036587793042,False,False,pass,771858006.6666666,False,False,False,,False,False,False,False,False,False,False,False,,
6674,GS Yuasa Corporation,Prime Market (Domestic),Electric Appliances,0.6081164812614117,0.0527259185465548,642947547136.0,0.2010571714393618,-0.0079917002431129,False,False,pass,6837601991.666667,False,False,False,,False,False,False,False,False,False,False,False,,
6417,"SANKYO CO.,LTD.",Prime Market (Domestic),Machinery,0.8237260682202047,0.1675610369474735,352934077500.0,0.333605576328521,0.0035049329864446,False,False,pass,2076866637.5,False,False,False,,False,False,False,False,False,False,False,False,,
6794,"Foster Electric Company,Limited",Prime Market (Domestic),Electric Appliances,1.1159323840996305,0.0943325013693799,61590649200.0,0.2258158126298841,-0.0860893340268069,False,False,pass,557762190.0,False,False,False,,False,False,False,False,False,False,False,False,,
4975,JCU CORPORATION,Prime Market (Domestic),Chemicals,0.2582184968441354,0.0437991372712474,185164880070.0,0.3392004027626292,-0.0060632679424284,False,False,pass,690168716.6666666,False,False,False,,False,False,False,False,False,False,False,False,,
6654,"FUJI ELECTRIC INDUSTRY CO.,LTD.",Standard Market(Domestic),Electric Appliances,1.8351909367056785,0.0414834795151218,5689445600.0,0.1092677340973718,-0.018309169565182,False,False,review,8569355.0,False,False,True,,False,False,False,False,False,False,False,True,human_review_required,human_review_required
7261,Mazda Motor Corporation,Prime Market (Domestic),Transportation Equipment,2.5609190009374183,0.1628279785698918,706788851712.0,0.2279626242047051,-0.0415734057274953,False,False,pass,8166730167.29655,False,False,False,,False,False,False,False,False,False,False,False,,
6853,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.",Standard Market(Domestic),Electric Appliances,0.7606306977757273,0.0441476667035257,23947064000.0,0.2620378075877974,0.0206420848113534,False,False,pass,57739528.333333336,False,False,False,,False,False,False,False,False,False,False,False,,
6787,"Meiko Electronics Co.,Ltd.",Prime Market (Domestic),Electric Appliances,0.1168374268716597,0.015256933489508,989451780096.0,0.1551492787655149,-0.0269736760938136,False,False,pass,17151093200.0,False,False,False,,False,False,False,False,False,False,False,False,,
6651,NITTO KOGYO CORPORATION,Prime Market (Domestic),Electric Appliances,0.6587840120634483,0.0684019860946684,176851590000.0,0.2679683983928078,-0.0376859446984692,False,False,pass,402120600.0,False,False,False,,False,False,False,False,False,False,False,False,,
6156,A-ONE SEIMITSU INC.,Standard Market(Domestic),Machinery,0.7451353700875992,,10045620300.0,0.0516880744646396,-0.0438365824575694,False,False,pass,32737273.333333332,False,False,False,,False,False,False,False,False,False,False,False,,
4022,"Rasa Industries,Ltd.",Prime Market (Domestic),Chemicals,1.7852927535571048,0.2005148190762024,15614806000.0,0.2101531480431083,-0.0423021040139306,False,False,pass,2427613683.3333335,False,False,False,,False,False,False,False,False,False,False,False,,
4966,"C.Uyemura & Co.,Ltd.",Standard Market(Domestic),Chemicals,0.2823445456174973,0.0374570629871275,375849970000.0,0.249601255087646,-0.0412091273652988,False,False,pass,1321243000.0,False,False,False,,False,False,False,False,False,False,False,False,,
6505,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Standard Market(Domestic),Electric Appliances,1.428785021478706,0.1110262744461086,19166634300.0,0.1992670550648374,0.0291239915317274,False,False,pass,114870116.66666669,False,False,False,,False,False,False,False,False,False,False,False,,
6744,NOHMI BOSAI LTD.,Prime Market (Domestic),Electric Appliances,0.470265288228328,0.0401369235465506,276503503990.0,0.2783667012230565,-0.0027685117245546,False,False,pass,513833116.6666667,False,False,False,,False,False,False,False,False,False,False,False,,
6282,OILES CORPORATION,Prime Market (Domestic),Machinery,1.0076259780538703,0.0829897560655737,76262424425.0,0.2536926553914375,-0.0259398416438472,False,False,pass,320586861.6666667,False,False,False,,False,False,False,False,False,False,False,False,,
6306,"NIKKO CO.,LTD.",Prime Market (Domestic),Machinery,1.0639181064799286,0.0618463968726324,32483703200.0,0.2195684582189093,-0.0156406307064483,False,False,pass,68182170.0,False,False,False,,False,False,False,False,False,False,False,False,,
6706,"DKK Co.,Ltd.",Prime Market (Domestic),Electric Appliances,1.1362522004035078,0.0237924908969608,32657362500.0,0.1322996831145314,0.0480356202599466,True,False,pass,118196791.66666669,False,False,True,,False,False,False,False,False,False,False,False,human_review_required,human_review_required
