code,ticker,company_name,sector,bm_score,ep_score,gp_score,piotroski_score,sloan_quality_score,liquidity_score,distress_safety_score
7999,7999.T,"MUTOH HOLDINGS CO.,LTD.",Electric Appliances,0.4444444444444444,0.34375,0.6526315789473685,0.42105263157894735,0.29100529100529104,0.3368421052631579,1.0
6741,6741.T,"Nippon Signal Company,Limited",Electric Appliances,0.6243386243386243,0.71875,0.2631578947368421,0.6973684210526315,0.21693121693121697,0.5157894736842106,1.0
6929,6929.T,"NIPPON CERAMIC CO.,LTD.",Electric Appliances,0.3439153439153439,0.725,0.25263157894736843,0.42105263157894735,0.11111111111111116,0.6052631578947368,1.0
6785,6785.T,"SUZUKI CO.,LTD.",Electric Appliances,0.32275132275132273,0.50625,0.3368421052631579,0.6973684210526315,0.7883597883597884,0.45263157894736844,1.0
6824,6824.T,"NEW COSMOS ELECTRIC CO.,LTD.",Electric Appliances,0.5767195767195767,0.6,0.7368421052631579,0.9289473684210526,0.4656084656084656,0.2789473684210526,1.0
6703,6703.T,"Oki Electric Industry Company,Limited",Electric Appliances,0.2804232804232804,0.39375,0.7,0.6973684210526315,0.7936507936507937,0.8315789473684211,1.0
6248,6248.T,"Yokota Manufacturing Co., Ltd.",Machinery,0.43617021276595747,0.7183908045977011,0.8351063829787234,0.675531914893617,0.75,0.13297872340425532,1.0
3723,3723.T,NIHON FALCOM CORPORATION,Information & Communication,0.3870967741935484,0.1980440097799511,0.10590631364562118,0.24048096192384769,0.41056910569105687,0.46092184368737477,1.0
6814,6814.T,"FURUNO ELECTRIC CO.,LTD.",Electric Appliances,0.24867724867724866,0.73125,0.8789473684210526,0.6973684210526315,0.5978835978835979,0.8473684210526315,1.0
3105,3105.T,Nisshinbo Holdings Inc.,Electric Appliances,0.4973544973544973,0.3875,0.2789473684210526,0.9289473684210526,0.6772486772486772,0.7947368421052632,1.0
9880,9880.T,INNOTECH CORPORATION,Electric Appliances,0.24338624338624337,0.14375,0.6842105263157895,0.6973684210526315,0.3915343915343915,0.6684210526315789,1.0
6490,6490.T,PILLAR Corporation,Machinery,0.10638297872340426,0.15517241379310345,0.6276595744680851,0.4095744680851064,0.8617021276595744,0.8085106382978723,1.0
6894,6894.T,"PULSTEC INDUSTRIAL CO.,LTD.",Electric Appliances,0.7566137566137566,0.8625,0.3894736842105263,0.42105263157894735,0.1164021164021164,0.042105263157894736,1.0
6961,6961.T,ENPLAS CORPORATION,Electric Appliances,0.2857142857142857,0.26875,0.7105263157894737,0.42105263157894735,0.7301587301587302,0.8578947368421053,1.0
6960,6960.T,"FUKUDA DENSHI CO.,LTD.",Electric Appliances,0.30687830687830686,0.45625,0.8052631578947368,0.42105263157894735,0.8412698412698413,0.6263157894736842,1.0
6419,6419.T,Mars Group Holdings Corporation,Machinery,0.6914893617021277,0.896551724137931,0.675531914893617,0.675531914893617,0.5797872340425532,0.6436170212765957,1.0
7747,7747.T,"ASAHI INTECC CO.,LTD.",Precision Instruments,0.05263157894736842,0.08823529411764706,0.868421052631579,0.5921052631578947,0.9473684210526316,0.9473684210526315,1.0
5214,5214.T,"Nippon Electric Glass Co.,Ltd.",Glass and Ceramics Products,0.4090909090909091,0.3902439024390244,0.06818181818181818,0.9204545454545454,0.5227272727272727,0.9090909090909091,1.0
7749,7749.T,"MEDIKIT CO.,LTD.",Precision Instruments,0.8157894736842105,0.7058823529411765,0.13157894736842105,0.2894736842105263,0.39473684210526316,0.05263157894736842,1.0
6866,6866.T,HIOKI E.E.CORPORATION,Electric Appliances,0.12698412698412698,0.225,0.8631578947368421,0.42105263157894735,0.6507936507936508,0.6842105263157895,1.0
6996,6996.T,NICHICON CORPORATION,Electric Appliances,0.2275132275132275,0.2875,0.22631578947368422,0.6973684210526315,0.6402116402116402,0.7842105263157895,1.0
6925,6925.T,USHIO INC.,Electric Appliances,0.31216931216931215,0.6625,0.46842105263157896,0.42105263157894735,0.1693121693121693,0.7578947368421053,1.0
1948,1948.T,"The Kodensha,Co.,Ltd.",Construction,0.014925373134328358,0.05263157894736842,0.8582089552238806,0.7686567164179104,0.3157894736842105,0.6865671641791045,1.0
5187,5187.T,"CREATE MEDIC CO.,LTD.",Precision Instruments,0.9473684210526315,0.7647058823529411,0.6052631578947368,0.2894736842105263,0.13157894736842102,0.10526315789473684,1.0
5706,5706.T,"Mitsui Kinzoku Company,Limited",Nonferrous Metals,0.13793103448275862,0.2,0.7931034482758621,0.8793103448275862,0.5714285714285714,0.9310344827586207,1.0
6136,6136.T,OSG Corporation,Machinery,0.26595744680851063,0.26436781609195403,0.5531914893617021,0.675531914893617,0.7180851063829787,0.8297872340425532,1.0
6855,6855.T,JAPAN ELECTRONIC MATERIALS CORPORATION,Electric Appliances,0.13227513227513227,0.2375,0.5789473684210527,0.42105263157894735,0.08994708994709,0.8947368421052632,1.0
6643,6643.T,"Togami Electric Mfg.Co.,Ltd.",Electric Appliances,0.5396825396825397,0.775,0.5210526315789473,0.9289473684210526,0.4391534391534392,0.37894736842105264,1.0
4099,4099.T,SHIKOKU KASEI HOLDINGS CORPORATION,Chemicals,0.07027027027027027,0.1,0.5513513513513514,0.32972972972972975,0.35519125683060104,0.8054054054054054,1.0
6480,6480.T,"NIPPON THOMPSON CO.,LTD.",Machinery,0.17553191489361702,0.017241379310344827,0.19148936170212766,0.2047872340425532,0.7872340425531915,0.824468085106383,1.0
6877,6877.T,Obara Group Incorporated,Electric Appliances,0.5132275132275133,0.61875,0.4105263157894737,0.42105263157894735,0.20105820105820105,0.631578947368421,1.0
7725,7725.T,INTER ACTION Corporation,Precision Instruments,0.42105263157894735,0.35294117647058826,0.2894736842105263,0.2894736842105263,0.9736842105263158,0.4473684210526316,1.0
7711,7711.T,"SUKEGAWA ELECTRIC CO.,LTD.",Precision Instruments,0.07894736842105263,0.14705882352941177,0.42105263157894735,0.868421052631579,0.3421052631578947,0.7631578947368421,1.0
7746,7746.T,"OKAMOTO GLASS CO.,LTD.",Precision Instruments,0.02631578947368421,0.029411764705882353,0.18421052631578946,0.2894736842105263,0.5263157894736843,0.8421052631578947,1.0
6809,6809.T,TOA CORPORATION,Electric Appliances,0.6825396825396826,0.5,0.7842105263157895,0.6973684210526315,0.656084656084656,0.5,1.0
6454,6454.T,"MAX CO.,LTD.",Machinery,0.6808510638297872,0.8908045977011494,0.925531914893617,0.9202127659574468,0.6382978723404256,0.7180851063829787,1.0
6622,6622.T,DAIHEN CORPORATION,Electric Appliances,0.20634920634920634,0.2625,0.5157894736842106,0.42105263157894735,0.6296296296296297,0.8526315789473684,1.0
7730,7730.T,"MANI,INC.",Precision Instruments,0.21052631578947367,0.17647058823529413,0.6842105263157895,0.5921052631578947,0.6842105263157895,0.6842105263157895,1.0
7716,7716.T,NAKANISHI INC.,Precision Instruments,0.2894736842105263,0.38235294117647056,0.5526315789473685,0.5921052631578947,0.631578947368421,0.7105263157894737,1.0
6647,6647.T,"MORIO DENKI CO.,LTD.",Electric Appliances,0.8253968253968254,0.9125,0.47368421052631576,0.2,0.04761904761904767,0.07368421052631578,1.0
6997,6997.T,NIPPON CHEMI-CON CORPORATION,Electric Appliances,0.25396825396825395,0.5,0.21052631578947367,0.2,0.3121693121693122,0.8263157894736842,0.0
7775,7775.T,"DAIKEN MEDICAL CO.,LTD.",Precision Instruments,0.631578947368421,0.8823529411764706,0.7894736842105263,0.868421052631579,0.2894736842105263,0.15789473684210525,1.0
7722,7722.T,"KOKUSAI CO.,LTD.",Precision Instruments,0.8421052631578947,0.9411764705882353,0.3157894736842105,0.868421052631579,0.23684210526315785,0.21052631578947367,1.0
6822,6822.T,"Oi Electric Co.,Ltd.",Electric Appliances,0.6931216931216931,0.90625,0.5894736842105263,0.9289473684210526,0.8148148148148149,0.24210526315789474,1.0
5802,5802.T,"Sumitomo Electric Industries,Ltd.",Nonferrous Metals,0.20689655172413793,0.16,0.5517241379310345,0.8793103448275862,0.7857142857142857,0.896551724137931,1.0
6592,6592.T,"MABUCHI MOTOR CO.,LTD.",Electric Appliances,0.5238095238095238,0.8125,0.1631578947368421,0.6973684210526315,0.2592592592592593,0.7684210526315789,1.0
6870,6870.T,"Fenwal Controls of Japan,Ltd.",Electric Appliances,0.6349206349206349,0.7375,0.5,0.6973684210526315,0.07936507936507942,0.12631578947368421,1.0
6508,6508.T,MEIDENSHA CORPORATION,Electric Appliances,0.15873015873015872,0.325,0.5842105263157895,0.9289473684210526,0.7142857142857143,0.8210526315789474,1.0
6912,6912.T,KIKUSUI HOLDINGS CORPORATION,Electric Appliances,0.49206349206349204,0.70625,0.868421052631579,0.42105263157894735,0.6613756613756614,0.13157894736842105,1.0
6998,6998.T,"Nippon Tungsten Co.,Ltd.",Electric Appliances,0.7407407407407407,0.54375,0.32105263157894737,0.9289473684210526,0.4814814814814815,0.39473684210526316,1.0
6644,6644.T,"Osaki Electric Co.,Ltd.",Electric Appliances,0.5291005291005291,0.4875,0.5631578947368421,0.42105263157894735,0.5291005291005291,0.6526315789473685,1.0
6861,6861.T,KEYENCE CORPORATION,Electric Appliances,0.07936507936507936,0.11875,0.6894736842105263,0.2,0.328042328042328,0.9842105263157894,1.0
6928,6928.T,"ENOMOTO Co.,Ltd.",Electric Appliances,0.5079365079365079,0.08125,0.07894736842105263,0.9289473684210526,0.39682539682539686,0.41578947368421054,1.0
6134,6134.T,FUJI CORPORATION,Machinery,0.0851063829787234,0.04597701149425287,0.4521276595744681,0.675531914893617,0.8351063829787234,0.9308510638297872,1.0
6346,6346.T,"KIKUKAWA ENTERPRISE,INC.",Machinery,0.8191489361702128,0.7298850574712644,0.2978723404255319,0.675531914893617,0.12765957446808507,0.010638297872340425,1.0
7740,7740.T,"Tamron Co.,Ltd.",Precision Instruments,0.39473684210526316,0.6764705882352942,0.7631578947368421,0.2894736842105263,0.6052631578947368,0.6578947368421053,1.0
6498,6498.T,KITZ CORPORATION,Machinery,0.2074468085106383,0.3045977011494253,0.7021276595744681,0.4095744680851064,0.4893617021276596,0.7606382978723404,1.0
6674,6674.T,GS Yuasa Corporation,Electric Appliances,0.35978835978835977,0.45,0.4368421052631579,0.2,0.3756613756613757,0.9052631578947369,1.0
6417,6417.T,"SANKYO CO.,LTD.",Machinery,0.34574468085106386,0.9080459770114943,0.898936170212766,0.06648936170212766,0.38829787234042556,0.8723404255319149,1.0
6794,6794.T,"Foster Electric Company,Limited",Electric Appliances,0.6666666666666666,0.7625,0.5473684210526316,0.9289473684210526,0.8941798941798942,0.6421052631578947,1.0
4975,4975.T,JCU CORPORATION,Chemicals,0.043243243243243246,0.22941176470588234,0.8702702702702703,0.8810810810810811,0.23497267759562845,0.745945945945946,1.0
6654,6654.T,"FUJI ELECTRIC INDUSTRY CO.,LTD.",Electric Appliances,0.873015873015873,0.3125,0.12631578947368421,0.42105263157894735,0.47089947089947093,0.10526315789473684,1.0
7261,7261.T,Mazda Motor Corporation,Transportation Equipment,0.7272727272727273,0.8448275862068966,0.803030303030303,0.22727272727272727,0.5238095238095238,0.9545454545454546,1.0
6853,6853.T,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.",Electric Appliances,0.4708994708994709,0.36875,0.6684210526315789,0.6973684210526315,0.18518518518518523,0.23684210526315788,1.0
6787,6787.T,"Meiko Electronics Co.,Ltd.",Electric Appliances,0.042328042328042326,0.05625,0.26842105263157895,0.6973684210526315,0.5343915343915344,0.9473684210526315,1.0
6651,6651.T,NITTO KOGYO CORPORATION,Electric Appliances,0.4021164021164021,0.55,0.6736842105263158,0.6973684210526315,0.6190476190476191,0.5736842105263158,1.0
6156,6156.T,A-ONE SEIMITSU INC.,Machinery,0.2925531914893617,0.5,0.010638297872340425,0.4095744680851064,0.7712765957446809,0.22872340425531915,1.0
4022,4022.T,"Rasa Industries,Ltd.",Chemicals,0.7891891891891892,0.9470588235294117,0.5405405405405406,0.8810810810810811,0.6830601092896175,0.9081081081081082,1.0
4966,4966.T,"C.Uyemura & Co.,Ltd.",Chemicals,0.05405405405405406,0.16470588235294117,0.7135135135135136,0.32972972972972975,0.6557377049180328,0.8378378378378378,1.0
6505,6505.T,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Electric Appliances,0.8042328042328042,0.83125,0.43157894736842106,0.6973684210526315,0.14814814814814814,0.3631578947368421,1.0
6744,6744.T,NOHMI BOSAI LTD.,Electric Appliances,0.2698412698412698,0.30625,0.7157894736842105,0.6973684210526315,0.31746031746031744,0.6210526315789474,1.0
6282,6282.T,OILES CORPORATION,Machinery,0.48404255319148937,0.5747126436781609,0.6968085106382979,0.9202127659574468,0.6170212765957447,0.6595744680851063,1.0
6306,6306.T,"NIKKO CO.,LTD.",Machinery,0.5372340425531915,0.3793103448275862,0.5904255319148937,0.9202127659574468,0.5319148936170213,0.3776595744680851,1.0
6706,6706.T,"DKK Co.,Ltd.",Electric Appliances,0.6772486772486772,0.1625,0.16842105263157894,0.2,0.07407407407407407,0.3736842105263158,1.0
6365,6365.T,DMW CORPORATION,Machinery,0.6117021276595744,0.7471264367816092,0.3829787234042553,0.4095744680851064,0.34042553191489366,0.17553191489361702,1.0
6850,6850.T,Chino Corporation,Electric Appliances,0.8624338624338624,0.9,0.6421052631578947,0.9289473684210526,0.3862433862433863,0.3473684210526316,1.0
6676,6676.T,BUFFALO INC.,Electric Appliances,0.7354497354497355,0.925,0.8947368421052632,0.9289473684210526,0.8677248677248677,0.46842105263157896,1.0
6969,6969.T,"MATSUO ELECTRIC CO.,LTD.",Electric Appliances,0.21693121693121692,0.56875,0.5052631578947369,0.42105263157894735,0.042328042328042326,0.3,1.0
6743,6743.T,"Daido Signal Co.,Ltd.",Electric Appliances,0.9047619047619048,0.85625,0.1736842105263158,0.2,0.06878306878306883,0.15263157894736842,1.0
6143,6143.T,"Sodick Co.,Ltd.",Machinery,0.4095744680851064,0.21839080459770116,0.3882978723404255,0.675531914893617,0.5531914893617021,0.7659574468085106,1.0
6384,6384.T,"SHOWA SHINKU CO.,LTD.",Machinery,0.5425531914893617,0.2471264367816092,0.35638297872340424,0.4095744680851064,0.21808510638297873,0.2553191489361702,1.0
6265,6265.T,CONVUM Ltd.,Machinery,0.6063829787234043,0.23563218390804597,0.26063829787234044,0.675531914893617,0.6595744680851063,0.09574468085106383,1.0
6848,6848.T,DKK-TOA CORPORATION,Electric Appliances,0.746031746031746,0.5375,0.5105263157894737,0.42105263157894735,0.4920634920634921,0.04736842105263158,1.0
6403,6403.T,"SUIDO KIKO KAISHA,LTD.",Machinery,0.22872340425531915,0.09195402298850575,0.6382978723404256,0.675531914893617,0.9680851063829787,0.2074468085106383,1.0
6678,6678.T,"Techno Medica Co.,Ltd.",Electric Appliances,0.7195767195767195,0.64375,0.6947368421052632,0.2,0.30687830687830686,0.15789473684210525,1.0
4732,4732.T,"USS Co.,Ltd.",Services,0.10961968680089486,0.21994884910485935,0.248868778280543,0.9084821428571429,0.2665148063781321,0.9821428571428571,1.0
6823,6823.T,"RION CO.,LTD.",Electric Appliances,0.42328042328042326,0.65,0.8368421052631579,0.6973684210526315,0.3227513227513228,0.48947368421052634,1.0
6675,6675.T,"SAXA,Inc.",Electric Appliances,0.9470899470899471,1.0,0.7473684210526316,0.2,0.03703703703703709,0.35789473684210527,1.0
6863,6863.T,NIRECO CORPORATION,Electric Appliances,0.5185185185185185,0.68125,0.5526315789473685,0.6973684210526315,0.22751322751322756,0.23157894736842105,1.0
6859,6859.T,ESPEC CORP.,Electric Appliances,0.3862433862433862,0.5625,0.7736842105263158,0.6973684210526315,0.19047619047619047,0.5368421052631579,1.0
4186,4186.T,"TOKYO OHKA KOGYO CO.,LTD.",Chemicals,0.02702702702702703,0.10588235294117647,0.7405405405405405,0.13783783783783785,0.1311475409836066,0.9891891891891892,1.0
6161,6161.T,ESTIC CORPORATION,Machinery,0.5,0.8333333333333334,0.8457446808510638,0.4095744680851064,0.9095744680851063,0.15425531914893617,1.0
6670,6670.T,"MCJ Co.,Ltd.",Electric Appliances,0.21164021164021163,0.5125,0.8526315789473684,0.6973684210526315,0.544973544973545,0.7421052631578947,1.0
6144,6144.T,"Seibu Electric & Machinery Co.,Ltd.",Machinery,0.28191489361702127,0.2988505747126437,0.5106382978723404,0.675531914893617,0.15957446808510634,0.21808510638297873,1.0
7713,7713.T,"SIGMA KOKI CO.,LTD.",Precision Instruments,0.7894736842105263,0.5588235294117647,0.2631578947368421,0.5921052631578947,0.02631578947368418,0.39473684210526316,1.0
6858,6858.T,"ONO SOKKI Co.,Ltd.",Electric Appliances,0.8888888888888888,0.425,0.7210526315789474,0.6973684210526315,0.3492063492063492,0.2736842105263158,1.0
6963,6963.T,ROHM COMPANY LIMITED,Electric Appliances,0.23809523809523808,0.5,0.015789473684210527,0.06842105263157895,0.91005291005291,0.9631578947368421,1.0
4972,4972.T,"Soken Chemical & Engineering Co.,Ltd.",Chemicals,0.23783783783783785,0.5647058823529412,0.8054054054054054,0.8810810810810811,0.5136612021857924,0.572972972972973,1.0
6396,6396.T,"Unozawa-gumi Iron Works,Limited",Machinery,0.3191489361702128,0.632183908045977,0.18085106382978725,0.4095744680851064,0.7659574468085106,0.031914893617021274,1.0
6890,6890.T,Ferrotec Corporation,Electric Appliances,0.5026455026455027,0.4125,0.15263157894736842,0.42105263157894735,0.4285714285714286,0.9105263157894737,1.0
6392,6392.T,YAMADA CORPORATION,Machinery,0.4148936170212766,0.5977011494252874,0.851063829787234,0.2047872340425532,0.42021276595744683,0.11170212765957446,1.0
6668,6668.T,"ADTEC PLASMA TECHNOLOGY CO.,LTD.",Electric Appliances,0.2751322751322751,0.6375,0.34210526315789475,0.9289473684210526,0.7248677248677249,0.5105263157894737,1.0
6402,6402.T,"KANEMATSU ENGINEERING CO.,LTD.",Machinery,0.5585106382978723,0.7413793103448276,0.7553191489361702,0.9202127659574468,0.43617021276595747,0.324468085106383,1.0
4800,4800.T,Oricon Inc.,Information & Communication,0.2439516129032258,0.5354523227383863,0.6008146639511202,0.4909819639278557,0.33536585365853655,0.7194388777555111,1.0
6653,6653.T,"SEIKO ELECTRIC CO.,LTD.",Electric Appliances,0.3544973544973545,0.525,0.33157894736842103,0.42105263157894735,0.7566137566137566,0.5526315789473685,1.0
6488,6488.T,Yoshitake Inc.,Machinery,0.7021276595744681,0.5057471264367817,0.46808510638297873,0.675531914893617,0.5957446808510638,0.11702127659574468,1.0
6235,6235.T,"OPTORUN CO.,LTD.",Machinery,0.1276595744680851,0.06321839080459771,0.1595744680851064,0.2047872340425532,0.8936170212765957,0.8882978723404256,1.0
6380,6380.T,"ORIENTAL CHAIN MFG. CO.,LTD.",Machinery,0.06382978723404255,0.040229885057471264,0.2393617021276596,0.018617021276595744,0.22340425531914898,0.2925531914893617,1.0
7721,7721.T,TOKYO KEIKI INC.,Precision Instruments,0.23684210526315788,0.2647058823529412,0.23684210526315788,0.07894736842105263,0.0,0.9210526315789473,1.0
6742,6742.T,"Kyosan Electric Manufacturing Co.,Ltd.",Electric Appliances,0.656084656084656,0.81875,0.23157894736842105,0.6973684210526315,0.25396825396825395,0.4421052631578947,1.0
6302,6302.T,"SUMITOMO HEAVY INDUSTRIES,LTD.",Machinery,0.574468085106383,0.28160919540229884,0.48404255319148937,0.675531914893617,0.5904255319148937,0.925531914893617,1.0
6140,6140.T,"Asahi Diamond Industrial Co.,Ltd.",Machinery,0.425531914893617,0.16666666666666666,0.21808510638297873,0.675531914893617,0.7553191489361702,0.9042553191489362,1.0
6267,6267.T,"GENERAL PACKER CO.,LTD.",Machinery,0.5797872340425532,0.8275862068965517,0.8031914893617021,0.675531914893617,0.18085106382978722,0.06914893617021277,1.0
6485,6485.T,"MAEZAWA KYUSO INDUSTRIES CO.,LTD.",Machinery,0.675531914893617,0.5689655172413793,0.5585106382978723,0.675531914893617,0.4308510638297872,0.30319148936170215,1.0
6209,6209.T,NPR-RIKEN CORPORATION,Machinery,0.723404255319149,0.6206896551724138,0.4095744680851064,0.675531914893617,0.7127659574468085,0.6808510638297872,1.0
6507,6507.T,"SINFONIA TECHNOLOGY CO.,LTD.",Electric Appliances,0.09523809523809523,0.24375,0.5684210526315789,0.6973684210526315,0.28042328042328046,0.8421052631578947,1.0
5105,5105.T,Toyo Tire Corporation,Rubber Products,0.3333333333333333,0.7272727272727273,1.0,0.8333333333333334,0.6666666666666667,1.0,1.0
5406,5406.T,"Kobe Steel,Ltd.",Iron and Steel,0.4857142857142857,0.7272727272727273,0.6285714285714286,0.9,0.32352941176470584,1.0,1.0
6284,6284.T,"NISSEI ASB MACHINE CO.,LTD.",Machinery,0.14361702127659576,0.29310344827586204,0.7340425531914894,0.9202127659574468,0.46808510638297873,0.6861702127659575,1.0
4461,4461.T,DKS Co.Ltd.,Chemicals,0.0972972972972973,0.13529411764705881,0.43243243243243246,0.8810810810810811,0.6120218579234973,0.8756756756756757,1.0
6250,6250.T,YAMABIKO CORPORATION,Machinery,0.32978723404255317,0.6724137931034483,0.9148936170212766,0.2047872340425532,0.18617021276595747,0.6914893617021277,1.0
6517,6517.T,"Denyo Co.,Ltd.",Electric Appliances,0.6507936507936508,0.6875,0.3105263157894737,0.6973684210526315,0.4444444444444444,0.3894736842105263,1.0
6332,6332.T,"TSUKISHIMA HOLDINGS CO.,LTD.",Machinery,0.4734042553191489,0.46551724137931033,0.23404255319148937,0.9202127659574468,0.8297872340425532,0.7074468085106383,1.0
6999,6999.T,KOA CORPORATION,Electric Appliances,0.4603174603174603,0.03125,0.11578947368421053,0.2,0.6825396825396826,0.7315789473684211,1.0
