code,ticker,company_name,market,sector,gp_missing_review_flag,missing_metric_count,missingness_penalty,bm_score,ep_score,gp_score,piotroski_score,sloan_quality_score,liquidity_score,distress_safety_score,anomaly_penalty,microcap_penalty,one_time_profit_penalty
6871,6871.T,"MICRONICS JAPAN CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.01618646811265782,0.06654545454545455,0.6482577251808022,0.9209422394320749,0.4061889250814332,0.9861245563084866,1.0,0.0,0.0,0.0
6264,6264.T,"Marumae Co.,Ltd.",Prime Market (Domestic),Machinery,False,0,0.0,0.09582389122693429,0.2429090909090909,0.1765285996055227,0.707647628267183,0.9055374592833876,0.9080348499515973,1.0,0.0,0.0,0.0
6920,6920.T,Lasertec Corporation,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.00356102298478472,0.08218181818181818,0.7705456936226167,0.44062600838980315,0.19478827361563522,0.9993546305259762,1.0,0.0,0.0,0.0
5985,5985.T,SUNCALL CORPORATION,Standard Market(Domestic),Metal Products,False,1,0.16666666666666666,0.25639365490449983,0.5,0.210387902695595,0.44062600838980315,0.7218241042345277,0.9548241368183285,0.0,1.0,0.0,0.0
2153,2153.T,E・J Holdings Inc.,Prime Market (Domestic),Services,False,0,0.0,0.66461638070573,0.769090909090909,0.5364891518737672,0.21022910616327847,0.5078175895765472,0.5750242013552759,1.0,0.0,0.0,0.0
6648,6648.T,KAWADEN CORPORATION,Standard Market(Domestic),Electric Appliances,False,0,0.0,0.9708643573972159,0.982909090909091,0.6170282708744247,0.44062600838980315,0.2218241042345277,0.6385930945466279,1.0,0.0,0.0,0.0
6327,6327.T,"KITAGAWA SEIKI CO.,LTD.",Standard Market(Domestic),Machinery,False,0,0.0,0.019100032372936226,0.021454545454545455,0.22485207100591717,0.44062600838980315,0.2719869706840391,0.898999677315263,1.0,0.0,0.0,0.0
4368,4368.T,"FUSO CHEMICAL CO.,LTD.",Prime Market (Domestic),Chemicals,False,0,0.0,0.3531887342181936,0.5014545454545455,0.3067061143984221,0.9209422394320749,0.8775244299674267,0.9241690868021942,1.0,0.0,0.0,0.0
6745,6745.T,HOCHIKI CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.6859825186144384,0.9014545454545455,0.7357001972386588,0.9209422394320749,0.7328990228013029,0.8363988383349468,1.0,0.0,0.0,0.0
9502,9502.T,"Chubu Electric Power Company,Incorporated",Prime Market (Domestic),Electric Power and Gas,True,1,0.16666666666666666,0.7261249595338297,0.6912727272727273,0.5,0.44062600838980315,0.40977198697068407,0.9757986447241046,1.0,0.0,0.0,0.0
6695,6695.T,"Castrico Co.,Ltd.",PRO Market,Electric Appliances,False,1,0.16666666666666666,0.9883457429588863,0.9607272727272728,0.6374095989480605,0.21022910616327847,0.5,0.00032268473701193933,1.0,0.0,1.0,0.0
1662,1662.T,"Japan Petroleum Exploration Co.,Ltd.",Prime Market (Domestic),Mining,False,0,0.0,0.6931045645840078,0.9327272727272727,0.18902038132807364,0.9209422394320749,0.849185667752443,0.9748305905130688,1.0,0.0,0.0,0.0
6994,6994.T,SHIZUKI ELECTRIC COMPANY INC.,Standard Market(Domestic),Electric Appliances,False,0,0.0,0.40110067983166076,0.17236363636363636,0.3060486522024984,0.44062600838980315,0.8149837133550488,0.8038076798967408,1.0,0.0,0.0,0.0
6834,6834.T,"SEIKOH GIKEN Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.014891550663645193,0.01927272727272727,0.38395792241946086,0.707647628267183,0.5469055374592834,0.9819296547273314,1.0,0.0,0.0,0.0
7762,7762.T,"Citizen Watch Co.,Ltd.",Prime Market (Domestic),Precision Instruments,False,0,0.0,0.2211071544189058,0.2018181818181818,0.6268902038132808,0.707647628267183,0.5807817589576547,0.9248144562762182,1.0,0.0,0.0,0.0
6492,6492.T,OKANO VALVE MFG.CO.LTD.,Standard Market(Domestic),Machinery,False,0,0.0,0.19974101651019746,0.11745454545454545,0.2577251808021039,0.21022910616327847,0.2687296416938111,0.8583414004517587,1.0,0.0,0.0,0.0
6914,6914.T,"OPTEX GROUP Company,Limited",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.14049854321786986,0.20145454545454544,0.7626561472715319,0.707647628267183,0.6465798045602607,0.8276863504356244,1.0,0.0,0.0,0.0
7999,7999.T,"MUTOH HOLDINGS CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.3900938815150534,0.20036363636363635,0.49441157133464825,0.44062600838980315,0.2947882736156352,0.5605033881897387,1.0,0.0,0.0,0.0
6741,6741.T,"Nippon Signal Company,Limited",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.5966332146325671,0.6010909090909091,0.21531886916502302,0.707647628267183,0.22703583061889254,0.7257179735398516,1.0,0.0,0.0,0.0
6929,6929.T,"NIPPON CERAMIC CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.3049530592424733,0.6050909090909091,0.20874424720578566,0.44062600838980315,0.12996742671009776,0.7902549209422395,1.0,0.0,0.0,0.0
6785,6785.T,"SUZUKI CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.2848818387827776,0.404,0.2744904667981591,0.707647628267183,0.8061889250814332,0.6563407550822846,1.0,0.0,0.0,0.0
6824,6824.T,"NEW COSMOS ELECTRIC CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.5564907737131758,0.48472727272727273,0.5696909927679158,0.9209422394320749,0.46872964169381104,0.5040335592126493,1.0,0.0,0.0,0.0
6703,6703.T,"Oki Electric Industry Company,Limited",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.23114276464875363,0.228,0.5407626561472715,0.707647628267183,0.8107491856677524,0.9293320425943853,1.0,0.0,0.0,0.0
6248,6248.T,"Yokota Manufacturing Co., Ltd.",Standard Market(Domestic),Machinery,False,0,0.0,0.5357720945289738,0.7163636363636363,0.5874424720578567,0.707647628267183,0.6833876221498372,0.2058728622136173,1.0,0.0,0.0,0.0
3723,3723.T,NIHON FALCOM CORPORATION,Growth Market(Domestic),Information & Communication,False,0,0.0,0.20718679184202007,0.16436363636363635,0.3530571992110454,0.21022910616327847,0.4104234527687296,0.3888351080993869,1.0,0.0,0.0,0.0
6814,6814.T,"FURUNO ELECTRIC CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.21754613143412108,0.610909090909091,0.7337278106508875,0.707647628267183,0.6293159609120521,0.9364311068086479,1.0,0.0,0.0,0.0
3105,3105.T,Nisshinbo Holdings Inc.,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.47264486888960827,0.22545454545454546,0.2235371466140697,0.9209422394320749,0.7,0.9135204904808003,1.0,0.0,0.0,0.0
9880,9880.T,INNOTECH CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.2120427322758174,0.07236363636363637,0.5272846811308349,0.707647628267183,0.3996742671009772,0.8360761535979349,1.0,0.0,0.0,0.0
6490,6490.T,PILLAR Corporation,Prime Market (Domestic),Machinery,False,0,0.0,0.12301715765619942,0.16363636363636364,0.4342537804076266,0.44062600838980315,0.8026058631921824,0.8731848983543078,1.0,0.0,0.0,0.0
6894,6894.T,"PULSTEC INDUSTRIAL CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.7245063127225639,0.8301818181818181,0.3159105851413544,0.44062600838980315,0.13452768729641695,0.08518877057115198,1.0,0.0,0.0,0.0
6961,6961.T,ENPLAS CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.23794108125606991,0.1501818181818182,0.5456936226166995,0.44062600838980315,0.745928338762215,0.9419167473378509,1.0,0.0,0.0,0.0
6960,6960.T,"FUKUDA DENSHI CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.2696665587568792,0.3221818181818182,0.6383957922419461,0.44062600838980315,0.8361563517915309,0.8015488867376573,1.0,0.0,0.0,0.0
6419,6419.T,Mars Group Holdings Corporation,Prime Market (Domestic),Machinery,False,0,0.0,0.759792813208158,0.9007272727272727,0.4641683103221565,0.707647628267183,0.5276872964169381,0.7218457566957083,1.0,0.0,0.0,0.0
7747,7747.T,"ASAHI INTECC CO.,LTD.",Prime Market (Domestic),Precision Instruments,False,0,0.0,0.02848818387827776,0.06872727272727273,0.7419460880999342,0.707647628267183,0.9182410423452769,0.946434333656018,1.0,0.0,0.0,0.0
5214,5214.T,"Nippon Electric Glass Co.,Ltd.",Prime Market (Domestic),Glass and Ceramics Products,False,0,0.0,0.5645840077695047,0.38436363636363635,0.10979618671926364,0.9209422394320749,0.5872964169381107,0.9567602452404002,1.0,0.0,0.0,0.0
7749,7749.T,"MEDIKIT CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,0,0.0,0.6218841048883134,0.4898181818181818,0.2485207100591716,0.44062600838980315,0.42052117263843647,0.13036463375282348,1.0,0.0,0.0,0.0
6866,6866.T,HIOKI E.E.CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.07283910650696018,0.1210909090909091,0.7149901380670611,0.44062600838980315,0.6853420195439739,0.8418844788641497,1.0,0.0,0.0,0.0
6996,6996.T,NICHICON CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.1900291356426028,0.17345454545454544,0.1942800788954635,0.707647628267183,0.6752442996742671,0.9093255888996451,1.0,0.0,0.0,0.0
6925,6925.T,USHIO INC.,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.2764648753641955,0.528,0.37639710716633795,0.44062600838980315,0.19315960912052121,0.8912552436269764,1.0,0.0,0.0,0.0
1948,1948.T,"The Kodensha,Co.,Ltd.",Standard Market(Domestic),Construction,False,0,0.0,0.05988993201683393,0.10181818181818182,0.4750164365548981,0.707647628267183,0.10195439739413681,0.7960632462084544,1.0,0.0,0.0,0.0
5187,5187.T,"CREATE MEDIC CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,0,0.0,0.8546455163483327,0.5349090909090909,0.5825115055884287,0.44062600838980315,0.2674267100977199,0.2781542433042917,1.0,0.0,0.0,0.0
5706,5706.T,"Mitsui Kinzoku Company,Limited",Prime Market (Domestic),Nonferrous Metals,False,0,0.0,0.014567821301392036,0.07018181818181818,0.43261012491781725,0.9209422394320749,0.4498371335504886,0.9977412068409164,1.0,0.0,0.0,0.0
6136,6136.T,OSG Corporation,Prime Market (Domestic),Machinery,False,0,0.0,0.37131757850437036,0.28363636363636363,0.38330046022353714,0.707647628267183,0.6527687296416937,0.8896418199419167,1.0,0.0,0.0,0.0
6855,6855.T,JAPAN ELECTRONIC MATERIALS CORPORATION,Standard Market(Domestic),Electric Appliances,False,0,0.0,0.07769504694075753,0.12618181818181817,0.45726495726495725,0.44062600838980315,0.12052117263843654,0.9606324620845434,1.0,0.0,0.0,0.0
6643,6643.T,"Togami Electric Mfg.Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.5208805438653286,0.6869090909090909,0.41420118343195267,0.9209422394320749,0.43387622149837135,0.5808325266214908,1.0,0.0,0.0,0.0
4099,4099.T,SHIKOKU KASEI HOLDINGS CORPORATION,Prime Market (Domestic),Chemicals,False,0,0.0,0.12431207510521204,0.1149090909090909,0.38560157790927024,0.44062600838980315,0.4866449511400651,0.8693126815101646,1.0,0.0,0.0,0.0
6480,6480.T,"NIPPON THOMPSON CO.,LTD.",Prime Market (Domestic),Machinery,False,0,0.0,0.22855292975072838,0.008363636363636363,0.18178829717291256,0.21022910616327847,0.7169381107491857,0.8848015488867377,1.0,0.0,0.0,0.0
6877,6877.T,Obara Group Incorporated,Standard Market(Domestic),Electric Appliances,False,0,0.0,0.4859177727419877,0.49563636363636365,0.34023668639053256,0.44062600838980315,0.21693811074918568,0.8018715714746693,1.0,0.0,0.0,0.0
7725,7725.T,INTER ACTION Corporation,Prime Market (Domestic),Precision Instruments,False,0,0.0,0.25186144383295567,0.20581818181818182,0.41025641025641024,0.44062600838980315,0.9811074918566776,0.6879638593094547,1.0,0.0,0.0,0.0
7711,7711.T,"SUKEGAWA ELECTRIC CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,0,0.0,0.03496277112334089,0.09781818181818182,0.5111768573307035,0.9209422394320749,0.36677524429967423,0.8489835430784124,1.0,0.0,0.0,0.0
7746,7746.T,"OKAMOTO GLASS CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,0,0.0,0.010359339592101004,0.026545454545454546,0.299474030243261,0.44062600838980315,0.504885993485342,0.8941594062600839,1.0,0.0,0.0,0.0
6809,6809.T,TOA CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.6513434768533506,0.37636363636363634,0.6314924391847468,0.707647628267183,0.6876221498371335,0.7118425298483382,1.0,0.0,0.0,0.0
6454,6454.T,"MAX CO.,LTD.",Prime Market (Domestic),Machinery,False,0,0.0,0.7546131434121075,0.8898181818181818,0.6650230111768574,0.9209422394320749,0.5693811074918567,0.8076798967408841,1.0,0.0,0.0,0.0
6622,6622.T,DAIHEN CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.17028164454516023,0.13963636363636364,0.410913872452334,0.44062600838980315,0.6644951140065147,0.9399806389157793,1.0,0.0,0.0,0.0
7730,7730.T,"MANI,INC.",Prime Market (Domestic),Precision Instruments,False,0,0.0,0.11071544189057947,0.10218181818181818,0.6380670611439843,0.707647628267183,0.6553745928338762,0.814133591481123,1.0,0.0,0.0,0.0
7716,7716.T,NAKANISHI INC.,Standard Market(Domestic),Precision Instruments,False,0,0.0,0.2068630624797669,0.20872727272727273,0.5641025641025641,0.707647628267183,0.6351791530944626,0.8328493062278154,1.0,0.0,0.0,0.0
6647,6647.T,"MORIO DENKI CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.7840725153771447,0.9072727272727272,0.37705456936226167,0.21022910616327847,0.06416938110749182,0.14649887060342046,1.0,0.0,0.0,0.0
6997,6997.T,NIPPON CHEMI-CON CORPORATION,Prime Market (Domestic),Electric Appliances,False,1,0.16666666666666666,0.21786986079637424,0.5,0.19066403681788296,0.21022910616327847,0.34429967426710095,0.9283639883833494,0.0,1.0,0.0,0.0
7775,7775.T,"DAIKEN MEDICAL CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,0,0.0,0.3777921657494335,0.6341818181818182,0.6837606837606838,0.9209422394320749,0.34592833876221496,0.29138431752178123,1.0,0.0,0.0,0.0
7722,7722.T,"KOKUSAI CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,0,0.0,0.6319197151181613,0.6709090909090909,0.44115713346482577,0.9209422394320749,0.3423452768729641,0.46047111971603744,1.0,0.0,0.0,0.0
6822,6822.T,"Oi Electric Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.6526383943023633,0.9036363636363637,0.462853385930309,0.9209422394320749,0.8228013029315961,0.4782187802516941,1.0,0.0,0.0,0.0
5802,5802.T,"Sumitomo Electric Industries,Ltd.",Prime Market (Domestic),Nonferrous Metals,False,0,0.0,0.07251537714470703,0.068,0.2905982905982906,0.9209422394320749,0.6469055374592834,0.9974185221039045,1.0,0.0,0.0,0.0
6592,6592.T,"MABUCHI MOTOR CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.4917449012625445,0.7127272727272728,0.14168310322156477,0.707647628267183,0.27882736156351795,0.8993223620522749,1.0,0.0,0.0,0.0
6870,6870.T,"Fenwal Controls of Japan,Ltd.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.6021366137908708,0.6254545454545455,0.3977646285338593,0.707647628267183,0.1140065146579805,0.29170700225879315,1.0,0.0,0.0,0.0
6508,6508.T,MEIDENSHA CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.11589511168662998,0.19745454545454547,0.4612097304404997,0.9209422394320749,0.7381107491856678,0.9277186189093256,1.0,0.0,0.0,0.0
6912,6912.T,KIKUSUI HOLDINGS CORPORATION,Standard Market(Domestic),Electric Appliances,False,0,0.0,0.46617028164454516,0.5952727272727273,0.7189349112426036,0.44062600838980315,0.6899022801302932,0.29977412068409165,1.0,0.0,0.0,0.0
6998,6998.T,"Nippon Tungsten Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.7028164454516025,0.4389090909090909,0.2508218277449047,0.9209422394320749,0.5074918566775244,0.6134236850596967,1.0,0.0,0.0,0.0
6644,6644.T,"Osaki Electric Co.,Ltd.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.4991906765943671,0.35818181818181816,0.4477317554240631,0.44062600838980315,0.5592833876221499,0.8183284930622782,1.0,0.0,0.0,0.0
6861,6861.T,KEYENCE CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.03237293622531564,0.06181818181818182,0.5292570677186061,0.21022910616327847,0.3570032573289902,0.9967731526298806,1.0,0.0,0.0,0.0
6928,6928.T,"ENOMOTO Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.4839753965684688,0.04909090909090909,0.0670611439842209,0.9209422394320749,0.4009771986970684,0.6314940303323653,1.0,0.0,0.0,0.0
6134,6134.T,FUJI CORPORATION,Prime Market (Domestic),Machinery,False,0,0.0,0.10618323081903529,0.04109090909090909,0.326758711374096,0.707647628267183,0.7472312703583062,0.9541787673443046,1.0,0.0,0.0,0.0
6346,6346.T,"KIKUKAWA ENTERPRISE,INC.",Standard Market(Domestic),Machinery,False,0,0.0,0.8416963418582065,0.7283636363636363,0.23504273504273504,0.707647628267183,0.11661237785016287,0.027428202646014845,1.0,0.0,0.0,0.0
7740,7740.T,"Tamron Co.,Ltd.",Prime Market (Domestic),Precision Instruments,False,0,0.0,0.24344448041437358,0.4541818181818182,0.6666666666666666,0.44062600838980315,0.6068403908794788,0.7918683446272992,1.0,0.0,0.0,0.0
6498,6498.T,KITZ CORPORATION,Prime Market (Domestic),Machinery,False,0,0.0,0.2881191324053092,0.32436363636363635,0.49572649572649574,0.44062600838980315,0.4228013029315961,0.8447886414972572,1.0,0.0,0.0,0.0
6674,6674.T,GS Yuasa Corporation,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.31563612819682746,0.2887272727272727,0.3547008547008547,0.21022910616327847,0.39315960912052117,0.9677315262988061,1.0,0.0,0.0,0.0
6417,6417.T,"SANKYO CO.,LTD.",Prime Market (Domestic),Machinery,False,0,0.0,0.46390417610877305,0.9109090909090909,0.6387245233399079,0.07454017424975799,0.3058631921824104,0.914811229428848,1.0,0.0,0.0,0.0
6794,6794.T,"Foster Electric Company,Limited",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.6429265134347686,0.668,0.4270216962524655,0.9209422394320749,0.890228013029316,0.8105840593739916,1.0,0.0,0.0,0.0
4975,4975.T,JCU CORPORATION,Prime Market (Domestic),Chemicals,False,0,0.0,0.08125606992554224,0.21309090909090908,0.6469428007889546,0.9209422394320749,0.37915309446254075,0.8331719909648274,1.0,0.0,0.0,0.0
6654,6654.T,"FUJI ELECTRIC INDUSTRY CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.8637099384914212,0.19163636363636363,0.0973044049967127,0.44062600838980315,0.4905537459283388,0.21200387221684414,1.0,0.0,0.0,0.0
7261,7261.T,Mazda Motor Corporation,Prime Market (Domestic),Transportation Equipment,False,0,0.0,0.9362253156361282,0.9069090909090909,0.43162393162393164,0.21022910616327847,0.6859934853420195,0.9751532752500807,1.0,0.0,0.0,0.0
6853,6853.T,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.4289414049854322,0.21527272727272728,0.5082182774490467,0.707647628267183,0.20651465798045598,0.4675701839303001,1.0,0.0,0.0,0.0
6787,6787.T,"Meiko Electronics Co.,Ltd.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.015862738750404663,0.04145454545454545,0.21696252465483234,0.707647628267183,0.565472312703583,0.9899967731526299,1.0,0.0,0.0,0.0
6651,6651.T,NITTO KOGYO CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.3528650048559404,0.44545454545454544,0.5213675213675214,0.707647628267183,0.649185667752443,0.7702484672474992,1.0,0.0,0.0,0.0
6156,6156.T,A-ONE SEIMITSU INC.,Standard Market(Domestic),Machinery,False,1,0.16666666666666666,0.41858206539333115,0.5,0.017422748191978962,0.44062600838980315,0.703257328990228,0.3791545659890287,1.0,0.0,0.0,0.0
4022,4022.T,"Rasa Industries,Ltd.",Prime Market (Domestic),Chemicals,False,0,0.0,0.8562641631595985,0.9447272727272727,0.3780407626561473,0.9209422394320749,0.6925081433224756,0.9261051952242659,1.0,0.0,0.0,0.0
4966,4966.T,"C.Uyemura & Co.,Ltd.",Standard Market(Domestic),Chemicals,False,0,0.0,0.09355778569116219,0.1650909090909091,0.48685075608152534,0.44062600838980315,0.6830618892508143,0.8857696030977735,1.0,0.0,0.0,0.0
6505,6505.T,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.761735189381677,0.773090909090909,0.3504273504273504,0.707647628267183,0.17068403908794794,0.5753468860922878,1.0,0.0,0.0,0.0
6744,6744.T,NOHMI BOSAI LTD.,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.22272580123017158,0.18254545454545454,0.5460223537146615,0.707647628267183,0.3511400651465798,0.8005808325266215,1.0,0.0,0.0,0.0
6282,6282.T,OILES CORPORATION,Prime Market (Domestic),Machinery,False,0,0.0,0.5778569116218841,0.5829090909090909,0.49375410913872453,0.9209422394320749,0.5563517915309446,0.7379799935463053,1.0,0.0,0.0,0.0
6306,6306.T,"NIKKO CO.,LTD.",Prime Market (Domestic),Machinery,False,0,0.0,0.6124959533829718,0.38181818181818183,0.4086127547666009,0.9209422394320749,0.46416938110749184,0.4969344949983866,1.0,0.0,0.0,0.0
6706,6706.T,"DKK Co.,Ltd.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.6490773713175785,0.07709090909090908,0.15680473372781065,0.21022910616327847,0.11042345276872967,0.5805098418844788,1.0,1.0,0.0,0.0
6365,6365.T,DMW CORPORATION,Standard Market(Domestic),Machinery,False,0,0.0,0.6785367432826157,0.74,0.2975016436554898,0.44062600838980315,0.27394136807817593,0.26363343013875445,1.0,0.0,0.0,0.0
6850,6850.T,Chino Corporation,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.8572353512463581,0.9025454545454545,0.48356344510190663,0.9209422394320749,0.396742671009772,0.5621168118747983,1.0,0.0,0.0,0.0
6676,6676.T,BUFFALO INC.,Standard Market(Domestic),Electric Appliances,False,0,0.0,0.6992554224668177,0.9101818181818182,0.7370151216305062,0.9209422394320749,0.8644951140065147,0.6624717650855114,1.0,0.0,0.0,0.0
6969,6969.T,"MATSUO ELECTRIC CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.18841048883133701,0.45490909090909093,0.3994082840236686,0.44062600838980315,0.059934853420195444,0.5208131655372701,1.0,0.0,0.0,0.0
