code,company_name,sector,bm_raw,ep_raw,anomaly_flags,market_equity_final,gross_profitability,gross_profitability_review_flag,sloan_accruals,accruals_extreme,distress_review_flag,distress_exclusion_flag,distress_reason,avg_daily_value_60d,liquidity_flag,liquidity_exclusion_flag,gross_profitability_extreme,liquidity_review_flag,microcap_flag,one_time_profit_suspected
6278,UNION TOOL CO.,Machinery,0.1804780932235105,0.0137933831091845,,443256012800.0,0.1640053023350668,False,-0.015009643669119787,False,False,False,,5832879450.0,pass,False,False,False,False,False
9503,"The Kansai Electric Power Company,Incorporated",Electric Power and Gas,1.2188312850108118,0.1769487958063141,,2549534162944.0,,False,-0.01015563447257252,False,False,False,,10170685626.666666,pass,False,False,False,False,False
6941,"YAMAICHI ELECTRONICS CO.,LTD.",Electric Appliances,0.2132620550405995,0.0281703330106701,,186045759488.0,0.3277803637892563,False,-0.07209087102378813,False,False,False,,3975964583.3333335,pass,False,False,False,False,False
6871,"MICRONICS JAPAN CO.,LTD.",Electric Appliances,0.1175132493174806,0.0214613081589773,,562081300480.0,0.3413648940682245,False,-0.009384636010189034,False,False,False,,12744986383.333334,pass,False,False,False,False,False
6264,"Marumae Co.,Ltd.",Machinery,0.28777957195989,0.0478714897730319,,28325565100.0,0.1395633778363484,False,-0.0923344529760236,False,False,False,,1848958473.3333333,pass,False,False,False,False,False
6920,Lasertec Corporation,Electric Appliances,0.0610169935927361,0.0246079587499395,,3440025272320.0,0.44980446054471923,False,0.0225599070710231,False,False,False,,170069025650.0,pass,False,False,False,False,False
5985,SUNCALL CORPORATION,Metal Products,0.5206857952483901,,,51071107072.0,0.15309399870259324,False,-0.04623795476892822,False,False,True,two_year_net_loss,4600344573.333333,pass,False,False,False,False,False
2153,E・J Holdings Inc.,Services,1.1683039330293012,0.109889804055233,,29147381120.0,0.2740189575282152,False,-0.019949911167241048,False,False,False,,114817305.0,pass,False,False,False,False,False
6648,KAWADEN CORPORATION,Electric Appliances,3.203906598028923,0.3544637115342725,,5538332800.0,0.3153164610373536,False,0.0177810487014362,False,False,False,,162615866.66666666,pass,False,False,False,False,False
6327,"KITAGAWA SEIKI CO.,LTD.",Machinery,0.1251903641282876,0.0097311795189204,,40559112000.0,0.15860348128659757,False,0.008379672148367394,False,False,False,,1635228620.0,pass,False,False,False,False,False
4368,"FUSO CHEMICAL CO.,LTD.",Chemicals,0.6594766442037818,0.0736668006654409,,157775075000.0,0.18353903809648128,False,-0.08050182585701394,False,False,False,,2355934975.1916504,pass,False,False,False,False,False
6745,HOCHIKI CORPORATION,Electric Appliances,1.2254997659566285,0.1588247366139235,,48405558000.0,0.41439964307623667,False,-0.047870637207813004,False,False,False,,705398966.8503824,pass,False,False,False,False,False
9502,"Chubu Electric Power Company,Incorporated",Electric Power and Gas,1.3340947932095752,0.0976056164418323,,2142673829888.0,,False,-0.00985843362866866,False,False,False,,8361451579.166667,pass,False,False,False,False,False
6695,"Castrico Co.,Ltd.",Electric Appliances,4.3441902237926975,0.2343669022379269,,339600000.0,0.3326533251810742,False,,False,False,False,,0.0,exclude,True,False,False,True,False
1662,"Japan Petroleum Exploration Co.,Ltd.",Mining,1.2417513764926127,0.1846125181732306,,448766967808.0,0.14547724611867993,False,-0.07138483723965122,False,False,False,,7950185018.333333,pass,False,False,False,False,False
6994,SHIZUKI ELECTRIC COMPANY INC.,Electric Appliances,0.7255173173130077,0.038336101675116,,32731131888.0,0.1834253046010357,False,-0.06171374962826005,False,False,False,,528394041.6666667,pass,False,False,False,False,False
6834,"SEIKOH GIKEN Co.,Ltd.",Electric Appliances,0.1149044537905491,0.0091546024459823,,244936032256.0,0.21196513328948824,False,-0.02480471162031353,False,False,False,,10655836183.333334,pass,False,False,False,False,False
7762,"Citizen Watch Co.,Ltd.",Precision Instruments,0.4683332533859975,0.0423322042568875,,564015042900.0,0.3237861928230402,False,-0.02861382171054769,False,False,False,,2374966998.3333335,pass,False,False,False,False,False
6492,OKANO VALVE MFG.CO.LTD.,Machinery,0.4382918269037628,0.0301300522619451,,27381300000.0,0.16876331889736715,False,0.008832632054804048,False,False,False,,936786283.3333334,pass,False,False,False,False,False
6914,"OPTEX GROUP Company,Limited",Electric Appliances,0.3598865870372973,0.0422962401442434,,156018595920.0,0.4400118051634759,False,-0.03729683042374434,False,False,False,,650260945.0,pass,False,False,False,False,False
7999,"MUTOH HOLDINGS CO.,LTD.",Electric Appliances,0.711222831024803,0.0422617370735759,,34593940080.0,0.25427293363599945,False,0.004773839360305526,False,False,False,,105031466.66666667,pass,False,False,False,False,False
6741,"Nippon Signal Company,Limited",Electric Appliances,1.0348167608821128,0.0857414704089785,,99170214360.0,0.15446944177093358,False,0.016408523986909375,False,False,False,,286578320.0,pass,False,False,False,False,False
6929,"NIPPON CERAMIC CO.,LTD.",Electric Appliances,0.5939645483094717,0.0862036203174327,,84242401575.0,0.15207863872673397,False,0.04139277805868917,False,False,False,,466737675.0,pass,False,False,False,False,False
6785,"SUZUKI CO.,LTD.",Electric Appliances,0.5684164974464275,0.0646415609144579,,49086918000.0,0.174122847246066,False,-0.060590497480915224,False,False,False,,185626705.0,pass,False,False,False,False,False
6824,"NEW COSMOS ELECTRIC CO.,LTD.",Electric Appliances,0.9632949384378446,0.071556591997554,,53214105000.0,0.29051658865280733,False,-0.016106429404286526,False,False,False,,72165825.0,pass,False,False,False,False,False
6703,"Oki Electric Industry Company,Limited",Electric Appliances,0.4843886872987587,0.0456620547860828,,300884400940.0,0.275841008358376,False,-0.061177136118049195,False,False,False,,2528427016.6666665,pass,False,False,False,False,False
6248,"Yokota Manufacturing Co., Ltd.",Machinery,0.929914140765411,0.1017738651921581,,3138998400.0,0.3002051008529735,False,-0.041218841508423844,False,False,False,,8235570.0,review,False,False,True,False,False
3723,NIHON FALCOM CORPORATION,Information & Communication,0.4504572455379195,0.0374241697689237,,24147015300.0,0.20027837657739478,False,-0.009865546687143945,False,False,False,,35234886.666666664,pass,False,False,False,False,False
6814,"FURUNO ELECTRIC CO.,LTD.",Electric Appliances,0.4655885756400852,0.0870113123636959,,192814009400.0,0.4126793242975581,False,-0.034702113763435176,False,False,False,,2906114066.6666665,pass,False,False,False,False,False
3105,Nisshinbo Holdings Inc.,Electric Appliances,0.8368486162759706,0.0454517404375529,,378313345858.0,0.15818143161260284,False,-0.043321387222468574,False,False,False,,2026098104.1666667,pass,False,False,False,False,False
9880,INNOTECH CORPORATION,Electric Appliances,0.4553227632876693,0.0227263558122251,,57393539500.0,0.26909761211283684,False,-0.008590258851139891,False,False,False,,702919663.3333334,pass,False,False,False,False,False
6490,PILLAR Corporation,Machinery,0.3321611538101955,0.0373230444294567,,222355923180.0,0.22868798123502115,False,-0.05977957235004317,False,False,False,,1152533633.3333333,pass,False,False,False,False,False
6894,"PULSTEC INDUSTRIAL CO.,LTD.",Electric Appliances,1.329493896212372,0.1238615798431121,,2905969716.0,0.1876671301743502,False,0.04050133052579465,False,False,False,,3330735.0,review,False,False,True,False,False
6961,ENPLAS CORPORATION,Electric Appliances,0.4913362989680658,0.0354762707683111,,114414506150.0,0.27829549980087614,False,-0.0499987785314691,False,False,False,,3183918650.0,pass,False,False,False,False,False
6960,"FUKUDA DENSHI CO.,LTD.",Electric Appliances,0.5433234759518076,0.0558332378701715,,334334900000.0,0.3335246090520104,False,-0.06669377417893281,False,False,False,,515949750.0,pass,False,False,False,False,False
6419,Mars Group Holdings Corporation,Machinery,1.4243868130896205,0.1587026516418462,,54922062800.0,0.23963339412044676,False,-0.02264354153649078,False,False,False,,281123513.3333333,pass,False,False,False,False,False
7747,"ASAHI INTECC CO.,LTD.",Precision Instruments,0.1516914680088793,0.0217102989019672,,997775300000.0,0.4204993089597126,False,-0.09813384060852233,False,False,False,,3720063671.6666665,pass,False,False,False,False,False
5214,"Nippon Electric Glass Co.,Ltd.",Glass and Ceramics Products,0.9776307078586786,0.0621376869201745,,507534180352.0,0.11406974207777729,False,-0.029346057787044886,False,False,False,,4979816046.666667,pass,False,False,False,False,False
7749,"MEDIKIT CO.,LTD.",Precision Instruments,1.0840546737232457,0.0723457555675829,,41654745000.0,0.1652009120804153,False,-0.010592973932360599,False,False,False,,4741586.666666667,review,False,False,True,False,False
6866,HIOKI E.E.CORPORATION,Electric Appliances,0.2463351866539076,0.0305850357497619,,178440922700.0,0.39639200709146377,False,-0.04142628467176189,False,False,False,,739085916.6666666,pass,False,False,False,False,False
6996,NICHICON CORPORATION,Electric Appliances,0.4268733273560666,0.0385151404802524,,266622421000.0,0.1470853973891641,False,-0.0404336214297693,False,False,False,,1880553048.3333333,pass,False,False,False,False,False
6925,USHIO INC.,Electric Appliances,0.555214015039527,0.0767351629342093,,361138218000.0,0.20926391841347577,False,0.022959754272662832,False,False,False,,1485762752.5,pass,False,False,False,False,False
1948,"The Kodensha,Co.,Ltd.",Construction,0.2189493914178073,0.0278657412003406,,100087056000.0,0.24467415730337078,False,0.05085183665405249,False,False,False,,492083900.0,pass,False,False,False,False,False
5187,"CREATE MEDIC CO.,LTD.",Precision Instruments,1.7739277281808,0.0775218986416808,,9206869446.0,0.297560774610689,False,0.009137082310175914,False,False,False,,14786746.666666666,pass,False,False,False,False,False
5706,"Mitsui Kinzoku Company,Limited",Nonferrous Metals,0.1106563774033437,0.0219149985818431,,3080310489088.0,0.22834314166555209,False,-0.01415705677377125,False,False,False,,90496849483.33333,pass,False,False,False,False,False
6136,OSG Corporation,Machinery,0.6850432588906018,0.052264245289012,,282985048731.0,0.21171017588101335,False,-0.03796739105528987,False,False,False,,1433408844.1666667,pass,False,False,False,False,False
6855,JAPAN ELECTRONIC MATERIALS CORPORATION,Electric Appliances,0.2547755177071815,0.0315252073569035,,109563117568.0,0.23728643468225494,False,0.04429972664415501,False,False,False,,5397408550.0,pass,False,False,False,False,False
6643,"Togami Electric Mfg.Co.,Ltd.",Electric Appliances,0.9087415112061704,0.097049177847754,,24927454860.0,0.22139145103633107,False,-0.012322614652074017,False,False,False,,118562650.0,pass,False,False,False,False,False
4099,SHIKOKU KASEI HOLDINGS CORPORATION,Chemicals,0.3335200214465061,0.029883145718037,,283638144390.0,0.21225320803584413,False,-0.017878171501980514,False,False,False,,1080196783.3333333,pass,False,False,False,False,False
6480,"NIPPON THOMPSON CO.,LTD.",Machinery,0.4813868584110257,0.0062249123709323,,157110645375.0,0.1418958115790695,False,-0.04561960867698132,False,False,False,,1314794431.6666667,pass,False,False,False,False,False
6877,Obara Group Incorporated,Electric Appliances,0.856939046126319,0.0728041152989016,,95928643200.0,0.19604160647211788,False,0.018315268913886962,False,False,False,,517147733.3333333,pass,False,False,False,False,False
7725,INTER ACTION Corporation,Precision Instruments,0.5140364942905123,0.0427857177320468,,22887684300.0,0.21997508139917615,False,-0.18912020439418498,False,False,False,,230083373.33333334,pass,False,False,False,False,False
7711,"SUKEGAWA ELECTRIC CO.,LTD.",Precision Instruments,0.1679424460016583,0.0272833870995215,,29118672000.0,0.2632579170650729,False,-0.004445617290641641,False,False,False,,822185566.6666666,pass,False,False,False,False,False
7746,"OKAMOTO GLASS CO.,LTD.",Precision Instruments,0.0974660602049721,0.0111906931655504,,18504215685.0,0.18140326425347406,False,-0.019563678517276577,False,False,False,,1525234536.6666667,pass,False,False,False,False,False
6809,TOA CORPORATION,Electric Appliances,1.139273048934797,0.0612901429170604,,46157503725.0,0.327597260673175,False,-0.04184037671335593,False,False,False,,263924000.0,pass,False,False,False,False,False
6454,"MAX CO.,LTD.",Machinery,1.4066745456714502,0.148993358945584,,75379198640.0,0.3522963462294661,False,-0.02725634113864441,False,False,False,,539091076.6666666,pass,False,False,False,False,False
6622,DAIHEN CORPORATION,Electric Appliances,0.404190661338748,0.0340734691967204,,379239340890.0,0.22002935562339354,False,-0.03912090858733581,False,False,False,,3054266466.6666665,pass,False,False,False,False,False
7730,"MANI,INC.",Precision Instruments,0.3101835251339791,0.0278789322453833,,172675192781.0,0.3331263903978478,False,-0.03825848355388837,False,False,False,,575694746.6666666,pass,False,False,False,False,False
7716,NAKANISHI INC.,Precision Instruments,0.4496397432854494,0.0433044433603373,,253701864000.0,0.28759715177496004,False,-0.03556547651056701,False,False,False,,688632315.0,pass,False,False,False,False,False
6647,"MORIO DENKI CO.,LTD.",Electric Appliances,1.4862982062796335,0.1630004779337212,,3488977500.0,0.209397821745732,False,0.07715215074345635,False,False,False,,5372728.333333333,review,False,False,True,False,False
6997,NIPPON CHEMI-CON CORPORATION,Electric Appliances,0.4659198611634442,,,123074813460.0,0.14584332091799732,False,-0.00195457403098119,False,True,True,two_year_net_loss;two_year_ocf_loss,2509765510.0,pass,False,False,False,False,False
7775,"DAIKEN MEDICAL CO.,LTD.",Precision Instruments,0.6924241547106602,0.0903230706684094,,12152155500.0,0.366420002935316,False,-0.0020992097450638304,False,False,False,,16527721.666666666,pass,False,False,False,False,False
7722,"KOKUSAI CO.,LTD.",Precision Instruments,1.0987270592807843,0.0947292079341069,,10559172000.0,0.2317952799560965,False,-0.0015433958325173538,False,False,False,,54644238.333333336,pass,False,False,False,False,False
6822,"Oi Electric Co.,Ltd.",Electric Appliances,1.14179362347138,0.1605278234508272,,7784800000.0,0.2393845218390028,False,-0.06311727493059271,False,False,False,,61122391.666666664,pass,False,False,False,False,False
5802,"Sumitomo Electric Industries,Ltd.",Nonferrous Metals,0.2461671769638116,0.0215797825423729,,10279343620096.0,0.17890918020303692,False,-0.037314008506899886,False,False,False,,83977180426.66667,pass,False,False,False,False,False
6592,"MABUCHI MOTOR CO.,LTD.",Electric Appliances,0.8661557196375197,0.1011028113247471,,385884422884.0,0.1275428907844806,False,0.007713872395643458,False,False,False,,1653026941.6666667,pass,False,False,False,False,False
6870,"Fenwal Controls of Japan,Ltd.",Electric Appliances,1.0438297328296378,0.0891082362265184,,13994486400.0,0.2164850118172081,False,0.04668599234682008,False,False,False,,16554598.333333334,pass,False,False,False,False,False
6508,MEIDENSHA CORPORATION,Electric Appliances,0.3163278737869062,0.0419821976334913,,449571510400.0,0.23902949198323115,False,-0.04904353279083732,False,False,False,,2498441766.6666665,pass,False,False,False,False,False
6912,KIKUSUI HOLDINGS CORPORATION,Electric Appliances,0.8255452236445029,0.0845320245050139,,17034065000.0,0.3988522015353797,False,-0.04205248479359136,False,False,False,,17595786.666666668,pass,False,False,False,False,False
6998,"Nippon Tungsten Co.,Ltd.",Electric Appliances,1.2629702612414828,0.0679589187773017,,9947185920.0,0.16605228832303068,False,-0.019787172850158182,False,False,False,,143292433.33333334,pass,False,False,False,False,False
6644,"Osaki Electric Co.,Ltd.",Electric Appliances,0.8760069513067674,0.0596607989507505,,72308786940.0,0.2332235631211883,False,-0.026254881368720496,False,False,False,,601225355.0,pass,False,False,False,False,False
6861,KEYENCE CORPORATION,Electric Appliances,0.1597786343757677,0.0204907980518601,,19455367184384.0,0.2698812850690619,False,-0.0034748871764958707,False,False,False,,57849066450.0,pass,False,False,False,False,False
6928,"ENOMOTO Co.,Ltd.",Electric Appliances,0.8533257700711733,0.017451473165119,,25667231400.0,0.09584581061155299,False,-0.008713888954237322,False,False,False,,157416883.33333334,pass,False,False,False,False,False
6134,FUJI CORPORATION,Machinery,0.3034992505130406,0.0151553937480103,,720535552000.0,0.1909050346106456,False,-0.05045373223538344,False,False,False,,4464392523.333333,pass,False,False,False,False,False
6346,"KIKUKAWA ENTERPRISE,INC.",Machinery,1.7023647412875764,0.1030702702403121,,7217280000.0,0.16115187337707937,False,0.045841255649599635,False,False,False,,1680150.0,exclude,True,False,False,False,False
7740,"Tamron Co.,Ltd.",Precision Instruments,0.5047780484733864,0.0691028462955325,,170195594400.0,0.35283744789996796,False,-0.032031887816356915,False,False,False,,476014856.6666667,pass,False,False,False,False,False
6498,KITZ CORPORATION,Machinery,0.5733718465648981,0.0560352634421509,,208922012334.0,0.2547728197477282,False,-0.010803658779304294,False,False,False,,771858006.6666666,pass,False,False,False,False,False
6674,GS Yuasa Corporation,Electric Appliances,0.6081164812614117,0.0527259185465548,,642947547136.0,0.20105717143936183,False,-0.007991700243112972,False,False,False,,6837601991.666667,pass,False,False,False,False,False
6417,"SANKYO CO.,LTD.",Machinery,0.8237260682202047,0.1675610369474735,,352934077500.0,0.33360557632852106,False,0.003504932986444624,False,False,False,,2076866637.5,pass,False,False,False,False,False
6794,"Foster Electric Company,Limited",Electric Appliances,1.1159323840996305,0.0943325013693799,,61590649200.0,0.22581581262988412,False,-0.0860893340268069,False,False,False,,557762190.0,pass,False,False,False,False,False
4975,JCU CORPORATION,Chemicals,0.2582184968441354,0.0437991372712474,,185164880070.0,0.33920040276262925,False,-0.00606326794242849,False,False,False,,690168716.6666666,pass,False,False,False,False,False
6654,"FUJI ELECTRIC INDUSTRY CO.,LTD.",Electric Appliances,1.8351909367056785,0.0414834795151218,,5689445600.0,0.10926773409737182,False,-0.018309169565182012,False,False,False,,8569355.0,review,False,False,True,False,False
7261,Mazda Motor Corporation,Transportation Equipment,2.5609190009374183,0.1628279785698918,,706788851712.0,0.2279626242047051,False,-0.04157340572749533,False,False,False,,8166730167.29655,pass,False,False,False,False,False
6853,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.",Electric Appliances,0.7606306977757273,0.0441476667035257,,23947064000.0,0.2620378075877974,False,0.020642084811353434,False,False,False,,57739528.333333336,pass,False,False,False,False,False
6787,"Meiko Electronics Co.,Ltd.",Electric Appliances,0.1168374268716597,0.015256933489508,,989451780096.0,0.15514927876551493,False,-0.026973676093813615,False,False,False,,17151093200.0,pass,False,False,False,False,False
6651,NITTO KOGYO CORPORATION,Electric Appliances,0.6587840120634483,0.0684019860946684,,176851590000.0,0.2679683983928078,False,-0.037685944698469226,False,False,False,,402120600.0,pass,False,False,False,False,False
6156,A-ONE SEIMITSU INC.,Machinery,0.7451353700875992,,,10045620300.0,0.0516880744646396,False,-0.043836582457569426,False,False,False,,32737273.333333332,pass,False,False,False,False,False
4022,"Rasa Industries,Ltd.",Chemicals,1.7852927535571048,0.2005148190762024,,15614806000.0,0.21015314804310833,False,-0.042302104013930635,False,False,False,,2427613683.3333335,pass,False,False,False,False,False
4966,"C.Uyemura & Co.,Ltd.",Chemicals,0.2823445456174973,0.0374570629871275,,375849970000.0,0.249601255087646,False,-0.04120912736529885,False,False,False,,1321243000.0,pass,False,False,False,False,False
6505,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Electric Appliances,1.428785021478706,0.1110262744461086,,19166634300.0,0.19926705506483744,False,0.029123991531727414,False,False,False,,114870116.66666667,pass,False,False,False,False,False
6744,NOHMI BOSAI LTD.,Electric Appliances,0.470265288228328,0.0401369235465506,,276503503990.0,0.2783667012230565,False,-0.002768511724554664,False,False,False,,513833116.6666667,pass,False,False,False,False,False
6282,OILES CORPORATION,Machinery,1.0076259780538703,0.0829897560655737,,76262424425.0,0.25369265539143754,False,-0.025939841643847248,False,False,False,,320586861.6666667,pass,False,False,False,False,False
6306,"NIKKO CO.,LTD.",Machinery,1.0639181064799286,0.0618463968726324,,32483703200.0,0.21956845821890938,False,-0.015640630706448385,False,False,False,,68182170.0,pass,False,False,False,False,False
6706,"DKK Co.,Ltd.",Electric Appliances,1.1362522004035078,0.0237924908969608,,32657362500.0,0.13229968311453147,False,0.04803562025994661,False,True,False,two_year_ocf_loss,118196791.66666667,pass,False,False,False,False,False
6365,DMW CORPORATION,Machinery,1.2103049442239904,0.1055048435029608,,22994205000.0,0.18102745311225876,False,0.00818560933727551,False,False,False,,13054350.0,pass,False,False,False,False,False
6850,Chino Corporation,Electric Appliances,1.7894848890007036,0.1598405389607946,,13988941820.0,0.24800741427247452,False,-0.008264351571438186,False,False,False,,105882811.66666667,pass,False,False,False,False,False
6676,BUFFALO INC.,Electric Appliances,1.2518549409299973,0.1669436413443516,,35976213000.0,0.41612667942199344,False,-0.07599912835040314,False,False,False,,192503180.0,pass,False,False,False,False,False
6969,"MATSUO ELECTRIC CO.,LTD.",Electric Appliances,0.4240210020307929,0.0691479533297493,,6507408800.0,0.21687022761815486,False,0.08107337169913573,False,False,False,,78829205.0,pass,False,False,False,False,False
6743,"Daido Signal Co.,Ltd.",Electric Appliances,2.1327680746723243,0.1234776994040355,,13557687000.0,0.13297174387831606,False,0.048277829825976316,False,False,False,,22156511.666666668,pass,False,False,False,False,False
6143,"Sodick Co.,Ltd.",Machinery,0.8929946065974429,0.0444959560908342,,101447421217.0,0.1811683098365394,False,-0.01751316979726494,False,False,False,,784301170.0,pass,False,False,False,False,False
6384,"SHOWA SHINKU CO.,LTD.",Machinery,1.0713128197995276,0.051940565893367,,10818730800.0,0.17329964749470259,False,0.02572773302734032,False,False,False,,38555286.666666664,pass,False,False,False,False,False
6265,CONVUM Ltd.,Machinery,1.2074128795669408,0.0497005558350487,,5003103000.0,0.15728465042556847,False,-0.028268611817646304,False,False,False,,5922963.333333333,review,False,False,True,False,False
6848,DKK-TOA CORPORATION,Electric Appliances,1.2916019118550892,0.0679418314872447,,16970399160.0,0.21997696576274736,False,-0.023710482529118136,False,False,False,,3588115.0,review,False,False,True,False,False
6403,"SUIDO KIKO KAISHA,LTD.",Machinery,0.5920713564166067,0.0248393072499401,,17190495520.0,0.23277681826904625,False,-0.09634809634809635,False,False,False,,22949025.0,pass,False,False,False,False,False
6678,"Techno Medica Co.,Ltd.",Electric Appliances,1.189878289869373,0.0734906442580834,,13669535900.0,0.2747347649634994,False,0.0015293239729900852,False,False,False,,27208198.333333332,pass,False,False,False,False,False
4732,"USS Co.,Ltd.",Services,0.2560570641298701,0.0454184873050134,,836399498400.0,0.233476447409179,False,-0.0006056924336829505,False,False,False,,2247686507.5,pass,False,False,False,False,False
6823,"RION CO.,LTD.",Electric Appliances,0.7010244674396338,0.0739166510713826,,44842616000.0,0.3593589092580891,False,-0.003213282911908105,False,False,False,,241048556.66666666,pass,False,False,False,False,False
6675,"SAXA,Inc.",Electric Appliances,2.7866595192696706,0.6279132683518839,extreme_high_ep_top1pct;extreme_high_ep_top1pct,11039741234.0,0.29681658297015684,False,0.08456781577368591,False,False,False,,112361550.2709961,pass,False,False,False,False,True
6863,NIRECO CORPORATION,Electric Appliances,0.8575390119360582,0.0806301254847625,,19443142257.0,0.23248893177188742,False,0.013932164498353302,False,False,False,,54529948.333333336,pass,False,False,False,False,False
6859,ESPEC CORP.,Electric Appliances,0.6510720568761592,0.0689394732582079,,87076383330.0,0.3162550924888262,False,0.020222998143845487,False,False,False,,315088283.3333333,pass,False,False,False,False,False
4186,"TOKYO OHKA KOGYO CO.,LTD.",Chemicals,0.1892166336627397,0.0306027735978086,,1280537526272.0,0.2667525619460053,False,0.012941858844953679,False,False,False,,10657716856.666666,pass,False,False,False,False,False
6161,ESTIC CORPORATION,Machinery,1.0286386111887635,0.1189105942218289,,10276552800.0,0.3038485540468673,False,-0.07346443052379605,False,False,False,,11086126.666666666,pass,False,False,False,False,False
6670,"MCJ Co.,Ltd.",Electric Appliances,0.4175065449999248,0.0656466804519441,,214420590700.0,0.3851112667869014,False,-0.027547085430486958,False,False,False,,1258634811.6666667,pass,False,False,False,False,False
6144,"Seibu Electric & Machinery Co.,Ltd.",Machinery,0.7327544802960859,0.0559191085502306,,42024990400.0,0.20141776733963931,False,0.037477470011808824,False,False,False,,27735658.333333332,pass,False,False,False,False,False
7713,"SIGMA KOKI CO.,LTD.",Precision Instruments,1.0795888777250962,0.0603981462247179,,16459097872.0,0.21267558048627289,False,0.02975292800952903,False,False,False,,171083445.0,pass,False,False,False,False,False
6858,"ONO SOKKI Co.,Ltd.",Electric Appliances,1.900658010252953,0.0510566447372653,,8735395800.0,0.2816416471560391,False,-0.006869024412884062,False,False,False,,70772015.0,pass,False,False,False,False,False
6963,ROHM COMPANY LIMITED,Electric Appliances,0.4447310580563182,,,2000433709056.0,0.05154414495077268,False,-0.09173115074781685,False,True,False,operating_income_negative,21982562685.833332,pass,False,False,False,False,False
4972,"Soken Chemical & Engineering Co.,Ltd.",Chemicals,0.6639747347138842,0.0764997703799079,,57235845000.0,0.2915678345011481,False,-0.029553274444961922,False,False,False,,220640216.66666666,pass,False,False,False,False,False
