code,ticker,company_name,sector_33,total_assets,doc_id,gross_profit,revenue,cost_of_sales,gp_method,gp_tag,revenue_tag,cost_tag,gross_profitability,gross_profitability_available,gross_profitability_review_flag
7368,7368.T,"HYOJITO Co.,Ltd.",Services,14461382000.0,S100W9NG,5680333000.0,10020947000.0,4340614000.0,direct_gross_profit,GrossProfit,Revenue,CostOfSales,0.3927932337310501,True,False
4691,4691.T,WASHINGTON HOTEL CORPORATION,Services,33545550000.0,S100W6WI,2982663000.0,21347826000.0,18365162000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.08891382016392636,True,False
4093,4093.T,"Toho Acetylene Co.,Ltd.",Chemicals,33642006000.0,S100W44P,10974034000.0,34804369000.0,23830335000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3262003460792439,True,False
5355,5355.T,"Nippon Crucible Co.,Ltd.",Glass and Ceramics Products,11245112000.0,S100W355,2788894000.0,9784442000.0,6995547000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2480094462376186,True,False
9950,9950.T,"HACHI-BAN CO.,LTD.",Retail Trade,5553167000.0,S100VXEA,3743747000.0,8233449000.0,4489702000.0,direct_gross_profit,OperatingGrossProfit,OperatingRevenue1,CostOfSales,0.674164310203529,True,False
6090,6090.T,"Human Metabolome Technologies,Inc.",Services,2374607000.0,S100WPSX,921713000.0,1455004000.0,533290000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3881539134686287,True,False
9247,9247.T,TRE HOLDINGS CORPORATION,Services,173374000000.0,S100W1H5,36244000000.0,118678000000.0,82434000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.20905095343015678,True,False
4544,4544.T,"H.U. Group Holdings,Inc.",Services,279582000000.0,S100VXAH,67198000000.0,243025000000.0,175827000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.24035166784700016,True,False
4718,4718.T,"WASEDA ACADEMY CO.,LTD.",Services,24485065000.0,S100W4PN,10916513000.0,35069991000.0,24153478000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.44584374188918835,True,False
5280,5280.T,"Yoshicon Co.,Ltd.",Real Estate,44312349000.0,S100W78E,7863044000.0,27474927000.0,19611882000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.17744588534451197,True,False
9042,9042.T,"Hankyu Hanshin Holdings,Inc.",Land Transportation,3283453000000.0,S100VXO3,,1106854000000.0,,unavailable,,OperatingRevenue1,,,False,False
7226,7226.T,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",Transportation Equipment,187748000000.0,S100W3V6,24752000000.0,140449000000.0,115697000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.131836291198841,True,False
9612,9612.T,"LUCKLAND CO.,LTD.",Services,29740000000.0,S100XUUG,9750000000.0,56574000000.0,46823000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3278412911903161,True,False
6233,6233.T,KLASS Corporation,Machinery,9779325000.0,S100XBSH,3068966000.0,9569361000.0,6500395000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3138218639834549,True,False
2573,2573.T,"HOKKAIDO COCA-COLA BOTTLING CO.,LTD.",Foods,54250000000.0,S100XRTE,18776000000.0,59086000000.0,40309000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.34610138248847927,True,False
4722,4722.T,Future Corporation,Information & Communication,97491000000.0,S100XTFP,36987000000.0,75993000000.0,39006000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3793888666646152,True,False
3636,3636.T,"Mitsubishi Research Institute,Inc.",Information & Communication,128411000000.0,S100X9BV,28739000000.0,121458000000.0,92718000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.22380481422931056,True,False
7443,7443.T,"YOKOHAMA GYORUI CO.,LTD.",Wholesale Trade,5408410000.0,S100W4AC,1820043000.0,20204963000.0,18384919000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.336520899857814,True,False
4792,4792.T,"YAMADA Consulting Group Co.,Ltd.",Services,23470528000.0,S100W1KY,19423533000.0,22761078000.0,3337545000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.8275711990799696,True,False
2597,2597.T,UNICAFE INC.,Foods,15507572000.0,S100XTDG,2962542000.0,16056227000.0,13093684000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.19103841658771598,True,False
1950,1950.T,"NIPPON DENSETSU KOGYO CO.,LTD.",Construction,296388000000.0,S100VYY8,34309000000.0,216922000000.0,182612000000.0,direct_gross_profit,GrossProfitOnCompletedConstructionContractsCNS,NetSalesOfCompletedConstructionContractsCNS,CostOfSalesOfCompletedConstructionContractsCNS,0.11575704819358408,True,False
4812,4812.T,DENTSU SOKEN INC.,Information & Communication,165055000000.0,S100XRJK,60376000000.0,164865000000.0,104489000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.36579322044167095,True,False
1434,1434.T,"JESCO Holdings,Inc.",Construction,17647633000.0,S100X6GM,3141134000.0,19067640000.0,15926506000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.17799180207339987,True,False
4409,4409.T,"TOHO CHEMICAL INDUSTRY COMPANY,LIMITED",Chemicals,67862000000.0,S100W3CH,8174000000.0,53613000000.0,45438000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.12045032566090007,True,False
9697,9697.T,"CAPCOM CO.,LTD.",Information & Communication,312982000000.0,S100W1FF,98757000000.0,169604000000.0,70846000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3155357177090056,True,False
9644,9644.T,"TANABE CONSULTING GROUP CO.,LTD.",Services,14328671000.0,S100W415,6612080000.0,14543581000.0,7931500000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.4614580096088465,True,False
4967,4967.T,"KOBAYASHI PHARMACEUTICAL CO.,LTD.",Chemicals,275329000000.0,S100XSXS,84711000000.0,165742000000.0,81030000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.30767191251194026,True,False
9466,9466.T,Aidma Marketing Communication Corporation,Information & Communication,4546769000.0,S100W7R1,1392142000.0,5586340000.0,4194197000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3061826980873671,True,False
9072,9072.T,"NIKKON Holdings Co.,Ltd.",Land Transportation,428759000000.0,S100W5BJ,38803000000.0,247890000000.0,209086000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.09050072418304922,True,False
6564,6564.T,"MIDAC HOLDINGS CO.,LTD.",Services,28492911000.0,S100W9T0,6824322000.0,10905457000.0,4081134000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.23950946956595626,True,False
5753,5753.T,"NIPPON SHINDO CO.,LTD.",Nonferrous Metals,16474000000.0,S100W1OZ,2682000000.0,26122000000.0,23439000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.16280199101614665,True,False
4914,4914.T,TAKASAGO INTERNATIONAL CORPORATION,Chemicals,287691000000.0,S100W3K4,77397000000.0,229207000000.0,151810000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.26902822820317635,True,False
7297,7297.T,"CAR MATE MFG. CO.,LTD.",Transportation Equipment,20332097000.0,S100W70U,5798740000.0,15523458000.0,9724718000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2852012755988721,True,False
2114,2114.T,Fuji Nihon Corporation,Foods,33761992000.0,S100W0KQ,7604389000.0,28209627000.0,20605237000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.22523519939226336,True,False
9508,9508.T,"Kyushu Electric Power Company,Incorporated",Electric Power and Gas,7723347000000.0,S100W361,,2356833000000.0,,unavailable,,OperatingRevenue1,,,False,False
5929,5929.T,Sanwa Holdings Corporation,Metal Products,534609000000.0,S100W1GE,218258000000.0,662380000000.0,444121000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.4082572496908956,True,False
9020,9020.T,East Japan Railway Company,Land Transportation,11278758000000.0,S100VYOS,,2887553000000.0,,unavailable,,OperatingRevenue1,,,False,False
7908,7908.T,"KIMOTO CO.,LTD.",Chemicals,23245000000.0,S100Y5JR,4107000000.0,10546000000.0,6438000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.17668315766831577,True,False
1926,1926.T,"RAITO KOGYO CO.,LTD.",Construction,122209000000.0,S100W576,25097000000.0,121457000000.0,96360000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.20536130726869542,True,False
5816,5816.T,"Onamba Co.,Ltd.",Nonferrous Metals,48269196000.0,S100XV82,9150326000.0,44441960000.0,35291634000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.18956864332275183,True,False
1450,1450.T,TANAKEN Inc.,Construction,11383251000.0,S100W14I,3310153000.0,12286088000.0,8975934000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.29079153222572357,True,False
1414,1414.T,"SHO-BOND Holdings Co.,Ltd.",Construction,129155000000.0,S100WQS8,26503000000.0,90712000000.0,64208000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.20520305059811855,True,False
6125,6125.T,"OKAMOTO MACHINE TOOL WORKS,LTD.",Machinery,66804000000.0,S100W4PC,12828000000.0,43734000000.0,30906000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.19202442967486977,True,False
2816,2816.T,"DAISHO CO.,LTD.",Foods,18705000000.0,S100W5WN,9700000000.0,26241000000.0,16541000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.5185779203421546,True,False
9376,9376.T,"EURASIA TRAVEL Co.,Ltd.",Services,3219014000.0,S100XCUO,902605000.0,4787696000.0,,direct_gross_profit,OperatingGrossProfit,OperatingRevenue1,,0.28039797279539636,True,False
2911,2911.T,"ASAHIMATSU FOODS CO.,LTD.",Foods,10234410000.0,S100W83H,2287092000.0,8017567000.0,5730474000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.223470820496736,True,False
4929,4929.T,"ADJUVANT HOLDINGS CO.,LTD.",Chemicals,5292024000.0,S100VWVL,2655384000.0,4098140000.0,1442756000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.5017709670250928,True,False
1976,1976.T,"MEISEI INDUSTRIAL Co.,Ltd.",Construction,88583000000.0,S100W3LA,15739000000.0,66283000000.0,50543000000.0,direct_gross_profit,GrossProfitOnCompletedConstructionContractsCNS,NetSalesOfCompletedConstructionContractsCNS,CostOfSalesOfCompletedConstructionContractsCNS,0.1776751746949189,True,False
6707,6707.T,"Sanken Electric Co.,Ltd.",Electric Appliances,259067000000.0,S100W51U,24935000000.0,121619000000.0,96684000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.0962492328239413,True,False
3512,3512.T,Nippon Felt Company Limited,Textiles and Apparels,25264973000.0,S100W36D,2965563000.0,9699437000.0,6733874000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.11737843535395823,True,False
6315,6315.T,TOWA CORPORATION,Machinery,83228486000.0,S100W53I,19907008000.0,53479205000.0,33572197000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.23918503095202284,True,False
7021,7021.T,"NITCHITSU CO.,LTD.",Machinery,16137736000.0,S100W7EW,1225168000.0,9850916000.0,8625748000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.07591944743674081,True,False
4063,4063.T,"Shin-Etsu Chemical Co.,Ltd.",Chemicals,5636601000000.0,S100W0RG,984121000000.0,2561249000000.0,1577127000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1745947602109853,True,False
4495,4495.T,"i Cubed Systems,Inc.",Information & Communication,5046748000.0,S100WPS5,2697247000.0,3749791000.0,1052543000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.5344524830643417,True,False
2354,2354.T,YE DIGITAL Corporation,Information & Communication,14297389000.0,S100Y56T,5814567000.0,20263161000.0,14448594000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.4066873329109252,True,False
7927,7927.T,MUTO SEIKO CO.,Chemicals,31028215000.0,S100W2GU,5550535000.0,27574022000.0,22023486000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.17888670037899376,True,False
2961,2961.T,NITCHO CORPORATION,Metal Products,13269685000.0,S100XCJ8,5189583000.0,18118892000.0,12929309000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.391085621098014,True,False
2329,2329.T,TOHOKUSHINSHA FILM CORPORATION,Information & Communication,103457000000.0,S100W6AY,12467000000.0,45686000000.0,33218000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.12050417081492794,True,False
6334,6334.T,"Meiji Machine Co.,Ltd.",Machinery,6833089000.0,S100W4CK,1519427000.0,6511496000.0,4992068000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.22236312156917612,True,False
7521,7521.T,"MUSASHI CO.,LTD.",Wholesale Trade,49811000000.0,S100W80R,10677000000.0,37391000000.0,26713000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.21435024392202526,True,False
2814,2814.T,"SATO FOODS INDUSTRIES CO.,LTD.",Foods,21163602000.0,S100W18M,1633141000.0,6360686000.0,4727544000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.0771674405897446,True,False
4838,4838.T,SPACE SHOWER SKIYAKI HOLDINGS INC.,Information & Communication,15959934000.0,S100W6QW,5468550000.0,20637129000.0,15168578000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.34264239438584143,True,False
3842,3842.T,"Nextgen,Inc.",Information & Communication,3555073000.0,S100W49X,1417607000.0,3620794000.0,2203187000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3987560874277406,True,False
1878,1878.T,"DAITO TRUST CONSTRUCTION CO.,LTD.",Real Estate,1222783000000.0,S100W3QM,315856000000.0,1842357000000.0,1526501000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2583091194431064,True,False
4927,4927.T,POLA ORBIS HOLDINGS INC.,Chemicals,197906000000.0,S100XSDL,138264000000.0,170285000000.0,32021000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.6986347053651734,True,False
5724,5724.T,"Asaka Riken Co.,Ltd.",Nonferrous Metals,13806370000.0,S100XCLW,2717876000.0,8685989000.0,5968112000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1968566683349787,True,False
8157,8157.T,"TSUZUKI DENKI CO.,LTD.",Information & Communication,80063000000.0,S100W41O,22665000000.0,98263000000.0,75598000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2830895669660143,True,False
3991,3991.T,"Wantedly,Inc",Information & Communication,7308794000.0,S100X6HU,,4908830000.0,,unavailable,,OperatingRevenue1,,,False,False
3640,3640.T,"DENSAN CO.,LTD.",Information & Communication,21463555000.0,S100W5V1,6490148000.0,18740930000.0,12250782000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3023799179586047,True,False
9206,9206.T,Star Flyer Inc.,Air Transportation,24531000000.0,S100W8W7,4517000000.0,,,direct_gross_profit,OperatingGrossProfit,,,0.18413436060494884,True,False
4234,4234.T,"Sun A.Kaken Company,Limited",Chemicals,37810318000.0,S100W750,3357503000.0,29430148000.0,26072644000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.08879859196106206,True,False
7483,7483.T,"DOSHISHA CO.,LTD.",Wholesale Trade,102066000000.0,S100W245,31968000000.0,113939000000.0,81971000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.31320909999412144,True,False
8285,8285.T,"MITANI SANGYO CO.,LTD.",Wholesale Trade,93496000000.0,S100VXNG,19864000000.0,103072000000.0,83207000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.21245828698553948,True,False
3925,3925.T,Double Standard Inc.,Information & Communication,7526060000.0,S100W6AS,3875422000.0,8000645000.0,4125222000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.5149337103344911,True,False
9692,9692.T,COMPUTER ENGINEERING & CONSULTING LTD.,Information & Communication,62210000000.0,S100XZVZ,16863000000.0,65882000000.0,49019000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.27106574505706477,True,False
4645,4645.T,"ICHISHIN HOLDINGS CO.,LTD.",Services,14124624000.0,S100Y6LI,3083154000.0,18653429000.0,15570275000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.21828219993679124,True,False
3293,3293.T,"AZUMA HOUSE Co.,Ltd.",Real Estate,31903528000.0,S100W4QL,4519149000.0,13279293000.0,8760144000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.14165044693489698,True,False
9791,9791.T,BIKEN TECHNO CORPORATION,Services,40351178000.0,S100W65I,7432339000.0,34669302000.0,27236962000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.18419137602376812,True,False
7374,7374.T,Interworks Confidence Inc.,Services,6614428000.0,S100VZ6K,4203268000.0,8392191000.0,4188923000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.6354696127919149,True,False
4120,4120.T,"SUGAI CHEMICAL INDUSTRY CO.,LTD.",Chemicals,11477025000.0,S100VY2A,1437255000.0,6622426000.0,5185170000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.12522888117783137,True,False
6218,6218.T,ENSHU Limited,Machinery,29812000000.0,S100W2YL,2684000000.0,21886000000.0,19202000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.09003086005635315,True,False
4284,4284.T,"SOLXYZ Co.,Ltd.",Information & Communication,13178444000.0,S100XRPQ,4268318000.0,17359251000.0,13090933000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3238863404511185,True,False
3434,3434.T,ALPHA Corporation,Metal Products,67781000000.0,S100W33S,10269000000.0,73511000000.0,63242000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1515026334813591,True,False
8153,8153.T,"MOS FOOD SERVICES,INC.",Wholesale Trade,80576000000.0,S100W05O,45447000000.0,96185000000.0,50738000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.5640265091342335,True,False
4783,4783.T,"NCD Co.,Ltd.",Information & Communication,16095806000.0,S100VZQZ,6565001000.0,30106683000.0,23541682000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.4078702862099605,True,False
3836,3836.T,AVANT GROUP CORPORATION,Information & Communication,24373055000.0,S100WPOP,12578523000.0,28227703000.0,15649179000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.5160831500195605,True,False
7844,7844.T,Marvelous Inc.,Information & Communication,32903000000.0,S100W1QH,12930000000.0,27963000000.0,15032000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.39297328511078017,True,False
9934,9934.T,"INABA DENKISANGYO CO.,LTD.",Wholesale Trade,278983000000.0,S100W2KD,65086000000.0,384012000000.0,318926000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.23329736937376114,True,False
9470,9470.T,"GAKKEN HOLDINGS CO.,LTD.",Information & Communication,139194000000.0,S100XBI1,54953000000.0,199119000000.0,144166000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3947943158469474,True,False
4251,4251.T,KEIWA Incorporated,Chemicals,30946434000.0,S100XS6Z,8781033000.0,20473325000.0,11692291000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2837494297404347,True,False
8046,8046.T,"MARUFUJI SHEET PILING CO.,LTD.",Wholesale Trade,43969000000.0,S100VZJS,6460000000.0,35585000000.0,29124000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.14692169483044873,True,False
4960,4960.T,"CHEMIPRO KASEI KAISHA,LTD.",Chemicals,13297811000.0,S100VZNV,1462881000.0,9710828000.0,8247947000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.11000915865024702,True,False
8045,8045.T,"Yokohama Maruuo Co.,Ltd.",Wholesale Trade,25279728000.0,S100VYR9,3365497000.0,39841896000.0,36476398000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1331302694396079,True,False
9715,9715.T,transcosmos inc.,Services,228642000000.0,S100W1SJ,72244000000.0,375849000000.0,303604000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.31596994427970365,True,False
3916,3916.T,Digital Information Technologies Corporation,Information & Communication,11281843000.0,S100WQQ5,6145789000.0,24159035000.0,18013246000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.5447504454724286,True,False
3123,3123.T,"SAIBO Co.,Ltd.",Textiles and Apparels,41947893000.0,S100W5WR,2701707000.0,10297819000.0,7596111000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.06440626231214998,True,False
3986,3986.T,"bBreak Systems Company,Limited",Information & Communication,2292277000.0,S100WR2U,643694000.0,1377558000.0,733864000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.28080986721936313,True,False
6058,6058.T,VECTOR INC.,Services,47333000000.0,S100Y7IM,42649000000.0,63794000000.0,21144000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.9010415566306805,True,False
4194,4194.T,"Visional,Inc.",Information & Communication,95405000000.0,S100WW0V,72899000000.0,80161000000.0,7262000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.7641004140244222,True,False
3167,3167.T,TOKAI Holdings Corporation,Wholesale Trade,211114000000.0,S100W1KU,93739000000.0,243482000000.0,149742000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.4440207660316227,True,False
9628,9628.T,"SAN HOLDINGS,INC.",Services,82620000000.0,S100W6NE,7767000000.0,31984000000.0,,direct_gross_profit,OperatingGrossProfit,OperatingRevenue1,,0.09400871459694989,True,False
2001,2001.T,NIPPN CORPORATION,Foods,399226000000.0,S100W7OT,99590000000.0,410878000000.0,311288000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.24945770065075923,True,False
3802,3802.T,"ECOMIC CO.,LTD",Information & Communication,2011372000.0,S100W61Y,588943000.0,2121744000.0,1532800000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2928066016629445,True,False
9364,9364.T,"Kamigumi Co.,Ltd.",Warehousing and Harbor Transportation Service,491092000000.0,S100VZET,55536000000.0,279182000000.0,,direct_gross_profit,OperatingGrossProfit,OperatingRevenue1,,0.11308675360217638,True,False
4208,4208.T,UBE Corporation,Chemicals,865669000000.0,S100W048,90933000000.0,486802000000.0,395869000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.10504361366757964,True,False
4046,4046.T,"OSAKA SODA CO.,LTD.",Chemicals,153935000000.0,S100W79S,28946000000.0,96434000000.0,67487000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.18804040666515087,True,False
3671,3671.T,"SOFTMAX CO.,LTD",Information & Communication,9129108000.0,S100XURZ,1863503000.0,6928650000.0,5065147000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.20412761027692958,True,False
9033,9033.T,"Hiroshima Electric Railway Co.,Ltd.",Land Transportation,104082000000.0,S100W5O2,,33709000000.0,,unavailable,,OperatingRevenue1,,,False,False
4243,4243.T,"NIX,INC.",Chemicals,5986756000.0,S100XC1P,1891519000.0,4403000000.0,2511480000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3159505749023344,True,False
3297,3297.T,"Toubujyuhan Co.,Ltd.",Real Estate,6140476000.0,S100WKV4,2236142000.0,8185690000.0,5949547000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.36416427651537114,True,False
8944,8944.T,"LAND BUSINESS  CO.,LTD.",Real Estate,56408122000.0,S100X9MO,8800836000.0,18603111000.0,9802275000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.15602072339866235,True,False
7888,7888.T,SANKO GOSEI LTD.,Chemicals,76084000000.0,S100WLZJ,15020000000.0,91101000000.0,76080000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.19741338520582513,True,False
7228,7228.T,DAYTONA CORPORATION,Transportation Equipment,11694831000.0,S100XSX2,5534649000.0,14376961000.0,8842311000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.47325600515304583,True,False
9722,9722.T,FUJITA KANKO INC.,Services,98834000000.0,S100XS71,18025000000.0,82004000000.0,63978000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.18237651010785763,True,False
9401,9401.T,"TBS HOLDINGS,INC.",Information & Communication,1296125000000.0,S100W67H,128738000000.0,406700000000.0,277962000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.09932529655704504,True,False
4060,4060.T,rakumo Inc.,Information & Communication,4170937000.0,S100XUZC,1289044000.0,1830057000.0,541013000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3090538169241108,True,False
1435,1435.T,robot home Inc.,Real Estate,15925254000.0,S100XSYD,5646708000.0,24068206000.0,18421497000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3545756946796579,True,False
5988,5988.T,"PIOLAX,INC.",Metal Products,105464000000.0,S100W5WV,14271000000.0,63351000000.0,49079000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1353163164681787,True,False
2221,2221.T,"IWATSUKA CONFECTIONERY CO.,LTD.",Foods,91104718000.0,S100W51P,6955599000.0,24954321000.0,17998721000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.07634729740341219,True,False
9478,9478.T,"SE Holdings and Incubations Co.,Ltd.",Information & Communication,15545000000.0,S100W0HL,3541000000.0,7242000000.0,3700000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2277902862656803,True,False
2425,2425.T,"Care Service Co.,Ltd.",Services,4119351000.0,S100W0LY,1322624000.0,9862197000.0,8539572000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3210758199531917,True,False
9319,9319.T,"Chuo Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,58928392000.0,S100W0X0,3320406000.0,27840047000.0,,direct_gross_profit,OperatingGrossProfit,OperatingRevenue1,,0.056346455202782385,True,False
3091,3091.T,"BRONCO BILLY Co.,LTD.",Retail Trade,26715000000.0,S100XT8X,20304000000.0,30219000000.0,9914000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.7600224592925323,True,False
2436,2436.T,"KYODO PUBLIC RELATIONS CO.,LTD.",Services,6656470000.0,S100XUFT,3792827000.0,8554609000.0,4761781000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.5697955522972387,True,False
4997,4997.T,"NIHON NOHYAKU CO.,LTD.",Chemicals,152216000000.0,S100VYTC,33221000000.0,99966000000.0,66744000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.21824906711515216,True,False
3329,3329.T,"TOWA FOOD SERVICE CO.,LTD.",Retail Trade,9169516000.0,S100WEOL,9367056000.0,12812967000.0,3445910000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,1.0215431217961777,True,False
3633,3633.T,"GMO Pepabo,Inc.",Information & Communication,11320017000.0,S100XS5R,5964089000.0,10959103000.0,4995013000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.5268621946415805,True,False
6565,6565.T,"ABHOTEL CO.,LTD.",Services,26285579000.0,S100W5JY,4625856000.0,10679046000.0,6053189000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.17598455792052364,True,False
4694,4694.T,"BML,INC.",Services,177507000000.0,S100W2UR,45861000000.0,143191000000.0,97329000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.25836164207608714,True,False
