code,ticker,company_name,market,sector,is_financial_excluded,is_common_stock,has_price,has_fundamentals,universe_inclusion_status,exclusion_reason
6941,6941.T,"YAMAICHI ELECTRONICS CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
5857,5857.T,"ARE Holdings,Inc.",Prime Market (Domestic),Nonferrous Metals,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6871,6871.T,"MICRONICS JAPAN CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6264,6264.T,"Marumae Co.,Ltd.",Prime Market (Domestic),Machinery,False,True,True,True,included,
6920,6920.T,Lasertec Corporation,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
5985,5985.T,SUNCALL CORPORATION,Standard Market(Domestic),Metal Products,False,True,True,True,included,
2153,2153.T,E・J Holdings Inc.,Prime Market (Domestic),Services,False,True,True,True,included,
6648,6648.T,KAWADEN CORPORATION,Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6327,6327.T,"KITAGAWA SEIKI CO.,LTD.",Standard Market(Domestic),Machinery,False,True,True,True,included,
4368,4368.T,"FUSO CHEMICAL CO.,LTD.",Prime Market (Domestic),Chemicals,False,True,True,True,included,
6745,6745.T,HOCHIKI CORPORATION,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
9502,9502.T,"Chubu Electric Power Company,Incorporated",Prime Market (Domestic),Electric Power and Gas,False,True,True,True,included,
6695,6695.T,"Castrico Co.,Ltd.",PRO Market,Electric Appliances,False,True,True,True,included,
6527,6527.T,"WAKA MANUFACTURING CO.,LTD.",PRO Market,Electric Appliances,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
1662,1662.T,"Japan Petroleum Exploration Co.,Ltd.",Prime Market (Domestic),Mining,False,True,True,True,included,
6817,6817.T,SUMIDA CORPORATION,Prime Market (Domestic),Electric Appliances,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6994,6994.T,SHIZUKI ELECTRIC COMPANY INC.,Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
9432,9432.T,"NTT,Inc.",Prime Market (Domestic),Information & Communication,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6834,6834.T,"SEIKOH GIKEN Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6981,6981.T,"Murata Manufacturing Co.,Ltd.",Prime Market (Domestic),Electric Appliances,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
7762,7762.T,"Citizen Watch Co.,Ltd.",Prime Market (Domestic),Precision Instruments,False,True,True,True,included,
6101,6101.T,TSUGAMI CORPORATION,Prime Market (Domestic),Machinery,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6492,6492.T,OKANO VALVE MFG.CO.LTD.,Standard Market(Domestic),Machinery,False,True,True,True,included,
6914,6914.T,"OPTEX GROUP Company,Limited",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
7999,7999.T,"MUTOH HOLDINGS CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6741,6741.T,"Nippon Signal Company,Limited",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
4188,4188.T,Mitsubishi Chemical Group Corporation,Prime Market (Domestic),Chemicals,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6929,6929.T,"NIPPON CERAMIC CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6785,6785.T,"SUZUKI CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6824,6824.T,"NEW COSMOS ELECTRIC CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6703,6703.T,"Oki Electric Industry Company,Limited",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6168,6168.T,ONE GROUP CORP.,PRO Market,Machinery,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6248,6248.T,"Yokota Manufacturing Co., Ltd.",Standard Market(Domestic),Machinery,False,True,True,True,included,
3723,3723.T,NIHON FALCOM CORPORATION,Growth Market(Domestic),Information & Communication,False,True,True,True,included,
6814,6814.T,"FURUNO ELECTRIC CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
3105,3105.T,Nisshinbo Holdings Inc.,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
9880,9880.T,INNOTECH CORPORATION,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6490,6490.T,PILLAR Corporation,Prime Market (Domestic),Machinery,False,True,True,True,included,
6894,6894.T,"PULSTEC INDUSTRIAL CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6448,6448.T,"BROTHER INDUSTRIES,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6961,6961.T,ENPLAS CORPORATION,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6960,6960.T,"FUKUDA DENSHI CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6419,6419.T,Mars Group Holdings Corporation,Prime Market (Domestic),Machinery,False,True,True,True,included,
7747,7747.T,"ASAHI INTECC CO.,LTD.",Prime Market (Domestic),Precision Instruments,False,True,True,True,included,
5214,5214.T,"Nippon Electric Glass Co.,Ltd.",Prime Market (Domestic),Glass and Ceramics Products,False,True,True,True,included,
7749,7749.T,"MEDIKIT CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,True,True,True,included,
6857,6857.T,ADVANTEST CORPORATION,Prime Market (Domestic),Electric Appliances,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6866,6866.T,HIOKI E.E.CORPORATION,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6996,6996.T,NICHICON CORPORATION,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6925,6925.T,USHIO INC.,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
1948,1948.T,"The Kodensha,Co.,Ltd.",Standard Market(Domestic),Construction,False,True,True,True,included,
5187,5187.T,"CREATE MEDIC CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,True,True,True,included,
5706,5706.T,"Mitsui Kinzoku Company,Limited",Prime Market (Domestic),Nonferrous Metals,False,True,True,True,included,
6136,6136.T,OSG Corporation,Prime Market (Domestic),Machinery,False,True,True,True,included,
6855,6855.T,JAPAN ELECTRONIC MATERIALS CORPORATION,Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6779,6779.T,"NIHON DEMPA KOGYO CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6643,6643.T,"Togami Electric Mfg.Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
4099,4099.T,SHIKOKU KASEI HOLDINGS CORPORATION,Prime Market (Domestic),Chemicals,False,True,True,True,included,
6480,6480.T,"NIPPON THOMPSON CO.,LTD.",Prime Market (Domestic),Machinery,False,True,True,True,included,
6877,6877.T,Obara Group Incorporated,Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
7725,7725.T,INTER ACTION Corporation,Prime Market (Domestic),Precision Instruments,False,True,True,True,included,
7711,7711.T,"SUKEGAWA ELECTRIC CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,True,True,True,included,
7746,7746.T,"OKAMOTO GLASS CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,True,True,True,included,
6809,6809.T,TOA CORPORATION,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6454,6454.T,"MAX CO.,LTD.",Prime Market (Domestic),Machinery,False,True,True,True,included,
1605,1605.T,INPEX CORPORATION,Prime Market (Domestic),Mining,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6596,6596.T,"TSUKUBASEIKO Co.,Ltd.",PRO Market,Electric Appliances,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6622,6622.T,DAIHEN CORPORATION,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
7730,7730.T,"MANI,INC.",Prime Market (Domestic),Precision Instruments,False,True,True,True,included,
7716,7716.T,NAKANISHI INC.,Standard Market(Domestic),Precision Instruments,False,True,True,True,included,
6647,6647.T,"MORIO DENKI CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6997,6997.T,NIPPON CHEMI-CON CORPORATION,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
7775,7775.T,"DAIKEN MEDICAL CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,True,True,True,included,
7722,7722.T,"KOKUSAI CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,True,True,True,included,
6822,6822.T,"Oi Electric Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
5802,5802.T,"Sumitomo Electric Industries,Ltd.",Prime Market (Domestic),Nonferrous Metals,False,True,True,True,included,
6701,6701.T,NEC Corporation,Prime Market (Domestic),Electric Appliances,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6592,6592.T,"MABUCHI MOTOR CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6870,6870.T,"Fenwal Controls of Japan,Ltd.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6508,6508.T,MEIDENSHA CORPORATION,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6912,6912.T,KIKUSUI HOLDINGS CORPORATION,Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
9435,9435.T,"HIKARI TSUSHIN,INC.",Prime Market (Domestic),Information & Communication,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6998,6998.T,"Nippon Tungsten Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6644,6644.T,"Osaki Electric Co.,Ltd.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
5020,5020.T,"ENEOS Holdings,Inc.",Prime Market (Domestic),Oil and Coal Products,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6861,6861.T,KEYENCE CORPORATION,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6928,6928.T,"ENOMOTO Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6134,6134.T,FUJI CORPORATION,Prime Market (Domestic),Machinery,False,True,True,True,included,
6346,6346.T,"KIKUKAWA ENTERPRISE,INC.",Standard Market(Domestic),Machinery,False,True,True,True,included,
7740,7740.T,"Tamron Co.,Ltd.",Prime Market (Domestic),Precision Instruments,False,True,True,True,included,
6498,6498.T,KITZ CORPORATION,Prime Market (Domestic),Machinery,False,True,True,True,included,
6674,6674.T,GS Yuasa Corporation,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6417,6417.T,"SANKYO CO.,LTD.",Prime Market (Domestic),Machinery,False,True,True,True,included,
6797,6797.T,"NAGOYA ELECTRIC WORKS CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,excluded,missing_value_metrics
6794,6794.T,"Foster Electric Company,Limited",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
4975,4975.T,JCU CORPORATION,Prime Market (Domestic),Chemicals,False,True,True,True,included,
6654,6654.T,"FUJI ELECTRIC INDUSTRY CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
7261,7261.T,Mazda Motor Corporation,Prime Market (Domestic),Transportation Equipment,False,True,True,True,included,
6853,6853.T,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6787,6787.T,"Meiko Electronics Co.,Ltd.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6376,6376.T,"NIKKISO CO.,LTD.",Prime Market (Domestic),Precision Instruments,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6651,6651.T,NITTO KOGYO CORPORATION,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6156,6156.T,A-ONE SEIMITSU INC.,Standard Market(Domestic),Machinery,False,True,True,True,included,
4022,4022.T,"Rasa Industries,Ltd.",Prime Market (Domestic),Chemicals,False,True,True,True,included,
4966,4966.T,"C.Uyemura & Co.,Ltd.",Standard Market(Domestic),Chemicals,False,True,True,True,included,
6505,6505.T,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6744,6744.T,NOHMI BOSAI LTD.,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6282,6282.T,OILES CORPORATION,Prime Market (Domestic),Machinery,False,True,True,True,included,
6503,6503.T,Mitsubishi Electric Corporation,Prime Market (Domestic),Electric Appliances,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6306,6306.T,"NIKKO CO.,LTD.",Prime Market (Domestic),Machinery,False,True,True,True,included,
6706,6706.T,"DKK Co.,Ltd.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6365,6365.T,DMW CORPORATION,Standard Market(Domestic),Machinery,False,True,True,True,included,
6850,6850.T,Chino Corporation,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6676,6676.T,BUFFALO INC.,Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6969,6969.T,"MATSUO ELECTRIC CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6743,6743.T,"Daido Signal Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6806,6806.T,"HIROSE ELECTRIC CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6143,6143.T,"Sodick Co.,Ltd.",Prime Market (Domestic),Machinery,False,True,True,True,included,
6384,6384.T,"SHOWA SHINKU CO.,LTD.",Standard Market(Domestic),Machinery,False,True,True,True,included,
6265,6265.T,CONVUM Ltd.,Standard Market(Domestic),Machinery,False,True,True,True,included,
6848,6848.T,DKK-TOA CORPORATION,Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6403,6403.T,"SUIDO KIKO KAISHA,LTD.",Standard Market(Domestic),Machinery,False,True,True,True,included,
6678,6678.T,"Techno Medica Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
4732,4732.T,"USS Co.,Ltd.",Prime Market (Domestic),Services,False,True,True,True,included,
6823,6823.T,"RION CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6675,6675.T,"SAXA,Inc.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6863,6863.T,NIRECO CORPORATION,Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6752,6752.T,Panasonic Holdings Corporation,Prime Market (Domestic),Electric Appliances,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6859,6859.T,ESPEC CORP.,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
4186,4186.T,"TOKYO OHKA KOGYO CO.,LTD.",Prime Market (Domestic),Chemicals,False,True,True,True,included,
6161,6161.T,ESTIC CORPORATION,Standard Market(Domestic),Machinery,False,True,True,True,included,
6670,6670.T,"MCJ Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6144,6144.T,"Seibu Electric & Machinery Co.,Ltd.",Standard Market(Domestic),Machinery,False,True,True,True,included,
7713,7713.T,"SIGMA KOKI CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,True,True,True,included,
6858,6858.T,"ONO SOKKI Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6963,6963.T,ROHM COMPANY LIMITED,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
4972,4972.T,"Soken Chemical & Engineering Co.,Ltd.",Standard Market(Domestic),Chemicals,False,True,True,True,included,
6396,6396.T,"Unozawa-gumi Iron Works,Limited",Standard Market(Domestic),Machinery,False,True,True,True,included,
6890,6890.T,Ferrotec Corporation,Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6392,6392.T,YAMADA CORPORATION,Standard Market(Domestic),Machinery,False,True,True,True,included,
6301,6301.T,KOMATSU LTD.,Prime Market (Domestic),Machinery,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
5101,5101.T,"The Yokohama Rubber Company,Limited",Prime Market (Domestic),Rubber Products,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
7013,7013.T,IHI Corporation,Prime Market (Domestic),Machinery,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6668,6668.T,"ADTEC PLASMA TECHNOLOGY CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6402,6402.T,"KANEMATSU ENGINEERING CO.,LTD.",Standard Market(Domestic),Machinery,False,True,True,True,included,
4800,4800.T,Oricon Inc.,Standard Market(Domestic),Information & Communication,False,True,True,True,included,
6653,6653.T,"SEIKO ELECTRIC CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6488,6488.T,Yoshitake Inc.,Standard Market(Domestic),Machinery,False,True,True,True,included,
6235,6235.T,"OPTORUN CO.,LTD.",Prime Market (Domestic),Machinery,False,True,True,True,included,
6380,6380.T,"ORIENTAL CHAIN MFG. CO.,LTD.",Standard Market(Domestic),Machinery,False,True,True,True,included,
7721,7721.T,TOKYO KEIKI INC.,Prime Market (Domestic),Precision Instruments,False,True,True,True,included,
6742,6742.T,"Kyosan Electric Manufacturing Co.,Ltd.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6302,6302.T,"SUMITOMO HEAVY INDUSTRIES,LTD.",Prime Market (Domestic),Machinery,False,True,True,True,included,
8725,8725.T,"MS&AD Insurance Group Holdings,Inc.",Prime Market (Domestic),Insurance,True,True,True,True,excluded,financial_sector_excluded;missing_value_metrics
6140,6140.T,"Asahi Diamond Industrial Co.,Ltd.",Prime Market (Domestic),Machinery,False,True,True,True,included,
6267,6267.T,"GENERAL PACKER CO.,LTD.",Standard Market(Domestic),Machinery,False,True,True,True,included,
6485,6485.T,"MAEZAWA KYUSO INDUSTRIES CO.,LTD.",Standard Market(Domestic),Machinery,False,True,True,True,included,
6209,6209.T,NPR-RIKEN CORPORATION,Prime Market (Domestic),Machinery,False,True,True,True,included,
6507,6507.T,"SINFONIA TECHNOLOGY CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
5105,5105.T,Toyo Tire Corporation,Prime Market (Domestic),Rubber Products,False,True,True,True,included,
5406,5406.T,"Kobe Steel,Ltd.",Prime Market (Domestic),Iron and Steel,False,True,True,True,included,
6284,6284.T,"NISSEI ASB MACHINE CO.,LTD.",Prime Market (Domestic),Machinery,False,True,True,True,included,
4461,4461.T,DKS Co.Ltd.,Prime Market (Domestic),Chemicals,False,True,True,True,included,
6250,6250.T,YAMABIKO CORPORATION,Prime Market (Domestic),Machinery,False,True,True,True,included,
6517,6517.T,"Denyo Co.,Ltd.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6332,6332.T,"TSUKISHIMA HOLDINGS CO.,LTD.",Prime Market (Domestic),Machinery,False,True,True,True,included,
6999,6999.T,KOA CORPORATION,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6788,6788.T,"NIHON TRIM CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
8086,8086.T,NIPRO CORPORATION,Prime Market (Domestic),Precision Instruments,False,True,True,True,included,
6247,6247.T,"HISAKA WORKS,LTD.",Prime Market (Domestic),Machinery,False,True,True,True,included,
7203,7203.T,TOYOTA MOTOR CORPORATION,Prime Market (Domestic),Transportation Equipment,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6845,6845.T,Azbil Corporation,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6748,6748.T,"SEIWA ELECTRIC MFG. CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6516,6516.T,"SANYO DENKI CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6923,6923.T,"Stanley Electric Co.,Ltd.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6331,6331.T,"Mitsubishi Kakoki Kaisha,Ltd.",Prime Market (Domestic),Machinery,False,True,True,True,included,
6457,6457.T,GLORY LTD.,Prime Market (Domestic),Machinery,False,True,True,True,included,
6964,6964.T,"SANKO CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6763,6763.T,"Teikoku Tsushin Kogyo Co.,Ltd.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6326,6326.T,KUBOTA CORPORATION,Prime Market (Domestic),Machinery,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
2461,2461.T,"FAN Communications,Inc.",Prime Market (Domestic),Services,False,True,True,True,included,
3853,3853.T,ASTERIA Corporation,Prime Market (Domestic),Information & Communication,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6770,6770.T,"ALPS ALPINE CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6838,6838.T,"TAMAGAWA HOLDINGS CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6466,6466.T,"TVE Co.,Ltd.",Standard Market(Domestic),Machinery,False,True,True,True,included,
6159,6159.T,"MICRON MACHINERY CO.,LTD.",Standard Market(Domestic),Machinery,False,True,True,True,included,
6371,6371.T,TSUBAKIMOTO CHAIN CO.,Prime Market (Domestic),Machinery,False,True,True,True,included,
7760,7760.T,IMV CORPORATION,Standard Market(Domestic),Precision Instruments,False,True,True,True,included,
4287,4287.T,JUST PLANNING INC.,Standard Market(Domestic),Information & Communication,False,True,True,True,included,
5983,5983.T,IWABUCHI CORPORATION,Standard Market(Domestic),Metal Products,False,True,True,True,included,
5714,5714.T,"DOWA HOLDINGS CO.,LTD.",Prime Market (Domestic),Nonferrous Metals,False,True,True,True,included,
6518,6518.T,"SANSO ELECTRIC CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6369,6369.T,TOYO KANETSU K.K.,Prime Market (Domestic),Machinery,False,True,True,True,included,
6989,6989.T,"HOKURIKU ELECTRIC INDUSTRY CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6633,6633.T,CGS HOLDINGS INC.,Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6484,6484.T,KVK CORPORATION,Standard Market(Domestic),Machinery,False,True,True,True,included,
7991,7991.T,"MAMIYA-OP CO.,LTD",Standard Market(Domestic),Machinery,False,True,True,True,included,
6762,6762.T,TDK Corporation,Prime Market (Domestic),Electric Appliances,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
6286,6286.T,SEIKO CORPORATION,Standard Market(Domestic),Machinery,False,True,True,True,included,
6345,6345.T,AICHI CORPORATION,Prime Market (Domestic),Machinery,False,True,True,True,included,
6750,6750.T,"ELECOM CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6436,6436.T,Amano Corporation,Prime Market (Domestic),Machinery,False,True,True,True,included,
4441,4441.T,Tobila Systems Inc.,Standard Market(Domestic),Information & Communication,False,True,True,True,included,
2433,2433.T,HAKUHODO DY HOLDINGS INCORPORATED,Prime Market (Domestic),Services,False,True,True,True,included,
6820,6820.T,ICOM INCORPORATED,Prime Market (Domestic),Electric Appliances,False,True,True,True,included,
6915,6915.T,"CHIYODA INTEGRE CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6291,6291.T,"AIRTECH JAPAN,LTD.",Standard Market(Domestic),Machinery,False,True,True,True,included,
9104,9104.T,"Mitsui O.S.K.Lines,Ltd.",Prime Market (Domestic),Marine Transportation,False,True,True,True,included,
6322,6322.T,TACMINA CORPORATION,Standard Market(Domestic),Machinery,False,True,True,True,included,
6597,6597.T,HPC SYSTEMS Inc.,Growth Market(Domestic),Electric Appliances,False,True,True,True,included,
6599,6599.T,"EBRAINS,INC.",Standard Market(Domestic),Electric Appliances,False,True,True,True,included,
6463,6463.T,"TPR CO.,LTD.",Prime Market (Domestic),Machinery,False,True,True,True,included,
1911,1911.T,"Sumitomo Forestry Co.,Ltd.",Prime Market (Domestic),Construction,False,True,True,True,included,
6489,6489.T,"Maezawa Industries,Inc.",Standard Market(Domestic),Machinery,False,True,True,True,included,
6328,6328.T,"EBARA JITSUGYO CO.,LTD.",Prime Market (Domestic),Machinery,False,True,True,True,included,
2344,2344.T,"HEIAN CEREMONY SERVICE CO.,LTD.",Standard Market(Domestic),Services,False,True,True,True,included,
7201,7201.T,"NISSAN MOTOR CO.,LTD.",Prime Market (Domestic),Transportation Equipment,False,True,True,True,included,
3448,3448.T,"SUGA STEEL Co.,LTD.",PRO Market,Metal Products,False,True,True,False,excluded,missing_basic_fundamentals;missing_value_metrics
