code_n,code,company_name,sector,valuation_gap_score,capital_efficiency_improvement_score,fcf_proxy_score,execution_reliability_score,quality_trap_resistance_score,phase2_confidence_score,value_trap_penalty,value_trap_penalty_reasons,transformation_partial_score,transformation_lite_score,transformation_score,transformation_score_type,transformation_fullness_score,transformation_grade
5406,5406,"Kobe Steel,Ltd.",Iron and Steel,91.11411341191602,72.78713301167392,97.16666666666669,74.48753732094913,46.875,0.98,0,none,77.04753116695167,75.1895468779782,77.04753116695167,partial,0.8,B
8276,8276,"HEIWADO CO.,LTD.",Retail Trade,80.5485773416731,49.97780437888952,71.58333333333333,81.98931752949001,65.33333333333333,0.98,0,none,70.99419479716734,70.51670970538996,70.99419479716734,partial,0.6499999999999999,B
1414,1414,"SHO-BOND Holdings Co.,Ltd.",Construction,94.1639708708524,62.29330528495803,56.49999999999999,55.5288604121019,34.305555555555564,0.98,10,high_sloan_accrual,55.70964153213559,56.95428096632427,55.70964153213559,partial,0.8,C
3382,3382,"Seven & i Holdings Co.,Ltd.",Retail Trade,68.8053063936842,47.87829176017824,99.75,90.70833333333331,73.2638888888889,0.98,0,none,73.56177056036644,72.35790683579748,73.56177056036644,partial,0.6499999999999999,B
3863,3863,"Nippon Paper Industries Co.,Ltd.",Pulp and Paper,92.87376796627844,76.16965139294021,96.41666666666666,85.3125,42.11111111111111,0.98,0,none,79.35773064042226,77.04366167857259,79.35773064042226,partial,0.8,A
4204,4204,"Sekisui Chemical Co.,Ltd.",Chemicals,75.14452465334375,55.04770313159294,96.25,76.84534694314318,59.44444444444444,0.98,0,none,71.62060864528573,69.99873508771803,71.62060864528573,partial,0.8,B
8278,8278,"FUJI CO.,LTD.",Retail Trade,81.95490523154976,53.08175714102259,86.16666666666667,90.375,76.47222222222221,0.98,0,none,76.79851399609949,75.08097956332601,76.79851399609949,partial,0.8,B
1723,1723,"NIHON DENGI CO.,LTD.",Construction,86.42230409296914,80.09260142565651,52.33333333333333,72.91649126909884,54.69444444444443,0.8800000000000001,5,outlier_sensitive,68.34454411549301,69.73823198906405,68.34454411549301,partial,0.8,B
2121,2121,"MIXI,Inc.",Information & Communication,78.5258990337273,47.85668982288347,84.58333333333333,79.4644375177104,62.611111111111114,0.98,0,none,70.45010411830194,69.46959618833797,70.45010411830194,partial,0.8,B
1662,1662,"Japan Petroleum Exploration Co.,Ltd.",Mining,89.51171819796183,37.72490985178798,96.58333333333331,91.89647305909618,64.18055555555556,0.98,0,none,74.12423464993115,74.83094860722194,74.12423464993115,partial,0.6499999999999999,B
9956,9956,"VALOR HOLDINGS CO.,LTD.",Retail Trade,76.1523534445373,50.71705131262728,86.25,89.85416666666667,74.41666666666666,0.98,0,none,74.54011764858633,73.22699508376543,74.54011764858633,partial,0.8,B
7516,7516,"KOHNAN SHOJI CO.,LTD.",Retail Trade,83.94966675182344,33.16993574965195,77.41666666666667,72.94913736979166,45.361111111111114,0.98,0,none,63.46909134541548,62.5646489928701,62.5646489928701,lite,0.5,C
4922,4922,KOSE Holdings Corporation,Chemicals,66.51527067712448,44.34913092842976,60.416666666666664,55.027352246597474,46.77777777777778,0.98,0,none,57.61727639638009,57.6649788482438,57.61727639638009,partial,0.8,C
2212,2212,"YAMAZAKI BAKING CO.,LTD.",Foods,69.76945166279958,46.17736367694631,93.83333333333331,85.03986320125179,69.44444444444443,0.98,0,none,71.14255737804369,69.7718818845805,71.14255737804369,partial,0.8,B
3608,3608,"TSI HOLDINGS CO.,LTD.",Textiles and Apparels,73.05602872039249,24.8016932983544,1.25,29.937499999999993,29.708333333333336,0.98,22,high_sloan_accrual;negative_cfo,19.20090695251564,24.44835939700075,19.20090695251564,partial,0.6499999999999999,C
6457,6457,GLORY LTD.,Machinery,79.35412578919941,88.06768352219106,88.91666666666667,89.41666666666667,68.66666666666667,0.8800000000000001,5,outlier_sensitive,77.56748505228306,75.54060777453138,77.56748505228306,partial,0.8,B
3405,3405,"KURARAY CO.,LTD.",Chemicals,80.6088773599155,22.48287591651532,95.75,80.97916666666667,38.38888888888889,0.98,0,none,62.332406370458216,61.419894956934286,61.419894956934286,lite,0.35,D
2220,2220,"KAMEDA SEIKA CO.,LTD.",Foods,95.39001056773355,62.59621194053582,56.333333333333336,84.06545392723564,62.18055555555557,0.98,0,none,75.63198802884553,76.9316595761976,75.63198802884553,partial,0.8,B
2918,2918,"WARABEYA NICHIYO HOLDINGS CO.,LTD.",Foods,85.7110117427068,31.1608302196783,70.5,90.04166666666666,64.33333333333334,0.8800000000000001,5,outlier_sensitive,62.88585516945162,64.42880290008104,62.88585516945162,partial,0.8,C
3539,3539,"JM HOLDINGS CO.,LTD.",Retail Trade,89.42999413285315,61.12222803166042,45.708333333333336,70.1886365387579,70.73611111111111,0.98,0,none,71.77559003400464,73.05127216404061,71.77559003400464,partial,0.8,B
8016,8016,"ONWARD HOLDINGS CO.,LTD.",Textiles and Apparels,77.00757575395346,51.18852085588313,52.75,56.965226867446006,48.361111111111114,0.98,0,none,61.402521194290685,61.74312328095289,61.402521194290685,partial,0.8,C
9101,9101,Nippon Yusen Kabushiki Kaisha,Marine Transportation,90.9864765407919,17.10116066459973,99.41666666666666,71.15917890698998,41.90277777777778,0.98,0,none,62.48515762193837,62.708111886656525,62.708111886656525,lite,0.35,D
6196,6196,"Strike Group Co.,Ltd.",Services,83.32570542847262,41.69063722402621,30.25,54.04328929884006,41.36111111111111,0.98,10,high_sloan_accrual,46.61706888869016,50.16293127654938,46.61706888869016,partial,0.6499999999999999,C
4118,4118,KANEKA CORPORATION,Chemicals,78.66470320438913,37.1127718969956,87.91666666666667,76.0079159671703,50.97222222222223,0.8800000000000001,5,outlier_sensitive,59.84194705655743,59.22215964526103,59.84194705655743,partial,0.6499999999999999,C
6648,6648,KAWADEN CORPORATION,Electric Appliances,94.83398832928796,71.00717516577284,14.166666666666666,55.52100249277772,37.77777777777778,0.98,0,none,64.26918194113084,67.26593304059752,64.26918194113084,partial,0.8,C
2730,2730,EDION Corporation,Retail Trade,66.00928053867601,28.825183812662942,82.91666666666667,91.25,79.51388888888889,0.98,0,none,67.78806563152763,67.85847748979197,67.78806563152763,partial,0.6499999999999999,B
1861,1861,"Kumagai Gumi Co.,Ltd.",Construction,92.92039649499756,34.37228714524207,52.666666666666664,63.4186444301903,30.33333333333333,0.8300000000000001,5,gross_profitability_proxy,52.77264668664636,56.25286586964634,52.77264668664636,partial,0.6499999999999999,C
4202,4202,Daicel Corporation,Chemicals,84.37156114697466,56.9203276319303,95.25,86.48499853068394,55.02777777777778,0.98,0,none,75.02845717305615,73.59430125338292,75.02845717305615,partial,0.8,B
5233,5233,TAIHEIYO CEMENT CORPORATION,Glass and Ceramics Products,85.00457288009864,77.5806360213706,97.91666666666666,88.5,49.58333333333333,0.98,0,none,79.88444958784154,77.45121118951585,79.88444958784154,partial,0.8,A
6440,6440,JUKI CORPORATION,Machinery,93.76473106305724,81.0264314149957,61.583333333333336,95.77083333333334,70.0138888888889,0.98,0,none,83.58298083811802,84.17952883423955,83.58298083811802,partial,0.8,A
1961,1961,"SANKI ENGINEERING CO.,LTD.",Construction,82.09329417442304,77.66505429276715,82.33333333333334,92.89037038113509,72.90277777777777,0.98,0,none,82.22727310411018,81.83667419720837,82.22727310411018,partial,0.8,A
6417,6417,"SANKYO CO.,LTD.",Machinery,79.71579266726941,65.25127501880424,91.08333333333334,53.165416481454045,31.52777777777778,0.98,0,none,65.8294240448427,62.53734377700017,65.8294240448427,partial,0.8,B
7917,7917,ZACROS Corporation,Chemicals,95.65189905415131,44.685668625568454,45.33333333333333,58.558144219148645,32.44444444444444,0.98,0,none,60.94197957503182,62.24609996195649,60.94197957503182,partial,0.8,C
5393,5393,NICHIAS CORPORATION,Glass and Ceramics Products,80.926441134157,77.95311426655333,83.16666666666667,64.40652187422322,44.94444444444443,0.98,0,none,72.5226070977162,70.46412724517009,72.5226070977162,partial,0.8,B
7649,7649,"SUGI HOLDINGS Co.,LTD.",Retail Trade,67.83575280077254,39.392928486835,94.58333333333331,88.19825708061002,69.36111111111111,0.98,0,none,69.71905674772218,68.48739729715511,69.71905674772218,partial,0.6499999999999999,B
7552,7552,HAPPINET CORPORATION,Wholesale Trade,77.84766803715169,46.74129501550203,72.08333333333333,94.41666666666669,76.08333333333333,0.8800000000000001,5,outlier_sensitive,67.72106443856053,69.09839274757924,67.72106443856053,partial,0.8,B
4318,4318,"QUICK CO.,LTD.",Services,90.65710266862158,31.51772490169819,32.33333333333333,64.79684958175609,53.13888888888889,0.98,0,none,59.81689595286687,62.79653559626723,62.79653559626723,lite,0.5,C
2664,2664,CAWACHI LIMITED,Retail Trade,76.67558913851147,47.96673943752408,49.416666666666664,74.95920352170351,56.13888888888889,0.98,0,none,64.70628350736473,65.96185523238887,64.70628350736473,partial,0.8,C
8194,8194,LIFE CORPORATION,Retail Trade,70.99112240838923,33.37741168125141,93.33333333333331,91.35416666666669,75.86111111111111,0.98,0,none,70.452577753548,68.78708673553473,70.452577753548,partial,0.6499999999999999,B
6369,6369,TOYO KANETSU K.K.,Machinery,93.42725631421828,51.265864352675706,49.166666666666664,81.05471611721612,57.26388888888889,0.98,0,none,70.43563253284889,72.84128288723375,70.43563253284889,partial,0.8,B
8218,8218,"KOMERI CO.,LTD.",Retail Trade,79.88456660782266,28.800122202042072,77.58333333333334,75.64900867410161,50.52777777777777,0.8800000000000001,5,outlier_sensitive,56.94623332132715,56.4607517131311,56.4607517131311,lite,0.5,C
9104,9104,"Mitsui O.S.K.Lines,Ltd.",Marine Transportation,90.46994689022613,40.76715414987536,99.83333333333331,52.75386457429596,10.833333333333332,0.98,0,none,59.80895851095069,57.41639993311423,59.80895851095069,partial,0.6499999999999999,C
5410,5410,"Godo Steel,Ltd.",Iron and Steel,95.0879801236998,52.08737496967881,73.33333333333333,76.87433168825827,34.6111111111111,0.98,0,none,69.03790734402537,68.45383637879834,69.03790734402537,partial,0.6499999999999999,B
6770,6770,"ALPS ALPINE CO.,LTD.",Electric Appliances,75.02736327834197,63.12399379511232,92.33333333333331,85.79064313473204,63.458333333333336,0.98,0,none,75.39385177207153,73.91651515735025,75.39385177207153,partial,0.8,B
2267,2267,"YAKULT HONSHA CO.,LTD.",Foods,66.99895542575001,25.618343861666062,96.91666666666666,76.5835190123096,54.30555555555555,0.98,0,none,61.96285260732705,60.43071576817669,60.43071576817669,lite,0.35,C
6430,6430,"DAIKOKU DENKI CO.,LTD.",Machinery,90.2613474434782,88.81140372334028,50.583333333333336,60.922531456600545,47.25,0.98,0,none,73.66571323577921,72.42140339024375,73.66571323577921,partial,0.8,B
6676,6676,BUFFALO INC.,Electric Appliances,85.90926381203607,66.42536196876766,67.25,97.47916666666669,85.29166666666667,0.98,0,none,81.66913248690975,81.76239699190981,81.66913248690975,partial,0.8,A
3391,3391,TSURUHA HOLDINGS INC.,Retail Trade,65.33918870791746,19.174419209060275,94.33333333333334,80.51892068671546,49.80555555555555,0.98,0,none,59.78120098083822,58.57274782385362,58.57274782385362,lite,0.5,C
7803,7803,Bushiroad Inc.,Other Products,89.43696173222513,62.42532884477792,44.333333333333336,88.3498808445989,78.875,0.98,0,none,76.52361329828828,78.6865092454217,76.52361329828828,partial,0.8,B
4569,4569,"KYORIN Pharmaceutical Co.,Ltd.",Pharmaceutical,90.1141631298854,67.6496704927423,28.749999999999996,40.78168794482354,25.027777777777775,0.98,0,none,59.19027599043653,60.13478830324647,59.19027599043653,partial,0.8,C
5463,5463,Maruichi Steel Tube Ltd.,Iron and Steel,92.9609004500809,41.336339462800225,81.91666666666667,61.03570134987102,21.88888888888889,0.98,0,none,61.96152561104644,60.803334863215085,61.96152561104644,partial,0.6499999999999999,C
6104,6104,"SHIBAURA MACHINE CO.,LTD.",Machinery,84.39700020717586,80.17166482191523,53.083333333333336,53.82934924982138,34.027777777777786,0.8800000000000001,5,outlier_sensitive,61.25060024558397,61.179025098722306,61.25060024558397,partial,0.8,C
9274,9274,"KPP GROUP HOLDINGS CO.,LTD.",Wholesale Trade,85.04806550279517,30.99620246197875,60.5,72.34403153153154,56.55555555555556,0.8800000000000001,5,outlier_sensitive,57.2704775660544,58.65607756065173,57.2704775660544,partial,0.6499999999999999,C
8242,8242,H2O RETAILING CORPORATION,Retail Trade,79.40470835528757,66.0045563321857,89.16666666666667,67.10383153976215,41.86111111111111,0.8800000000000001,5,outlier_sensitive,64.00326347948948,61.43614563653138,64.00326347948948,partial,0.8,C
4849,4849,en Inc.,Services,82.48518736970733,58.9612123176397,52.0,63.601835167955265,54.888888888888886,0.98,0,none,66.63707563911423,66.62798894035443,66.63707563911423,partial,0.8,B
6310,6310,"ISEKI & CO.,LTD.",Machinery,80.42358836625189,57.80406650481776,78.25,94.72916666666666,70.02777777777777,0.98,0,none,76.55595075526703,75.39382415427347,76.55595075526703,partial,0.8,B
4633,4633,SAKATA INX CORPORATION,Chemicals,80.61359244956687,62.4385228942825,70.75,77.36295409636722,63.81944444444444,0.8800000000000001,5,outlier_sensitive,66.93167868198972,67.00826202188888,66.93167868198972,partial,0.8,B
2681,2681,GEO HOLDINGS CORPORATION,Retail Trade,68.79842749291521,38.60142005091922,51.916666666666664,69.47767471958585,48.47222222222222,0.98,0,none,58.76228944150054,59.00433710096548,58.76228944150054,partial,0.6499999999999999,C
3333,3333,"ASAHI CO.,LTD.",Retail Trade,73.61929118453101,32.44071468320216,44.083333333333336,84.79166666666667,64.58333333333334,0.98,0,none,62.895273160322915,64.7659757465452,64.7659757465452,lite,0.5,C
3861,3861,Oji Holdings Corporation,Pulp and Paper,78.25823865381325,28.010299012803188,95.41666666666669,77.57764914476428,29.25,0.98,0,none,61.03401868872683,59.40377334886959,59.40377334886959,lite,0.35,D
4042,4042,TOSOH CORPORATION,Chemicals,75.5224798582568,55.983228559605855,97.58333333333331,81.93219002821105,57.73611111111111,0.98,0,none,72.70391664840191,70.73326201847476,72.70391664840191,partial,0.8,B
8227,8227,"SHIMAMURA Co.,Ltd.",Retail Trade,63.056186052507,42.09014209681989,89.5,67.63489653621232,58.02777777777778,0.98,0,none,63.29181176484188,61.326131219126225,63.29181176484188,partial,0.8,C
3134,3134,Hamee Corp.,Retail Trade,91.2860054738424,39.571486665810546,9.333333333333334,49.123410761517334,40.138888888888886,0.98,0,none,54.68693840575945,58.49043769327486,54.68693840575945,partial,0.6499999999999999,C
4521,4521,"KAKEN PHARMACEUTICAL CO.,LTD.",Pharmaceutical,79.79217617981271,65.9609330569264,82.41666666666667,93.14583333333334,71.0,0.8800000000000001,5,outlier_sensitive,72.75281935988781,71.95900613199578,72.75281935988781,partial,0.8,B
9948,9948,"ARCS COMPANY,LIMITED",Retail Trade,73.44664127266374,37.89737168785582,80.66666666666666,89.33333333333333,73.83333333333333,0.98,0,none,70.12272119416232,68.87634550724908,68.87634550724908,lite,0.5,B
7280,7280,MITSUBA Corporation,Electric Appliances,92.25308113686144,75.8619483836512,86.41666666666666,92.3125,55.41666666666667,0.98,0,none,81.53621970461005,79.55285947233412,81.53621970461005,partial,0.8,A
8088,8088,IWATANI  CORPORATION,Wholesale Trade,73.34045467851784,36.586888301829866,90.0,67.35233683639352,42.25000000000001,0.98,0,none,61.708264761354826,60.04452688574548,61.708264761354826,partial,0.6499999999999999,C
9842,9842,ARCLANDS CORPORATION,Retail Trade,72.55879357254929,43.79554599546252,77.75,88.83333333333334,70.44444444444444,0.8800000000000001,5,outlier_sensitive,64.50997673598296,63.9156361597462,64.50997673598296,partial,0.6499999999999999,C
2734,2734,SALA CORPORATION,Retail Trade,80.83853681836295,38.40121508986284,69.58333333333333,85.375,54.41666666666666,0.8800000000000001,5,outlier_sensitive,61.03326972160693,61.43180406348145,61.03326972160693,partial,0.6499999999999999,C
1925,1925,"DAIWA HOUSE INDUSTRY CO.,LTD.",Construction,82.08970741866892,37.92965228983593,99.25,67.83211412890259,30.527777777777775,0.98,0,none,63.0911680784056,61.1393665194494,63.0911680784056,partial,0.6499999999999999,C
7595,7595,ARGO GRAPHICS Inc.,Information & Communication,93.99407666112674,43.5965589780281,44.916666666666664,52.579816855048755,21.583333333333336,0.98,0,none,57.460328963174305,58.588043619498855,57.460328963174305,partial,0.8,C
8281,8281,"XEBIO holdings CO.,LTD.",Retail Trade,69.93881097789121,37.75697795063405,62.416666666666664,90.79166666666669,74.66666666666667,0.98,0,none,67.88813736571248,67.49175100470629,67.88813736571248,partial,0.6499999999999999,B
2491,2491,"ValueCommerce Co.,Ltd.",Services,74.78277793891372,18.563266310762135,16.75,89.5,68.33333333333333,0.98,0,none,58.53481930356817,63.72703209837199,63.72703209837199,lite,0.5,C
5947,5947,RINNAI CORPORATION,Metal Products,72.4958042941802,50.329604081690896,91.0,84.59897682047972,66.84722222222223,0.8800000000000001,5,outlier_sensitive,66.05155330756736,65.0455685797993,66.05155330756736,partial,0.8,B
4828,4828,Business Engineering Corporation,Information & Communication,86.8016596687608,59.1115386653784,28.833333333333332,68.76291426220779,61.27777777777778,0.98,0,none,67.25732766088427,70.10465616291316,67.25732766088427,partial,0.8,B
8167,8167,"RETAIL PARTNERS CO.,LTD.",Retail Trade,83.25877673894394,45.63362013612431,68.5,80.32664298689502,60.19444444444445,0.98,0,none,69.11799747308062,67.75895332305471,69.11799747308062,partial,0.6499999999999999,B
9115,9115,"Meiji Shipping Group Co.,Ltd.",Marine Transportation,90.88593850896056,50.60122334538027,82.66666666666667,89.6875,42.08333333333334,0.98,0,none,72.19204098395349,71.55723834297635,72.19204098395349,partial,0.8,B
1928,1928,"Sekisui House,Ltd.",Construction,80.25328050080041,31.526240315055,98.08333333333331,59.2631834045569,26.444444444444443,0.98,0,none,58.83792775214489,56.76063657093018,56.76063657093018,lite,0.5,C
3104,3104,"Fujibo Holdings,Inc.",Textiles and Apparels,76.48764634020658,61.57658419302826,54.041666666666664,95.79296962251507,71.875,0.8800000000000001,5,outlier_sensitive,68.75256359989162,71.49937133183731,68.75256359989162,partial,0.8,B
8061,8061,SEIKA CORPORATION,Wholesale Trade,87.27176750357548,42.148954504964514,52.083333333333336,65.9422071129707,40.52777777777778,0.8800000000000001,5,outlier_sensitive,55.877912990090586,58.32615146354858,55.877912990090586,partial,0.6499999999999999,C
9989,9989,"SUNDRUG CO.,LTD.",Retail Trade,64.57929988822774,31.09659668841639,87.75,79.04583333333333,72.29166666666667,0.98,0,none,65.14963675638762,64.39848809203038,65.14963675638762,partial,0.6499999999999999,B
8173,8173,Joshin Corporation,Retail Trade,66.57752173477954,32.00134483398256,70.0,90.66666666666669,72.72222222222223,0.8800000000000001,5,outlier_sensitive,60.28293309736287,60.58880326500815,60.58880326500815,lite,0.5,C
4540,4540,TSUMURA & CO.,Pharmaceutical,82.80213109049659,63.4841820209099,84.5,64.87154578107348,39.86111111111111,0.8800000000000001,5,outlier_sensitive,62.95732854329863,61.28400710976787,62.95732854329863,partial,0.8,C
2733,2733,ARATA CORPORATION,Wholesale Trade,85.76926149125453,52.67105737890378,57.333333333333336,64.32786325198546,50.33333333333333,0.8800000000000001,5,outlier_sensitive,59.87597335103695,60.25972924022088,59.87597335103695,partial,0.8,C
8282,8282,K'S HOLDINGS CORPORATION,Retail Trade,56.33131606483994,29.294563486967498,85.58333333333333,92.10416666666669,76.47222222222221,0.98,0,none,65.7053145691168,64.84896408250205,64.84896408250205,lite,0.5,C
2433,2433,HAKUHODO DY HOLDINGS INCORPORATED,Services,62.05144360897966,28.298480780951564,94.25,84.35416666666666,57.75,0.8800000000000001,5,outlier_sensitive,57.2917029814039,55.38346257221755,57.2917029814039,partial,0.6499999999999999,C
8037,8037,KAMEI CORPORATION,Wholesale Trade,85.4229543074665,52.49597823804836,86.66666666666667,98.10416666666669,80.04166666666667,0.98,0,none,79.43325896719848,77.86812739439509,79.43325896719848,partial,0.8,A
7912,7912,"Dai Nippon Printing Co.,Ltd.",Other Products,75.35866299468591,53.7646030930672,96.75,69.69398455961135,41.166666666666664,0.98,0,none,67.19808539765465,64.57886188348694,67.19808539765465,partial,0.8,B
3087,3087,"DOUTOR・NICHIRES Holdings Co.,Ltd.",Retail Trade,68.10141407684654,44.829922071992186,47.66666666666667,60.47268760607311,50.52777777777777,0.98,0,none,58.386778183479535,58.63854716876803,58.386778183479535,partial,0.8,C
2001,2001,NIPPN CORPORATION,Foods,82.01330619608736,63.20822606256663,86.83333333333333,51.16768602703672,26.02777777777778,0.8800000000000001,5,outlier_sensitive,58.27086288079959,54.85556316563577,58.27086288079959,partial,0.8,C
9934,9934,"INABA DENKISANGYO CO.,LTD.",Wholesale Trade,82.16205309093999,49.38070012903067,77.83333333333333,76.53373396156098,58.98611111111111,0.8800000000000001,5,outlier_sensitive,63.92420293516625,63.67872496762256,63.92420293516625,partial,0.8,C
2593,2593,"ITO EN,LTD.",Foods,61.28679723441193,42.29854397133195,71.91666666666666,66.5697609934947,51.8611111111111,0.98,0,none,60.01583827705469,58.94480117338992,60.01583827705469,partial,0.8,C
9832,9832,"AUTOBACS SEVEN CO.,LTD.",Wholesale Trade,73.71378726568088,33.26104302857224,31.0,47.36306455571919,33.916666666666664,0.8800000000000001,5,outlier_sensitive,44.251701812003255,46.87229102989589,44.251701812003255,partial,0.6499999999999999,C
3048,3048,BIC CAMERA INC.,Retail Trade,63.775930086102186,68.5829271822594,79.83333333333333,74.8509370250527,70.51388888888889,0.98,0,none,72.1384222718407,69.95604176628298,72.1384222718407,partial,0.8,B
2792,2792,"HONEYS HOLDINGS CO.,LTD.",Retail Trade,80.92568182634359,34.40751476310742,37.416666666666664,63.82624292133647,46.91666666666666,0.98,0,none,57.707601513206185,59.20400153933731,59.20400153933731,lite,0.5,C
