original_code,normalized_code,ticker_yfinance,company_name,sector,market,source_file,mapping_status
8511,8511,8511.T,"Japan Securities Finance Co.,Ltd.",Other Financing Business,Prime Market (Domestic),data/processed/scores.csv,ok
3048,3048,3048.T,BIC CAMERA INC.,Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
7955,7955,7955.T,Cleanup Corporation,Other Products,Prime Market (Domestic),data/processed/scores.csv,ok
2882,2882,2882.T,"EAT&HOLDINGS Co.,Ltd",Foods,Prime Market (Domestic),data/processed/scores.csv,ok
9895,9895,9895.T,CONSEC CORPORATION,Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
7774,7774,7774.T,"Japan Tissue Engineering Co.,Ltd.",Precision Instruments,Growth Market(Domestic),data/processed/scores.csv,ok
9307,9307,9307.T,"Sugimura Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,Standard Market(Domestic),data/processed/scores.csv,ok
9996,9996,9996.T,"Satoh&Co.,Ltd.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
7813,7813,7813.T,"PLATZ Co.,Ltd.",Other Products,Standard Market(Domestic),data/processed/scores.csv,ok
7565,7565,7565.T,MANSEI CORPORATION,Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
8015,8015,8015.T,TOYOTA TSUSHO CORPORATION,Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
7555,7555,7555.T,"Ota Floriculture Auction Co.,Ltd.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
1766,1766,1766.T,TOKEN CORPORATION,Construction,Prime Market (Domestic),data/processed/scores.csv,ok
9731,9731,9731.T,"Hakuyosha Company,Ltd.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
5621,5621,5621.T,"Human Technologies,Inc.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
5852,5852,5852.T,AHRESTY CORPORATION,Nonferrous Metals,Prime Market (Domestic),data/processed/scores.csv,ok
9904,9904,9904.T,"Verite Co.,Ltd.",Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
1301,1301,1301.T,"KYOKUYO CO.,LTD.","Fishery, Agriculture and Forestry",Prime Market (Domestic),data/processed/scores.csv,ok
5288,5288,5288.T,ASIA PILE HOLDINGS CORPORATION,Glass and Ceramics Products,Prime Market (Domestic),data/processed/scores.csv,ok
5138,5138,5138.T,"Rebase,Inc.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
3068,3068,3068.T,WDI Corporation,Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
6347,6347,6347.T,"PLACO CO.,LTD.",Machinery,Standard Market(Domestic),data/processed/scores.csv,ok
4553,4553,4553.T,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,Prime Market (Domestic),data/processed/scores.csv,ok
3232,3232,3232.T,"Mie Kotsu Group Holdings,Inc.",Real Estate,Prime Market (Domestic),data/processed/scores.csv,ok
2789,2789,2789.T,"Karula Co.,LTD.",Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
2296,2296,2296.T,ITOHAM YONEKYU HOLDINGS INC.,Foods,Prime Market (Domestic),data/processed/scores.csv,ok
8113,8113,8113.T,UNICHARM CORPORATION,Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
2877,2877,2877.T,NittoBest Corporation,Foods,Standard Market(Domestic),data/processed/scores.csv,ok
5279,5279,5279.T,"NIHON KOGYO CO.,LTD.",Glass and Ceramics Products,Standard Market(Domestic),data/processed/scores.csv,ok
3539,3539,3539.T,"JM HOLDINGS CO.,LTD.",Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
4177,4177,4177.T,"i-plug,Inc.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
7241,7241,7241.T,"FUTABA INDUSTRIAL CO.,LTD.",Transportation Equipment,Prime Market (Domestic),data/processed/scores.csv,ok
7510,7510,7510.T,TAKEBISHI CORPORATION,Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
8424,8424,8424.T,"Fuyo General Lease Co.,Ltd.",Other Financing Business,Prime Market (Domestic),data/processed/scores.csv,ok
8410,8410,8410.T,"Seven Bank,Ltd.",Banks,Prime Market (Domestic),data/processed/scores.csv,ok
6926,6926,6926.T,"OKAYA ELECTRIC INDUSTRIES CO.,LTD.",Electric Appliances,Standard Market(Domestic),data/processed/scores.csv,ok
6571,6571,6571.T,"QB Net Holdings Co.,Ltd.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
8255,8255,8255.T,Axial Retailing Inc.,Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
3917,3917,3917.T,"iRidge,Inc.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
4498,4498,4498.T,"Cybertrust Japan Co.,Ltd.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
9249,9249,9249.T,"Japan Ecosystem Co.,Ltd.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
2479,2479,2479.T,JTEC CORPORATION,Services,Standard Market(Domestic),data/processed/scores.csv,ok
1820,1820,1820.T,"Nishimatsu Construction Co.,Ltd.",Construction,Prime Market (Domestic),data/processed/scores.csv,ok
9075,9075,9075.T,"FUKUYAMA TRANSPORTING CO.,LTD.",Land Transportation,Prime Market (Domestic),data/processed/scores.csv,ok
2692,2692,2692.T,"ITOCHU-SHOKUHIN Co.,Ltd.",Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
3656,3656,3656.T,KLab Inc.,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
2269,2269,2269.T,"Meiji Holdings Co.,Ltd.",Foods,Prime Market (Domestic),data/processed/scores.csv,ok
1972,1972,1972.T,"SANKO METAL INDUSTRIAL CO.,LTD.",Construction,Standard Market(Domestic),data/processed/scores.csv,ok
6062,6062,6062.T,CHARM CARE CORPORATION,Services,Prime Market (Domestic),data/processed/scores.csv,ok
1810,1810,1810.T,"MATSUI CONSTRUCTION CO.,LTD.",Construction,Standard Market(Domestic),data/processed/scores.csv,ok
2734,2734,2734.T,SALA CORPORATION,Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
7050,7050,7050.T,FRONTIER INTERNATIONAL INC.,Services,Growth Market(Domestic),data/processed/scores.csv,ok
2120,2120,2120.T,"LIFULL Co.,Ltd.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
7856,7856,7856.T,HAGIHARA INDUSTRIES INC.,Other Products,Prime Market (Domestic),data/processed/scores.csv,ok
9259,9259,9259.T,"TAKAYOSHI Holdings,INC.",Services,Growth Market(Domestic),data/processed/scores.csv,ok
2164,2164,2164.T,"CHIIKISHINBUNSHA CO.,LTD.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
7271,7271,7271.T,YASUNAGA CORPORATION,Transportation Equipment,Standard Market(Domestic),data/processed/scores.csv,ok
2282,2282,2282.T,NH Foods Ltd.,Foods,Prime Market (Domestic),data/processed/scores.csv,ok
4922,4922,4922.T,KOSE Holdings Corporation,Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
7628,7628,7628.T,OHASHI TECHNICA INC.,Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
7434,7434,7434.T,OTAKE CORPORATION,Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
8127,8127,8127.T,YAMATO INTERNATIONAL INC.,Textiles and Apparels,Standard Market(Domestic),data/processed/scores.csv,ok
7357,7357,7357.T,"GEOCODE CO.,Ltd.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
9927,9927,9927.T,"WATT MANN CO.,LTD.",Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
4714,4714,4714.T,RISO KYOIKU GROUP CORPORATION,Services,Prime Market (Domestic),data/processed/scores.csv,ok
8233,8233,8233.T,"Takashimaya Company,Limited",Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
2904,2904,2904.T,"ICHIMASA KAMABOKO CO.,LTD.",Foods,Standard Market(Domestic),data/processed/scores.csv,ok
4431,4431,4431.T,"Smaregi,Inc.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
2351,2351,2351.T,ASJ INC.,Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
9060,9060,9060.T,JAPAN LOGISTIC SYSTEMS CORP.,Land Transportation,Standard Market(Domestic),data/processed/scores.csv,ok
3396,3396,3396.T,FELISSIMO CORPORATION,Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
6199,6199,6199.T,"SERAKU Co.,Ltd.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
2653,2653,2653.T,"AEON KYUSHU CO.,LTD.",Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
5658,5658,5658.T,"NICHIA STEEL WORKS,LTD.",Iron and Steel,Standard Market(Domestic),data/processed/scores.csv,ok
8558,8558,8558.T,"THE TOWA BANK,LTD.",Banks,Prime Market (Domestic),data/processed/scores.csv,ok
2903,2903,2903.T,"SHINOBU FOODS PRODUCTS CO.,LTD.",Foods,Standard Market(Domestic),data/processed/scores.csv,ok
2914,2914,2914.T,JAPAN TOBACCO INC.,Foods,Prime Market (Domestic),data/processed/scores.csv,ok
2975,2975,2975.T,"Star Mica Holdings Co.,Ltd.",Real Estate,Prime Market (Domestic),data/processed/scores.csv,ok
8252,8252,8252.T,"MARUI GROUP CO.,LTD.",Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
4125,4125,4125.T,SANWAYUKA INDUSTRY CORPORATION,Chemicals,Standard Market(Domestic),data/processed/scores.csv,ok
7619,7619,7619.T,"TANAKA CO.,LTD.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
9346,9346,9346.T,"Cocorport,Inc.",Services,Growth Market(Domestic),data/processed/scores.csv,ok
7823,7823,7823.T,ARTNATURE INC.,Other Products,Standard Market(Domestic),data/processed/scores.csv,ok
9215,9215,9215.T,"CaSy Co.,Ltd.",Services,Growth Market(Domestic),data/processed/scores.csv,ok
2373,2373,2373.T,CARE TWENTYONE CORPORATION,Services,Standard Market(Domestic),data/processed/scores.csv,ok
8052,8052,8052.T,"TSUBAKIMOTO KOGYO CO.,LTD.",Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
9045,9045,9045.T,"Keihan Holdings Co.,Ltd.",Land Transportation,Prime Market (Domestic),data/processed/scores.csv,ok
8037,8037,8037.T,KAMEI CORPORATION,Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
7550,7550,7550.T,"ZENSHO HOLDINGS CO.,LTD.",Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
7367,7367,7367.T,"CELM,Inc.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
8566,8566,8566.T,"RICOH LEASING COMPANY,LTD.",Other Financing Business,Prime Market (Domestic),data/processed/scores.csv,ok
6522,6522,6522.T,Asterisk Inc.,Electric Appliances,Growth Market(Domestic),data/processed/scores.csv,ok
2935,2935,2935.T,"PICKLES HOLDINGS CO.,LTD.",Foods,Prime Market (Domestic),data/processed/scores.csv,ok
7129,7129,7129.T,Miahelsa Holdings Corporation,Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
5139,5139,5139.T,OpenWork Inc.,Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
7893,7893,7893.T,PRONEXUS INC.,Other Products,Prime Market (Domestic),data/processed/scores.csv,ok
5351,5351,5351.T,"SHINAGAWA REFRA CO.,LTD.",Glass and Ceramics Products,Prime Market (Domestic),data/processed/scores.csv,ok
8074,8074,8074.T,"YUASA CO.,LTD.",Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
9031,9031,9031.T,"Nishi-Nippon Railroad Co.,Ltd.",Land Transportation,Prime Market (Domestic),data/processed/scores.csv,ok
2982,2982,2982.T,"A.D.Works Group Co.,Ltd.",Real Estate,Prime Market (Domestic),data/processed/scores.csv,ok
5254,5254,5254.T,Arent Inc.,Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
5034,5034,5034.T,"unerry,Inc.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
4548,4548,4548.T,SEIKAGAKU CORPORATION,Pharmaceutical,Prime Market (Domestic),data/processed/scores.csv,ok
1898,1898,1898.T,"SEIKITOKYU KOGYO CO.,LTD.",Construction,Prime Market (Domestic),data/processed/scores.csv,ok
3931,3931,3931.T,VALUE GOLF Inc.,Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
8093,8093,8093.T,"Kyokuto Boeki Kaisha,Limited",Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
9831,9831,9831.T,"YAMADA HOLDINGS CO.,LTD.",Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
3288,3288,3288.T,"Open House Group Co.,Ltd.",Real Estate,Prime Market (Domestic),data/processed/scores.csv,ok
9959,9959,9959.T,"ASEED HOLDINGS CO.,LTD.",Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
4098,4098,4098.T,"Titan Kogyo ,Ltd.",Chemicals,Standard Market(Domestic),data/processed/scores.csv,ok
5244,5244,5244.T,"jig.jp co.,ltd.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
9222,9222,9222.T,"manaby Co.,Ltd.",Services,PRO Market,data/processed/scores.csv,ok
4784,4784,4784.T,"GMO internet,Inc.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
2531,2531,2531.T,TAKARA HOLDINGS INC.,Foods,Prime Market (Domestic),data/processed/scores.csv,ok
5932,5932,5932.T,"Sankyo Tateyama,Inc.",Metal Products,Prime Market (Domestic),data/processed/scores.csv,ok
5471,5471,5471.T,"Daido Steel Co.,Ltd.",Iron and Steel,Prime Market (Domestic),data/processed/scores.csv,ok
7614,7614,7614.T,"OM2Network Co.,Ltd.",Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
2384,2384,2384.T,"SBS Holdings,Inc.",Land Transportation,Prime Market (Domestic),data/processed/scores.csv,ok
6551,6551,6551.T,TSUNAGU GROUP HOLDINGS Inc.,Services,Standard Market(Domestic),data/processed/scores.csv,ok
2270,2270,2270.T,"MEGMILK SNOW BRAND Co.,Ltd.",Foods,Prime Market (Domestic),data/processed/scores.csv,ok
8039,8039,8039.T,"TSUKIJI UOICHIBA COMPANY,LIMITED",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
7176,7176,7176.T,"Simplex Financial Holdings Co.,Ltd.",Securities and Commodities Futures,PRO Market,data/processed/scores.csv,ok
8203,8203,8203.T,MrMax Holdings Ltd.,Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
5194,5194,5194.T,"SAGAMI RUBBER INDUSTRIES CO.,LTD.",Rubber Products,Standard Market(Domestic),data/processed/scores.csv,ok
3387,3387,3387.T,create restaurants holdings inc.,Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
3524,3524,3524.T,"NITTO SEIMO CO.,LTD.",Textiles and Apparels,Standard Market(Domestic),data/processed/scores.csv,ok
4088,4088,4088.T,AIR WATER INC.,Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
5253,5253,5253.T,COVER Corporation,Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
4256,4256,4256.T,"CYND Co.,Ltd.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
3928,3928,3928.T,Mynet Inc.,Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
8179,8179,8179.T,"ROYAL HOLDINGS Co., Ltd.",Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
3190,3190,3190.T,"HOTMAN Co.,Ltd.",Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
3183,3183,3183.T,"WIN-Partners Co.,Ltd.",Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
9028,9028,9028.T,"ZERO CO.,LTD.",Land Transportation,Standard Market(Domestic),data/processed/scores.csv,ok
3679,3679,3679.T,"ZIGExN Co.,Ltd.",Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
4198,4198,4198.T,"TENDA Co.,LTD.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
3918,3918,3918.T,"PCI Holdings,INC.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
8537,8537,8537.T,"THE TAIKO BANK,LTD.",Banks,Standard Market(Domestic),data/processed/scores.csv,ok
7677,7677,7677.T,"Yashima & Co.,Ltd.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
4379,4379,4379.T,Photosynth inc.,Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
9994,9994,9994.T,YAMAYA CORPORATION,Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
4502,4502,4502.T,Takeda Pharmaceutical Company Limited,Pharmaceutical,Prime Market (Domestic),data/processed/scores.csv,ok
2747,2747,2747.T,"Hokuyu Lucky Co.,Ltd.",Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
7481,7481,7481.T,"OIE SANGYO CO.,LTD.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
3173,3173,3173.T,"Cominix Co.,Ltd.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
1882,1882,1882.T,TOA ROAD CORPORATION,Construction,Prime Market (Domestic),data/processed/scores.csv,ok
3156,3156,3156.T,Restar Corporation,Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
1770,1770,1770.T,"FUJITA ENGINEERING CO.,LTD.",Construction,Standard Market(Domestic),data/processed/scores.csv,ok
7291,7291,7291.T,"NIHON PLAST CO.,LTD.",Transportation Equipment,Standard Market(Domestic),data/processed/scores.csv,ok
9857,9857,9857.T,EIWA CORPORATION,Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
7911,7911,7911.T,TOPPAN Holdings Inc.,Other Products,Prime Market (Domestic),data/processed/scores.csv,ok
8841,8841,8841.T,"TOC Co.,Ltd.",Real Estate,Standard Market(Domestic),data/processed/scores.csv,ok
9312,9312,9312.T,"THE KEIHIN CO.,LTD.",Warehousing and Harbor Transportation Service,Standard Market(Domestic),data/processed/scores.csv,ok
4496,4496,4496.T,Commerce One Holdings Inc.,Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
3168,3168,3168.T,MERF Inc.,Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
3477,3477,3477.T,"FORLIFE Co.,Ltd.",Real Estate,Growth Market(Domestic),data/processed/scores.csv,ok
9248,9248,9248.T,"People, Dreams & Technologies Group Co.,Ltd.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
7442,7442,7442.T,"NAKAYAMAFUKU CO.,LTD.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
4766,4766,4766.T,"PA Co.,Ltd.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
2811,2811,2811.T,"KAGOME CO.,LTD.",Foods,Prime Market (Domestic),data/processed/scores.csv,ok
7733,7733,7733.T,OLYMPUS CORPORATION,Precision Instruments,Prime Market (Domestic),data/processed/scores.csv,ok
9233,9233,9233.T,"Asia Air Survey Co.,Ltd.",Air Transportation,Standard Market(Domestic),data/processed/scores.csv,ok
3107,3107,3107.T,"Daiwabo Holdings Co.,Ltd.",Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
2698,2698,2698.T,"CAN DO CO.,LTD.",Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
2910,2910,2910.T,"ROCK FIELD CO.,LTD.",Foods,Prime Market (Domestic),data/processed/scores.csv,ok
7120,7120,7120.T,SHINKO Inc.,Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
8152,8152,8152.T,SOMAR CORPORATION,Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
5391,5391,5391.T,A&A Material Corporation,Glass and Ceramics Products,Standard Market(Domestic),data/processed/scores.csv,ok
6549,6549,6549.T,"DM Solutions Co.,Ltd",Services,Standard Market(Domestic),data/processed/scores.csv,ok
3652,3652,3652.T,Digital Media Professionals Inc.,Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
9468,9468,9468.T,KADOKAWA CORPORATION,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
3321,3321,3321.T,"MITACHI CO.,LTD.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
3577,3577,3577.T,Tokai Senko K.K.,Textiles and Apparels,Standard Market(Domestic),data/processed/scores.csv,ok
8769,8769,8769.T,"Advantage Risk Management Co.,Ltd.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
4577,4577,4577.T,"Daito Pharmaceutical Co.,Ltd.",Pharmaceutical,Prime Market (Domestic),data/processed/scores.csv,ok
2395,2395,2395.T,"SHIN NIPPON BIOMEDICAL LABORATORIES,LTD.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
3571,3571,3571.T,"SOTOH CO.,LTD.",Textiles and Apparels,Standard Market(Domestic),data/processed/scores.csv,ok
7461,7461,7461.T,"KIMURA CO.,LTD.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
7607,7607,7607.T,"Shinwa Co.,Ltd.",Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
9025,9025,9025.T,"Konoike Transport Co.,Ltd.",Land Transportation,Prime Market (Domestic),data/processed/scores.csv,ok
4261,4261,4261.T,"AsiaQuest Co.,Ltd.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
2492,2492,2492.T,Infomart Corporation,Services,Prime Market (Domestic),data/processed/scores.csv,ok
1811,1811,1811.T,THE ZENITAKA CORPORATION,Construction,Standard Market(Domestic),data/processed/scores.csv,ok
8624,8624,8624.T,"Ichiyoshi Securities Co.,Ltd.",Securities and Commodities Futures,Prime Market (Domestic),data/processed/scores.csv,ok
9990,9990,9990.T,SAC'S BAR HOLDINGS INC.,Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
3683,3683,3683.T,"CYBERLINKS CO.,LTD.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
7444,7444,7444.T,"Harima-Kyowa Co.,LTD.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
3121,3121,3121.T,"MBK Co.,Ltd.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
8079,8079,8079.T,SHOEI FOODS CORPORATION,Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
2146,2146,2146.T,"UT Group Co.,Ltd.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
5542,5542,5542.T,Shinhokoku Material Corp.,Iron and Steel,Standard Market(Domestic),data/processed/scores.csv,ok
1383,1383,1383.T,"Berg Earth co.,ltd.","Fishery, Agriculture and Forestry",Standard Market(Domestic),data/processed/scores.csv,ok
7994,7994,7994.T,OKAMURA CORPORATION,Other Products,Prime Market (Domestic),data/processed/scores.csv,ok
4259,4259,4259.T,ExaWizards Inc.,Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
7500,7500,7500.T,"NISHIKAWA KEISOKU Co.,Ltd.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
7162,7162,7162.T,"ASTMAX Co.,Ltd.",Electric Power and Gas,Standard Market(Domestic),data/processed/scores.csv,ok
5458,5458,5458.T,TAKASAGO TEKKO K.K.,Iron and Steel,Standard Market(Domestic),data/processed/scores.csv,ok
9001,9001,9001.T,"TOBU RAILWAY CO.,LTD.",Land Transportation,Prime Market (Domestic),data/processed/scores.csv,ok
4886,4886,4886.T,"ASKA Pharmaceutical Holdings Co.,Ltd.",Pharmaceutical,Prime Market (Domestic),data/processed/scores.csv,ok
4476,4476,4476.T,AI CROSS Inc.,Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
5592,5592,5592.T,"Kusurinomadoguchi,Inc.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
8051,8051,8051.T,YAMAZEN CORPORATION,Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
2752,2752,2752.T,FUJIO FOOD GROUP INC.,Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
4075,4075,4075.T,"Brains Technology,Inc.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
3289,3289,3289.T,Tokyu Fudosan Holdings Corporation,Real Estate,Prime Market (Domestic),data/processed/scores.csv,ok
7501,7501,7501.T,TIEMCO LTD.,Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
7446,7446,7446.T,"TOHOKU CHEMICAL Co.,LTD.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
9982,9982,9982.T,"Takihyo Co.,Ltd.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
6615,6615,6615.T,"UMC Electronics Co.,Ltd.",Electric Appliances,Prime Market (Domestic),data/processed/scores.csv,ok
4761,4761,4761.T,SAKURA KCS Corporation,Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
1807,1807,1807.T,"WATANABE SATO CO.,LTD.",Construction,Standard Market(Domestic),data/processed/scores.csv,ok
6561,6561,6561.T,"HANATOUR JAPAN CO.,LTD.",Services,Growth Market(Domestic),data/processed/scores.csv,ok
1446,1446,1446.T,"CANDEAL Co.,Ltd.",Construction,Standard Market(Domestic),data/processed/scores.csv,ok
7037,7037,7037.T,teno.Holdings Company Limited,Services,Standard Market(Domestic),data/processed/scores.csv,ok
3546,3546,3546.T,"Alleanza Holdings Co.,Ltd.",Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
8043,8043,8043.T,Starzen Company Limited,Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
3058,3058,3058.T,Sanyodo Holdings Inc.,Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
2376,2376,2376.T,SCINEX CORPORATION,Services,Standard Market(Domestic),data/processed/scores.csv,ok
7976,7976,7976.T,"MITSUBISHI PENCIL COMPANY,LIMITED",Other Products,Prime Market (Domestic),data/processed/scores.csv,ok
9849,9849,9849.T,KYODO PAPER HOLDINGS,Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
7504,7504,7504.T,KOHSOKU CORPORATION,Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
9419,9419,9419.T,"WirelessGate,Inc.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
7459,7459,7459.T,MEDIPAL HOLDINGS CORPORATION,Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
8173,8173,8173.T,Joshin Corporation,Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
4415,4415,4415.T,"BROAD ENTERPRISE CO.,LTD.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
9989,9989,9989.T,"SUNDRUG CO.,LTD.",Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
9216,9216,9216.T,"Bewith,Inc.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
7421,7421,7421.T,"KAPPA・CREATE CO.,LTD.",Retail Trade,Prime Market (Domestic),data/processed/scores.csv,ok
8076,8076,8076.T,CANOX CORPORATION,Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
5257,5257,5257.T,"NOVA SYSTEM CO.,LTD.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
2060,2060,2060.T,"FEED ONE CO.,LTD.",Foods,Prime Market (Domestic),data/processed/scores.csv,ok
1788,1788,1788.T,SANTO CORPORATION,Construction,Standard Market(Domestic),data/processed/scores.csv,ok
2217,2217,2217.T,Morozoff Limited,Foods,Prime Market (Domestic),data/processed/scores.csv,ok
7215,7215,7215.T,"FALTEC Co.,Ltd.",Transportation Equipment,Standard Market(Domestic),data/processed/scores.csv,ok
2334,2334,2334.T,eole Inc.,Services,Growth Market(Domestic),data/processed/scores.csv,ok
