rank,code,ticker,company_name,sector,final_exploratory_weighted_score,bm_score,ep_score,gp_score,piotroski_score,sloan_quality_score,distress_safety_score,liquidity_score,anomaly_penalty,microcap_penalty,one_time_profit_penalty,missingness_penalty,bm_raw,ep_raw,gross_profitability,piotroski_available_ratio,sloan_accruals,avg_daily_value_60d,distress_exclusion_flag,anomaly_flags,gp_missing_review_flag,phase1_top5_flag,phase2_selected_topn_flag,phase3_priority_flag,phase3_handoff_note,market,distress_review_flag,microcap_flag,one_time_profit_suspected,market_equity_final,liquidity_flag,sector_percentile_score,sector_percentile_rank
254,3930,3930.T,"Hatena Co.,Ltd.",Information & Communication,0.9178961840477476,0.8487903225806451,0.6943765281173594,0.9674134419551935,0.4909819639278557,0.9369918699186992,1.0,0.6432865731462926,0.0,0.0,0.0,0.0,1.0272778739162536,0.0842199797476924,0.9409789131751364,0.6666666666666666,-0.1511584321622704,90137698.33333331,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Growth Market(Domestic),False,False,False,2741416000.0,pass,0.9456770820194531,27
10,1515,1515.T,"Nittetsu Mining Co.,Ltd.",Mining,0.980881397611317,1.0,1.0,0.5,0.625,0.25,1.0,0.75,0.0,0.0,0.0,0.0,3.9995725898048793,0.2524422441216311,0.1425228683606809,0.8333333333333334,-0.0345753965888674,2948757588.3333335,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,37996810056.0,pass,0.9448647183246309,28
34,1723,1723.T,"NIHON DENGI CO.,LTD.",Construction,0.9601875907509162,0.6492537313432836,0.9323308270676691,0.9552238805970149,0.48880597014925375,0.7669172932330828,1.0,0.7238805970149254,0.0,0.0,0.0,0.0,1.107349189413224,0.1796200925824799,0.3527587641341754,0.6666666666666666,-0.0348003680224857,641578548.3333334,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Standard Market(Domestic),False,False,False,35708700000.0,pass,0.9441266934950832,29
32,4204,4204.T,"Sekisui Chemical Co.,Ltd.",Chemicals,0.9615015256342816,0.3837837837837838,0.7,0.8486486486486486,0.6054054054054054,0.47540983606557374,1.0,0.972972972972973,0.0,0.0,0.0,0.0,0.8996711203175161,0.0905803435205945,0.3118542980560914,0.8333333333333334,-0.026291472692984,7323462598.333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,928523747328.0,pass,0.9436540988075177,30
18,6454,6454.T,"MAX CO.,LTD.",Machinery,0.9700994129050016,0.6808510638297872,0.8908045977011494,0.925531914893617,0.9202127659574468,0.6382978723404256,1.0,0.7180851063829787,0.0,0.0,0.0,0.0,1.4066745456714502,0.148993358945584,0.3522963462294661,1.0,-0.0272563411386444,539091076.6666666,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,75379198640.0,pass,0.9431102180309702,31
426,9304,9304.T,Shibusawa Logistics Corporation,Warehousing and Harbor Transportation Service,0.903363143372109,1.0,0.967741935483871,0.3548387096774194,0.8709677419354839,0.22580645161290325,1.0,0.8064516129032258,0.0,0.0,0.0,0.0,3.221508242850255,0.2456271821827871,0.0753537796093523,1.0,-0.0118930752591022,145991053.33333334,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,20278700247.0,pass,0.9426869204540664,32
90,4521,4521.T,"KAKEN PHARMACEUTICAL CO.,LTD.",Pharmaceutical,0.9435409573108292,0.6956521739130435,0.8888888888888888,0.7,0.8617021276595744,0.9574468085106383,1.0,0.7872340425531915,0.0,0.0,0.0,0.0,1.0235823318430946,0.1096981169143823,0.3073804497379504,0.8333333333333334,-0.0736427792125288,515517875.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,149947879350.0,pass,0.9416710928143651,33
40,2212,2212.T,"YAMAZAKI BAKING CO.,LTD.",Foods,0.9576135902476718,0.4485981308411215,0.61,0.7757009345794392,0.6728971962616822,0.6822429906542056,1.0,0.9626168224299065,0.0,0.0,0.0,0.0,0.8400760054843739,0.0714683279819037,0.4531366515798815,0.8333333333333334,-0.0388169447605016,2279715938.3333335,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,608073551280.0,pass,0.9416591153200818,34
27,5406,5406.T,"Kobe Steel,Ltd.",Iron and Steel,0.9631605648962672,0.4857142857142857,0.7272727272727273,0.6285714285714286,0.9,0.32352941176470584,1.0,1.0,0.0,0.0,0.0,0.0,1.5960241103581545,0.1558519977682185,0.1463888763021639,1.0,-0.0094520108755603,4657884126.666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,775087915008.0,pass,0.9409206650554133,35
138,4651,4651.T,SANIX HOLDINGS INCORPORATED,Services,0.9328664141305262,0.6823266219239373,0.8746803069053708,0.6085972850678733,0.21316964285714285,0.5398633257403189,1.0,0.8772321428571429,0.0,0.0,0.0,0.0,0.8864321719046249,0.1297834320517194,0.453035056608921,0.5,-0.0314860092366204,307577845.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Standard Market(Domestic),False,False,False,11472959040.0,pass,0.940054440092208,36
13,6745,6745.T,HOCHIKI CORPORATION,Electric Appliances,0.9767186795769388,0.7301587301587301,0.89375,0.8842105263157894,0.9289473684210526,0.7089947089947091,1.0,0.6736842105263158,0.0,0.0,0.0,0.0,1.2254997659566285,0.1588247366139235,0.4143996430762366,1.0,-0.047870637207813,705398966.8503824,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,48405558000.0,pass,0.9349696745206879,37
158,9699,9699.T,"NISHIO HOLDINGS CO.,LTD.",Services,0.9293187477768948,0.8903803131991052,0.8260869565217391,0.36425339366515835,0.9084821428571429,0.7790432801822323,1.0,0.8236607142857143,0.0,0.0,0.0,0.0,1.354737694872295,0.1175421253411569,0.293005136899896,1.0,-0.0667989924193331,172423258.33333334,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,103554363720.0,pass,0.934890055833271,38
157,6039,6039.T,"Japan Animal Referral Medical Center Co.,Ltd.",Services,0.9296012017961156,0.9485458612975392,0.9872122762148338,0.19230769230769232,0.9084821428571429,0.8792710706150342,1.0,0.8325892857142857,0.0,0.0,0.0,0.0,1.6266100138769692,0.2042735983759178,0.2093435944196975,1.0,-0.097170269728149,185675618.33333337,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Growth Market(Domestic),False,False,False,2550412800.0,pass,0.9346078399333382,39
128,1980,1980.T,"DAI-DAN CO.,LTD.",Construction,0.9342203005865172,0.6119402985074627,0.9097744360902256,0.7388059701492538,0.2574626865671642,0.443609022556391,1.0,0.835820895522388,0.0,0.0,0.0,0.0,1.031508979804418,0.1653724082780776,0.1920449214849356,0.5,0.0271695462696415,1721383641.6666667,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,105870139900.0,pass,0.9342980162372718,40
236,3660,3660.T,istyle Inc.,Information & Communication,0.9194912335246956,0.41330645161290325,0.4621026894865526,0.955193482688391,0.9448897795591182,0.5223577235772358,1.0,0.8917835671342685,0.0,0.0,0.0,0.0,0.4700105631979176,0.0645031254485764,0.8564492355712263,1.0,-0.0256606419941984,526125480.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,36184293145.0,pass,0.9313683131119728,41
31,3863,3863.T,"Nippon Paper Industries Co.,Ltd.",Pulp and Paper,0.9615501648673708,0.9166666666666666,0.6363636363636364,0.125,0.6041666666666666,0.5416666666666667,1.0,0.9583333333333334,0.0,0.0,0.0,0.0,3.606671276476924,0.134407125336515,0.1121711399230203,0.8333333333333334,-0.0313100423839725,1578237018.3333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,141525235008.0,pass,0.9310882587318696,42
79,9274,9274.T,"KPP GROUP HOLDINGS CO.,LTD.",Wholesale Trade,0.944817564113154,0.6311787072243346,0.7729083665338645,0.8106060606060606,0.7329545454545454,0.553030303030303,1.0,0.7803030303030303,0.0,0.0,0.0,0.0,1.3190651041412866,0.1222739202966637,0.3667703495391083,0.8333333333333334,-0.0091214863113105,270670861.6666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,65361444048.0,pass,0.9300981303449138,43
45,2918,2918.T,"WARABEYA NICHIYO HOLDINGS CO.,LTD.",Foods,0.9548306099288242,0.6915887850467289,0.86,0.6635514018691588,0.37383177570093457,0.9065420560747663,1.0,0.7850467289719626,0.0,0.0,0.0,0.0,1.3484299567485671,0.1218190170322336,0.3336243215546362,0.6666666666666666,-0.0898206673817279,376477828.3333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,46076549760.0,pass,0.9299307604408733,44
71,2267,2267.T,"YAKULT HONSHA CO.,LTD.",Foods,0.9466190902028716,0.411214953271028,0.59,0.6728971962616822,0.37383177570093457,0.6448598130841121,1.0,1.0,0.0,0.0,0.0,0.0,0.7837608494669953,0.0681700063568236,0.3419115903077227,0.6666666666666666,-0.0352650177927348,4761358286.666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,803197812736.0,pass,0.9297482191480968,45
136,9470,9470.T,"GAKKEN HOLDINGS CO.,LTD.",Information & Communication,0.932935039428618,0.9596774193548387,0.8875305623471883,0.5417515274949084,0.9448897795591182,0.5142276422764227,1.0,0.6913827655310621,0.0,0.0,0.0,0.0,1.52597030210713,0.1215213356220572,0.3947943158469474,1.0,-0.0228300013337878,121937936.66666669,False,,False,True,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,38972580212.0,pass,0.9297019791823177,46
154,2379,2379.T,dip Corporation,Services,0.9299627362330708,0.3087248322147651,0.4219948849104859,0.9457013574660633,0.4419642857142857,0.8314350797266514,1.0,0.9486607142857143,0.0,0.0,0.0,0.0,0.4545114267440464,0.0646274320329389,0.971554483506279,0.6666666666666666,-0.0797376242962509,831188383.3333334,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,92159936000.0,pass,0.9290818069025382,47
22,2602,2602.T,"The Nisshin OilliO Group,Ltd.",Foods,0.965679975275605,1.0,0.99,0.19626168224299065,0.6728971962616822,0.4672897196261683,1.0,0.8130841121495327,0.0,0.0,0.0,0.0,3.5048336109921365,0.2500798555060067,0.1922214853770505,0.8333333333333334,-0.0179748168521576,538747864.448649,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,56517946923.0,pass,0.9288773849955724,48
43,3405,3405.T,"KURARAY CO.,LTD.",Chemicals,0.9561473100492096,0.7027027027027027,0.5882352941176471,0.44324324324324327,0.13783783783783785,0.7377049180327868,1.0,0.9351351351351351,0.0,0.0,0.0,0.0,1.5276641889637002,0.0774720501138713,0.1891107938483066,0.5,-0.0464738593212676,2948053131.6666665,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,494333116830.0,pass,0.9281467172545458,49
112,2433,2433.T,HAKUHODO DY HOLDINGS INCORPORATED,Services,0.9377333374949984,0.7628635346756152,0.12276214833759591,0.47737556561085975,0.21316964285714285,0.7813211845102506,1.0,0.9575892857142857,0.0,0.0,0.0,0.0,0.9960339045325776,0.0301327210640666,0.380500308991412,0.5,-0.0670735011665519,1050303739.1666666,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,415329235398.0,pass,0.9269359593856004,50
62,7552,7552.T,HAPPINET CORPORATION,Wholesale Trade,0.9484991509331058,0.33079847908745247,0.7450199203187251,0.8181818181818182,0.7329545454545454,0.9507575757575758,1.0,0.9128787878787878,0.0,0.0,0.0,0.0,0.884905661906876,0.1159380280562716,0.3699239205612094,0.8333333333333334,-0.0921968603507517,648253933.3333334,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,62912921000.0,pass,0.9268666241895009,51
192,3479,3479.T,TKP Corporation,Real Estate,0.9244473905126378,0.5691056910569106,0.9322033898305084,0.8211382113821138,0.8089430894308943,0.6147540983606558,1.0,0.7642276422764228,0.0,0.0,0.0,0.0,0.963880032219222,0.2285870198030229,0.2834106911870577,0.8333333333333334,-0.0025731834590839,323165016.6666667,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Growth Market(Domestic),False,False,False,59456569370.0,pass,0.9267623549483196,52
109,4540,4540.T,TSUMURA & CO.,Pharmaceutical,0.9385724802621788,0.7608695652173914,0.9629629629629629,0.35,0.8617021276595744,0.36170212765957444,1.0,0.8723404255319149,0.0,0.0,0.0,0.0,1.1580357383101123,0.1211077149849444,0.1950622335156552,0.8333333333333334,0.0015683919725217,1211252031.6666667,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,285060287070.0,pass,0.9257746670873612,53
44,2220,2220.T,"KAMEDA SEIKA CO.,LTD.",Foods,0.9559889343086112,0.9813084112149533,0.98,0.32710280373831774,0.9345794392523364,0.5981308411214954,1.0,0.7383177570093458,0.0,0.0,0.0,0.0,3.1319405674705356,0.2334626960239987,0.2265747364001873,1.0,-0.0291359075507832,259911348.64074707,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,25194603250.0,pass,0.9254497456602568,54
42,6457,6457.T,GLORY LTD.,Machinery,0.9562915584328152,0.4946808510638298,0.7586206896551724,0.9361702127659575,0.675531914893617,0.8031914893617021,1.0,0.7712765957446809,0.0,0.0,0.0,0.0,1.0275330080484286,0.1061018465274201,0.353628963783949,0.8333333333333334,-0.0470460325268204,805967148.3333334,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,229741524750.0,pass,0.9252523015225298,55
5,7419,7419.T,"Nojima Co.,Ltd.",Retail Trade,0.9898935704779284,0.7959183673469388,0.9768339768339769,0.21621621621621623,0.7364864864864865,0.39322033898305087,1.0,0.9054054054054054,0.0,0.0,0.0,0.0,1.4375356459111268,0.2251948479761692,0.394318782962761,0.8333333333333334,-0.0195499046929336,1256600990.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,144905624144.0,pass,0.9240561665465261,56
110,2733,2733.T,ARATA CORPORATION,Wholesale Trade,0.9383870156302972,0.6806083650190115,0.7888446215139442,0.7424242424242424,0.7329545454545454,0.428030303030303,1.0,0.7651515151515151,0.0,0.0,0.0,0.0,1.3949156080552183,0.1240688256278769,0.3086697377200636,0.8333333333333334,0.0018832391713747,256909288.33333337,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,83558459972.0,pass,0.9238892926661064,57
