rank,code,ticker,company_name,sector,final_exploratory_weighted_score,bm_score,ep_score,gp_score,piotroski_score,sloan_quality_score,distress_safety_score,liquidity_score,anomaly_penalty,microcap_penalty,one_time_profit_penalty,missingness_penalty,bm_raw,ep_raw,gross_profitability,piotroski_available_ratio,sloan_accruals,avg_daily_value_60d,distress_exclusion_flag,anomaly_flags,gp_missing_review_flag,phase1_top5_flag,phase2_selected_topn_flag,phase3_priority_flag,phase3_handoff_note,market,distress_review_flag,microcap_flag,one_time_profit_suspected,market_equity_final,liquidity_flag,robust_zscore_score,robust_zscore_rank
16,5021,5021.T,"COSMO ENERGY HOLDINGS COMPANY,LIMITED",Oil and Coal Products,0.9721323301961704,0.578375026870284,0.928156970873233,0.18697445305826849,0.6666666666666665,0.5140552818551215,1.0,1.0,0.0,0.0,0.0,0.0,2.317108126436069,0.2652364451583565,0.1422708377287449,0.6666666666666666,-0.0256991626735388,3314935555.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,305327572731.0,pass,0.9282265131697441,11
139,2685,2685.T,"and ST HD Co.,Ltd.",Retail Trade,0.9328174060099526,0.12878678773696792,0.2185063851113293,1.0,0.6666666666666665,0.6258135268751168,1.0,1.0,0.0,0.0,0.0,0.0,0.5414170118514697,0.0628475951574161,1.1421381226106329,0.6666666666666666,-0.0778247326269011,655337998.3333334,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,151127501000.0,pass,0.9270012489206422,12
77,5463,5463.T,Maruichi Steel Tube Ltd.,Iron and Steel,0.945520995557634,0.6507960627213101,0.7161899823666686,0.15332565161833475,0.6666666666666665,0.45817855702944754,1.0,1.0,0.0,0.0,0.0,0.0,2.6031418316717323,0.2047845045798145,0.1029147107608884,0.6666666666666666,0.0003625039904673,926629076.6666666,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,138189166500.0,pass,0.9244872547216566,13
176,7606,7606.T,UNITED ARROWS LTD.,Retail Trade,0.9272278893721604,0.1327561009967271,0.22697813583927248,1.0,0.5,0.5455087261803311,1.0,0.9759997991286654,0.0,0.0,0.0,0.0,0.5570941885942252,0.0652636967174285,1.120997405263608,0.5,-0.0403694781581329,552891135.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,68430080192.0,pass,0.9193398752133703,14
4,9507,9507.T,"Shikoku Electric Power Company,Incorporated",Electric Power and Gas,0.9898966402528044,0.3768293587874171,0.8269391655064466,0.37251905885708075,1.0,0.5199451844003552,1.0,1.0,0.0,0.0,0.0,0.0,1.5210845189509965,0.236369625854869,0.3592865040089916,1.0,-0.0284462935638381,1122384626.6666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,289821502032.0,pass,0.9188219045832063,15
231,9861,9861.T,"YOSHINOYA HOLDINGS CO.,LTD.",Retail Trade,0.92015426491414,0.07669242094408331,0.07938218060295435,1.0,1.0,0.6339845991637277,1.0,1.0,0.0,0.0,0.0,0.0,0.3356654014170914,0.0231700576161553,1.121418957892713,1.0,-0.0816358322025768,1260047870.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,204703850054.0,pass,0.9161678853777776,16
5,7419,7419.T,"Nojima Co.,Ltd.",Retail Trade,0.9898935704779284,0.35567557229659746,0.7877562378533588,0.4024710457349186,0.8333333333333334,0.5008711520565885,1.0,1.0,0.0,0.0,0.0,0.0,1.4375356459111268,0.2251948479761692,0.394318782962761,0.8333333333333334,-0.0195499046929336,1256600990.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,144905624144.0,pass,0.9159348809740031,17
238,4776,4776.T,"Cybozu,Inc.",Information & Communication,0.9193721157045376,0.02926333338180263,0.2048792378022665,1.0,0.8333333333333334,0.759881087752061,1.0,1.0,0.0,0.0,0.0,0.0,0.1483397509073074,0.0589611998975382,1.117916390179164,0.8333333333333334,-0.140355671813692,1370849053.3333333,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,120095927700.0,pass,0.9156990619043461,18
11,8111,8111.T,Goldwin Inc.,Textiles and Apparels,0.9776799340054664,0.28901388731026,0.8854162584237248,0.455916252084795,0.5,0.45873538651756673,1.0,1.0,0.0,0.0,0.0,0.0,1.1742490396118532,0.2530470045879811,0.4568290726883487,0.5,0.0001027911215881,1059624842.5,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,96630268514.0,pass,0.9136505578350013,19
154,2379,2379.T,dip Corporation,Services,0.9299627362330708,0.10678311341637116,0.22474715519955069,0.8959974917567424,0.6666666666666665,0.629914804157479,1.0,1.0,0.0,0.0,0.0,0.0,0.4545114267440464,0.0646274320329389,0.971554483506279,0.6666666666666666,-0.0797376242962509,831188383.3333334,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,92159936000.0,pass,0.9124944173558918,20
103,9115,9115.T,"Meiji Shipping Group Co.,Ltd.",Marine Transportation,0.9400692778692266,0.6046285076835811,0.6189187935548806,0.11315378229121377,0.6666666666666665,0.6360484790185251,1.0,1.0,0.0,0.0,0.0,0.0,2.4207987227402694,0.1770432408694408,0.0559291088339798,0.6666666666666666,-0.0825984539199036,694251050.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Standard Market(Domestic),False,False,False,37679540700.0,pass,0.9119623939668428,21
265,3046,3046.T,JINS HOLDINGS Inc.,Retail Trade,0.9168395001677792,0.033624532969220855,0.15048724860177873,1.0,1.0,0.5433670501804126,1.0,1.0,0.0,0.0,0.0,0.0,0.1655647196281022,0.0434488726136378,1.3101648636505028,1.0,-0.0393705712575171,1699515383.3333333,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,191719589000.0,pass,0.9117696946986599,22
382,3097,3097.T,The Monogatari Corporation,Retail Trade,0.9064248368082026,0.04791730579801763,0.12070318844693097,0.9967542240589703,0.6666666666666665,0.6324309952123166,1.0,1.0,0.0,0.0,0.0,0.0,0.2220153727052278,0.0349546054291379,1.0894010212627996,0.6666666666666666,-0.0809112101271799,838203425.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,181807230320.0,pass,0.9110120816107314,23
8,4022,4022.T,"Rasa Industries,Ltd.",Chemicals,0.9826186177217648,0.4437243913668139,0.701218876899923,0.24501264322158228,1.0,0.5496523139457496,1.0,1.0,0.0,0.0,0.0,0.0,1.7852927535571048,0.2005148190762024,0.2101531480431083,1.0,-0.0423021040139306,2427613683.3333335,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,15614806000.0,pass,0.9088462674868617,24
244,3923,3923.T,"RAKUS Co.,Ltd.",Information & Communication,0.9187534852583408,0.021265145791741366,0.14721263830504475,1.0,0.8333333333333334,0.5402767409847757,1.0,1.0,0.0,0.0,0.0,0.0,0.1167501553613234,0.0425149698938286,1.1470904151134138,0.8333333333333334,-0.0379292088942671,2854616212.4676514,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,188239578200.0,pass,0.9085747930622555,25
2,7211,7211.T,MITSUBISHI MOTORS CORPORATION,Transportation Equipment,0.9931305702633936,0.5198948228139958,0.3786846082122483,0.26809450314459,0.8333333333333334,0.5710889983629095,1.0,1.0,0.0,0.0,0.0,0.0,2.08613505000056,0.1085296350500257,0.2371500267107117,0.8333333333333334,-0.0523004660404182,5211658271.408691,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,466683592704.0,pass,0.9071496474478765,26
218,8835,8835.T,TAIHEIYO KOUHATSU INCORPORATED,Wholesale Trade,0.9216017522369396,0.6782528826357866,0.25038175828927095,0.1435950519958884,0.5,0.4811383201880755,1.0,1.0,0.0,0.0,0.0,0.0,2.7115851291451527,0.0719382945104057,0.0915336600896485,0.5,-0.0103462427371103,627204008.3333334,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Standard Market(Domestic),False,False,False,5935642524.0,pass,0.905936698741611,27
561,9279,9279.T,GIFT HOLDINGS INC.,Retail Trade,0.8950752795229056,0.024777264545699493,0.09458656370248429,0.9957773107535719,0.5,0.6676958452808732,1.0,1.0,0.0,0.0,0.0,0.0,0.1306215993225611,0.0275062727510781,1.0882584092695469,0.5,-0.0973592172412367,656858308.3333334,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,79466819070.0,pass,0.9057848673419996,28
29,1414,1414.T,"SHO-BOND Holdings Co.,Ltd.",Construction,0.9623996869718898,0.41385312134146474,0.8257385135398342,0.24078039632973683,0.8333333333333334,0.36654569562473,1.0,1.0,0.0,0.0,0.0,0.0,1.667313357860232,0.2360272058306353,0.2052030505981185,0.8333333333333334,0.0431013204985807,1236836335.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,63810440610.0,pass,0.9054676281842353,29
69,5410,5410.T,"Godo Steel,Ltd.",Iron and Steel,0.9467916360438228,0.888952966599322,1.0,0.18724554223654621,0.6666666666666665,0.5225936692339146,1.0,0.7232833236695144,0.0,0.0,0.0,0.0,3.543764964759882,0.298414838367115,0.1425879075696709,0.6666666666666666,-0.0296815830177609,409730553.3333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,38024248600.0,pass,0.905435903549544,30
190,3092,3092.T,"ZOZO,Inc.",Retail Trade,0.9251012754049792,0.021747343062025488,0.17662393486760603,0.9681270094656736,0.5,0.6341822503265375,1.0,1.0,0.0,0.0,0.0,0.0,0.1186546389171456,0.050902926738735,1.055918215217507,0.5,-0.0817280194010386,5356770378.154297,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,900242931712.0,pass,0.9053086604195972,31
2598,9501,9501.T,"Tokyo Electric Power Company Holdings,Incorporated",Electric Power and Gas,0.6399215330444228,1.0,0.6316778506863265,0.5,0.8333333333333334,0.4790785976887905,1.0,1.0,0.0,0.0,0.0,0.1666666666666666,4.226769719047491,0.1806820610884888,,0.8333333333333334,-0.0093855600671043,35605341998.17322,False,,True,False,False,reference,Phase3 review required: Gross Profitability is missing.,Prime Market (Domestic),False,False,False,895750242304.0,pass,0.9046707224919748,32
13,6745,6745.T,HOCHIKI CORPORATION,Electric Appliances,0.9767186795769388,0.30199008774421965,0.5550379413410678,0.4196398305407326,1.0,0.5615913584039818,1.0,1.0,0.0,0.0,0.0,0.0,1.2254997659566285,0.1588247366139235,0.4143996430762366,1.0,-0.047870637207813,705398966.8503824,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,48405558000.0,pass,0.90227987123578,33
403,3399,3399.T,Maruchiyo Yamaokaya Corporation,Retail Trade,0.9049878414987936,0.033106566690465536,0.20689475547044114,1.0,0.8333333333333334,0.6497451725631148,1.0,0.944341051942953,0.0,0.0,0.0,0.0,0.1635189630028548,0.0595360156043138,1.63386860885885,0.8333333333333334,-0.0889867786234683,534956868.3333333,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Standard Market(Domestic),False,False,False,61949023000.0,pass,0.9005095133368688,34
331,7685,7685.T,"BuySell Technologies Co.,Ltd.",Wholesale Trade,0.9108547067359196,0.03496436441575176,0.14547054328582162,0.8979678992203937,1.0,0.5543084395948636,1.0,1.0,0.0,0.0,0.0,0.0,0.170856510176788,0.0420181329791456,0.973859100699147,1.0,-0.0444737845301298,1251450550.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Growth Market(Domestic),False,False,False,125424111600.0,pass,0.9003998062114281,35
15,8273,8273.T,"IZUMI CO.,LTD.",Retail Trade,0.973295317931272,0.4074278891453638,0.3178602934181324,0.3500909839790029,0.8333333333333334,0.6146654568944933,1.0,1.0,0.0,0.0,0.0,0.0,1.6419362978602792,0.0911828402044191,0.333054301827232,0.8333333333333334,-0.0726251207189295,647097245.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,187546252800.0,pass,0.8985155118730493,36
49,6196,6196.T,"Strike Group Co.,Ltd.",Services,0.9530167069791876,0.21876478386884898,0.6892829954455202,0.4768387930654496,0.6666666666666665,0.38010636063939923,1.0,1.0,0.0,0.0,0.0,0.0,0.8967935860863916,0.1971107645037531,0.4813003805533472,0.6666666666666666,0.0367764413569139,648150802.1563721,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,23945891600.0,pass,0.8974853333696812,37
148,2726,2726.T,"PAL GROUP Holdings CO.,LTD",Retail Trade,0.9307435832021256,0.08429058334414759,0.26409534920259686,0.7568849345139012,1.0,0.5064306155444988,1.0,1.0,0.0,0.0,0.0,0.0,0.3656750597813177,0.0758493430602375,0.8088464157183154,1.0,-0.0221429142994318,1488770916.6666667,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,235638164800.0,pass,0.8959081060104003,38
41,3608,3608.T,"TSI HOLDINGS CO.,LTD.",Textiles and Apparels,0.957038447109566,0.35826537260747593,0.19200353607878967,0.5142056218866,0.16666666666666666,0.3024525310355607,1.0,1.0,0.0,0.0,0.0,0.0,1.4477643062725285,0.0552891132156512,0.5250051663566853,0.1666666666666666,0.072995246747399,596071966.6666666,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,68603017473.0,pass,0.8946145787886967,39
216,9936,9936.T,OHSHO FOOD SERVICE CORP.,Retail Trade,0.9217305893226574,0.11572433228521573,0.1848635192232212,0.7342482573934768,0.8333333333333334,0.53063054920041,1.0,1.0,0.0,0.0,0.0,0.0,0.4898256131862223,0.0532528155934427,0.7823702293236195,0.8333333333333334,-0.0334300934639063,707268498.3333334,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,151560061380.0,pass,0.8934485405717849,40
17,1909,1909.T,"Nippon Dry-Chemical CO.,LTD.",Machinery,0.9706087518853452,0.299189736265908,0.584742510314059,0.3139876309020828,1.0,0.6525324988734805,1.0,1.0,0.0,0.0,0.0,0.0,1.2144395139194808,0.1672963333050793,0.2908272956083912,1.0,-0.0902868256360876,1098486153.3333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Standard Market(Domestic),False,False,False,25129170000.0,pass,0.8927012646720482,41
34,1723,1723.T,"NIHON DENGI CO.,LTD.",Construction,0.9601875907509162,0.27207547634337254,0.6279541941096604,0.3669379552317513,0.6666666666666665,0.5335684447476318,1.0,1.0,0.0,0.0,0.0,0.0,1.107349189413224,0.1796200925824799,0.3527587641341754,0.6666666666666666,-0.0348003680224857,641578548.3333334,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Standard Market(Domestic),False,False,False,35708700000.0,pass,0.8923523247109968,42
39,4922,4922.T,KOSE Holdings Corporation,Chemicals,0.9581383359160324,0.24423943028277292,0.18277762033420797,0.5607269280589832,0.6666666666666665,0.43160663266860233,1.0,1.0,0.0,0.0,0.0,0.0,0.9974081025416932,0.0526579275093127,0.5794171618537364,0.6666666666666666,0.0127560119756623,1676975191.6666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,305576021714.0,pass,0.8891357595416305,43
14,9831,9831.T,"YAMADA HOLDINGS CO.,LTD.",Retail Trade,0.97563391443188,0.3794838310936576,0.22649820735302414,0.3604604404880612,0.6666666666666665,0.4985344077797521,1.0,1.0,0.0,0.0,0.0,0.0,1.5315686074520405,0.0651268234781706,0.3451825687934912,0.6666666666666666,-0.0184600152870686,2204535293.9248657,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,421316418252.7201,pass,0.8886386950867984,44
18,6454,6454.T,"MAX CO.,LTD.",Machinery,0.9700994129050016,0.34786183284579286,0.5205654744974091,0.36654259599656686,1.0,0.517393903046196,1.0,0.9516390284295706,0.0,0.0,0.0,0.0,1.4066745456714502,0.148993358945584,0.3522963462294661,1.0,-0.0272563411386444,539091076.6666666,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,75379198640.0,pass,0.8883277678366104,45
27,5406,5406.T,"Kobe Steel,Ltd.",Iron and Steel,0.9631605648962672,0.3958033563849644,0.5446144132506521,0.19049530414181481,1.0,0.4792210695263138,1.0,1.0,0.0,0.0,0.0,0.0,1.5960241103581545,0.1558519977682185,0.1463888763021639,1.0,-0.0094520108755603,4657884126.666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,775087915008.0,pass,0.887936022957781,46
125,7581,7581.T,"SAIZERIYA CO.,LTD.",Retail Trade,0.9347522580451564,0.10456228539440883,0.14707244181211024,0.707917076597789,0.6666666666666665,0.627444632510364,1.0,1.0,0.0,0.0,0.0,0.0,0.4457400572055082,0.0424749865449123,0.7515728977616455,0.6666666666666666,-0.0785855025448269,2746001683.3333335,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,262837046180.0,pass,0.8875125872537135,47
48,9101,9101.T,Nippon Yusen Kabushiki Kaisha,Marine Transportation,0.9539927668401804,0.34494782023536297,0.7998217122509726,0.14901903276916184,1.0,0.46984728854218005,1.0,1.0,0.0,0.0,0.0,0.0,1.395165378282858,0.2286358618174065,0.0978776267942344,1.0,-0.0050799515583391,23408384221.666668,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,2128760537088.0,pass,0.8871175740588745,48
198,4927,4927.T,POLA ORBIS HOLDINGS INC.,Chemicals,0.9236345120883036,0.13805763456478434,0.152162683047116,0.6626558463453114,0.8333333333333334,0.5242197331438685,1.0,1.0,0.0,0.0,0.0,0.0,0.578033094978028,0.0439266982611425,0.6986347053651734,0.8333333333333334,-0.0304400014062366,733567020.8333334,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,283995849764.0,pass,0.8869929771916442,49
35,2121,2121.T,"MIXI,Inc.",Information & Communication,0.9596757617725497,0.24125667757401423,0.3344306038338511,0.4673186360439407,0.6666666666666665,0.5563387185452233,1.0,1.0,0.0,0.0,0.0,0.0,0.9856274396574592,0.0959086110788211,0.4701654666051857,0.6666666666666666,-0.0454207343272824,757822020.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,183977223750.0,pass,0.8867973639608772,50
441,2222,2222.T,"Kotobuki Spirits Co.,Ltd.",Foods,0.9023860770949604,0.023679301183890684,0.1314176801453293,0.8022849237646509,1.0,0.5060634779040072,1.0,1.0,0.0,0.0,0.0,0.0,0.1262850895654072,0.0380103256620118,0.8619469026548673,1.0,-0.0219716762958417,1111039233.3333333,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,318913342332.0,pass,0.8866312970258399,51
106,8061,8061.T,SEIKA CORPORATION,Wholesale Trade,0.9391970075252204,0.30639957819468033,0.7192361855446759,0.2320705962352309,0.8333333333333334,0.46218810206766436,1.0,1.0,0.0,0.0,0.0,0.0,1.242915463991396,0.205653266714921,0.1950159418835354,0.8333333333333334,-0.0015076025089085,724336140.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,38350959000.0,pass,0.886124850292737,52
20,1911,1911.T,"Sumitomo Forestry Co.,Ltd.",Construction,0.967053585110056,0.356572584716771,0.6129559622649432,0.23973534521216877,0.33333333333333326,0.4202351640058879,1.0,1.0,0.0,0.0,0.0,0.0,1.4410784809889408,0.1753426707695453,0.2039807436299393,0.3333333333333333,0.0180598200763061,5753079290.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,788843921408.0,pass,0.8849940642901304,53
52,2730,2730.T,EDION Corporation,Retail Trade,0.9525879265963668,0.22380833369542263,0.20157451903505172,0.5035446455653102,1.0,0.5405029645242522,1.0,1.0,0.0,0.0,0.0,0.0,0.9167135613737252,0.0580187103903182,0.5125359335832395,1.0,-0.0380347226389574,1040772180.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,245300178240.0,pass,0.8848467616393638,54
236,3660,3660.T,istyle Inc.,Information & Communication,0.9194912335246956,0.11070734855453766,0.22431129007947864,0.7975845143917626,1.0,0.5139726927625914,1.0,0.9287513043530217,0.0,0.0,0.0,0.0,0.4700105631979176,0.0645031254485764,0.8564492355712263,1.0,-0.0256606419941984,526125480.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,36184293145.0,pass,0.8845783640337452,55
19,8060,8060.T,Canon Marketing Japan Inc.,Wholesale Trade,0.9691231173106468,0.26399422645623255,0.37670732152407854,0.39509591374802416,0.6666666666666665,0.47615491234275176,1.0,1.0,0.0,0.0,0.0,0.0,1.075431531498073,0.1079657226303506,0.3856927214550711,0.6666666666666666,-0.0080219133401957,1918739823.3333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,384788792108.0,pass,0.8824550972073418,56
12,9684,9684.T,"SQUARE ENIX HOLDINGS CO.,LTD.",Information & Communication,0.9776603468283108,0.2808411751683807,0.2828701099803804,0.39952350756394517,0.6666666666666665,0.5540506995680415,1.0,1.0,0.0,0.0,0.0,0.0,1.1419701429032374,0.0812038123146788,0.3908712995001922,0.6666666666666666,-0.0443535710658302,3615485590.8333335,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,300971091176.0,pass,0.8824469201365263,57
68,9104,9104.T,"Mitsui O.S.K.Lines,Ltd.",Marine Transportation,0.947350533257788,0.3646233229362414,0.806621958949563,0.11396499876871681,0.5,0.4312824378709286,1.0,1.0,0.0,0.0,0.0,0.0,1.4728756301975552,0.2305752586651844,0.0568779194103095,0.5,0.0129072208515858,31165115151.666668,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,1849591332864.0,pass,0.8818706997996812,58
