effective_date,code,ticker,company_name,market,sector_33_code,sector_33,sector_17_code,sector_17,scale_category_code,scale_category,is_financial
20260430,5962,5962.T,"ASAKA INDUSTRIAL CO.,LTD.",Standard Market(Domestic),3800,Other Products,10,"IT & SERVICES, OTHERS",-,,False
20260430,5965,5965.T,FUJIMAK CORPORATION,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5966,5966.T,"KYOTO TOOL CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5967,5967.T,"TONE CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5969,5969.T,"LOBTEX Co.,Ltd.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5970,5970.T,G-TEKT CORPORATION,Prime Market (Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,6,TOPIX Small 1,False
20260430,5971,5971.T,"KYOWAKOGYOSYO CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5973,5973.T,TOAMI CORPORATION,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5974,5974.T,"CHUGOKUKOGYO CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5975,5975.T,Topre Corporation,Prime Market (Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,6,TOPIX Small 1,False
20260430,5976,5976.T,"Neturen Co.,Ltd.",Prime Market (Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,7,TOPIX Small 2,False
20260430,5981,5981.T,"TOKYO ROPE MFG.CO.,LTD",Prime Market (Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,7,TOPIX Small 2,False
20260430,5982,5982.T,"MARUZEN CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5983,5983.T,IWABUCHI CORPORATION,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5984,5984.T,KANEFUSA CORPORATION,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5985,5985.T,SUNCALL CORPORATION,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,7,TOPIX Small 2,False
20260430,5986,5986.T,"MOLITEC STEEL CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5987,5987.T,ONEX Corporation,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5988,5988.T,"PIOLAX,INC.",Prime Market (Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,6,TOPIX Small 1,False
20260430,5989,5989.T,"H-ONE CO.,LTD.",Prime Market (Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,7,TOPIX Small 2,False
20260430,5990,5990.T,"SUPER TOOL CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5991,5991.T,"NHK SPRING CO.,LTD.",Prime Market (Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,4,TOPIX Mid400,False
20260430,5992,5992.T,"CHUO SPRING CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,7,TOPIX Small 2,False
20260430,5994,5994.T,"FINE SINTER CO.,LTD.",Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5997,5997.T,KYORITSU AIR TECH INC.,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,5998,5998.T,Advanex Inc.,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False
20260430,6005,6005.T,"MIURA CO.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,4,TOPIX Mid400,False
20260430,6013,6013.T,"TAKUMA CO.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6016,6016.T,Japan Engine Corporation,Standard Market(Domestic),3700,Transportation Equipment,6,AUTOMOBILES & TRANSPORTATION EQUIPMENT,-,,False
20260430,6018,6018.T,"THE HANSHIN DIESEL WORKS,LTD.",Standard Market(Domestic),3700,Transportation Equipment,6,AUTOMOBILES & TRANSPORTATION EQUIPMENT,-,,False
20260430,6022,6022.T,Akasaka Diesels Ltd.,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6023,6023.T,"DAIHATSU INFINEARTH MFG.CO.,LTD.",Standard Market(Domestic),3700,Transportation Equipment,6,AUTOMOBILES & TRANSPORTATION EQUIPMENT,-,,False
20260430,6027,6027.T,"Bengo4.com,Inc.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6029,6029.T,Artra Group Corporation,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6030,6030.T,"Adventure,Inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6031,6031.T,ZETA INC.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6033,6033.T,"EXTREME CO.,LTD.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6034,6034.T,MRT Inc.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6035,6035.T,"IR Japan Holdings,Ltd.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6036,6036.T,"KeePer Technical Laboratory Co.,Ltd.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",6,TOPIX Small 1,False
20260430,6037,6037.T,"RAKUMACHI,INC.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6038,6038.T,"IID,Inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6039,6039.T,"Japan Animal Referral Medical Center Co.,Ltd.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6040,6040.T,"Nippon Ski Resort Development Co.,Ltd.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6042,6042.T,"NIKKI CO.,LTD.",Standard Market(Domestic),3700,Transportation Equipment,6,AUTOMOBILES & TRANSPORTATION EQUIPMENT,-,,False
20260430,6044,6044.T,SANKI SERVICE CORPORATION,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6045,6045.T,"Rentracks CO.,LTD.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6046,6046.T,LINKBAL INC.,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6047,6047.T,Gunosy Inc.,Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6049,6049.T,ItoKuro Inc.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6050,6050.T,E-Guardian Inc.,Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6054,6054.T,Livesense Inc.,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6055,6055.T,"JAPAN MATERIAL Co.,Ltd.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",6,TOPIX Small 1,False
20260430,6058,6058.T,VECTOR INC.,Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6059,6059.T,"UCHIYAMA HOLDINGS Co.,Ltd.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6061,6061.T,"UNIVERSAL ENGEISHA CO.,LTD",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6062,6062.T,CHARM CARE CORPORATION,Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6063,6063.T,"Emergency Assistance Japan Co., Ltd.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6069,6069.T,"Trenders,Inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6070,6070.T,"CAREERLINK CO.,LTD.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6071,6071.T,"IBJ,Inc.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6072,6072.T,"Jibannet Holdings Co.,Ltd.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6073,6073.T,ASANTE INCORPORATED,Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6074,6074.T,JSS CORPORATION,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6078,6078.T,"Value HR Co.,Ltd.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6080,6080.T,"M&A Capital Partners Co.,Ltd.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",6,TOPIX Small 1,False
20260430,6081,6081.T,"Allied Architects,Inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6082,6082.T,"RIDE ON EXPRESS HOLDINGS Co.,Ltd.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6083,6083.T,"ERI HOLDINGS CO.,LTD.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6085,6085.T,ARCHITECTS STUDIO JAPAN INC.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6086,6086.T,"Shin Maint Holdings Co.,Ltd.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6087,6087.T,"ABIST Co.,Ltd.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6088,6088.T,SIGMAXYZ Holdings Inc.,Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",6,TOPIX Small 1,False
20260430,6089,6089.T,"WILL GROUP,INC.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6090,6090.T,"Human Metabolome Technologies,Inc.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6091,6091.T,Wesco Holdings Inc.,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6092,6092.T,"EnBio Holdings,Inc",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6093,6093.T,"Escrow Agent Japan,Inc.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6094,6094.T,"FreakOut Holdings,inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6096,6096.T,"RareJob,Inc.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6098,6098.T,"Recruit Holdings Co.,Ltd.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",1,TOPIX Core30,False
20260430,6099,6099.T,ELAN Corporation,Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6101,6101.T,TSUGAMI CORPORATION,Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6103,6103.T,OKUMA Corporation,Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6104,6104.T,"SHIBAURA MACHINE CO.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6113,6113.T,"AMADA CO.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,4,TOPIX Mid400,False
20260430,6118,6118.T,"AIDA ENGINEERING,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6125,6125.T,"OKAMOTO MACHINE TOOL WORKS,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6134,6134.T,FUJI CORPORATION,Prime Market (Domestic),3600,Machinery,8,MACHINERY,4,TOPIX Mid400,False
20260430,6135,6135.T,"Makino Milling Machine Co.,Ltd.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6136,6136.T,OSG Corporation,Prime Market (Domestic),3600,Machinery,8,MACHINERY,4,TOPIX Mid400,False
20260430,6137,6137.T,"KOIKE SANSO KOGYO CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6138,6138.T,"DIJET INDUSTRIAL CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6140,6140.T,"Asahi Diamond Industrial Co.,Ltd.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6141,6141.T,"DMG MORI CO.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,4,TOPIX Mid400,False
20260430,6143,6143.T,"Sodick Co.,Ltd.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6144,6144.T,"Seibu Electric & Machinery Co.,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6145,6145.T,"NITTOKU CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6146,6146.T,DISCO CORPORATION,Prime Market (Domestic),3600,Machinery,8,MACHINERY,2,TOPIX Large70,False
20260430,6147,6147.T,"YAMAZAKI CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6149,6149.T,"Odawara Engineering Co.,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6150,6150.T,"TAKEDA MACHINERY CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6151,6151.T,"NITTO KOHKI CO.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6155,6155.T,"TAKAMATSU MACHINERY CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6156,6156.T,A-ONE SEIMITSU INC.,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6157,6157.T,"NS TOOL CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6158,6158.T,"WAIDA MFG.CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6159,6159.T,"MICRON MACHINERY CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6161,6161.T,ESTIC CORPORATION,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6165,6165.T,"PUNCH INDUSTRY CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6166,6166.T,"NAKAMURA CHOUKOU CO.,LTD.",Growth Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6167,6167.T,"Fuji Die Co.,Ltd.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6168,6168.T,ONE GROUP CORP.,PRO Market,3600,Machinery,8,MACHINERY,-,,False
20260430,6171,6171.T,C.E.Management Integrated Laboratory Co.Ltd,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6173,6173.T,Aqualine Ltd.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6174,6174.T,"DENTAS CO.,LTD.",PRO Market,9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6176,6176.T,Brangista Inc.,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6177,6177.T,AppBank Inc.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6178,6178.T,"JAPAN POST HOLDINGS Co.,Ltd.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",2,TOPIX Large70,False
20260430,6180,6180.T,"GMO Media,Inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6181,6181.T,Tameny Inc.,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6182,6182.T,MetaReal Corporation,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6183,6183.T,"BELLSYSTEM24 HOLDINGS,INC.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6184,6184.T,"Kamakura Shinsho,Ltd.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6185,6185.T,SMN Corporation,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6186,6186.T,"ICHIKURA CO.,LTD.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6189,6189.T,Global Kids Company Corp.,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6190,6190.T,"PhoenixBio Co.,Ltd.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6191,6191.T,AirTrip Corp.,Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6193,6193.T,"Virtualex Holdings,Inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6194,6194.T,"Atrae,Inc.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6195,6195.T,"HOPE,INC.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6196,6196.T,"Strike Group Co.,Ltd.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",6,TOPIX Small 1,False
20260430,6197,6197.T,Solasto Corporation,Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6198,6198.T,"CAREER CO.,LTD.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,6199,6199.T,"SERAKU Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,6200,6200.T,"Insource Co.,Ltd.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",6,TOPIX Small 1,False
20260430,6201,6201.T,TOYOTA INDUSTRIES CORPORATION,Prime Market (Domestic),3700,Transportation Equipment,6,AUTOMOBILES & TRANSPORTATION EQUIPMENT,2,TOPIX Large70,False
20260430,6203,6203.T,"Howa Machinery,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6208,6208.T,"Ishikawa Seisakusho,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6209,6209.T,NPR-RIKEN CORPORATION,Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6217,6217.T,TSUDAKOMA Corp.,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6218,6218.T,ENSHU Limited,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6222,6222.T,"SHIMA SEIKI MFG.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6223,6223.T,"Seibu Giken Co.,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6224,6224.T,"JRC Co.,Ltd.",Growth Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6226,6226.T,"Moriya Transportation Engineering and Manufacturing Co.,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6227,6227.T,"AIMECHATEC,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6228,6228.T,"J.E.T.Co.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6229,6229.T,OKUMURA ENGINEERING corp.,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6230,6230.T,SANEI LTD.,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6231,6231.T,"KIMURA KOHKI Co.,Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6232,6232.T,ACSL Ltd.,Growth Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6233,6233.T,KLASS Corporation,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6235,6235.T,"OPTORUN CO.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6237,6237.T,"IWAKI CO.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6238,6238.T,FURYU CORPORATION,Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6239,6239.T,NAGAOKA INTERNATIONAL CORPORATION,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6240,6240.T,YAMASHIN-FILTER CORP.,Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6245,6245.T,"HIRANO TECSEED CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6246,6246.T,Techno Smart Corp.,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6247,6247.T,"HISAKA WORKS,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6248,6248.T,"Yokota Manufacturing Co., Ltd.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6249,6249.T,"Gamecard Holdings,Inc.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6250,6250.T,YAMABIKO CORPORATION,Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6254,6254.T,"Nomura Micro Science Co.,Ltd.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6255,6255.T,NPC Incorporated,Growth Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6257,6257.T,"FUJISHOJI CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6258,6258.T,HIRATA Corporation,Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6262,6262.T,"PEGASUS CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6264,6264.T,"Marumae Co.,Ltd.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6265,6265.T,CONVUM Ltd.,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6266,6266.T,"TAZMO CO.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6267,6267.T,"GENERAL PACKER CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6268,6268.T,Nabtesco Corporation,Prime Market (Domestic),3600,Machinery,8,MACHINERY,4,TOPIX Mid400,False
20260430,6269,6269.T,"MODEC,INC.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,4,TOPIX Mid400,False
20260430,6272,6272.T,"RHEON AUTOMATIC MACHINERY CO.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6273,6273.T,SMC CORPORATION,Prime Market (Domestic),3600,Machinery,8,MACHINERY,2,TOPIX Large70,False
20260430,6276,6276.T,"SiriusVision CO.,LTD.",Standard Market(Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,-,,False
20260430,6277,6277.T,HOSOKAWA MICRON CORPORATION,Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6278,6278.T,UNION TOOL CO.,Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6279,6279.T,ZUIKO CORPORATION,Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6282,6282.T,OILES CORPORATION,Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6284,6284.T,"NISSEI ASB MACHINE CO.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6286,6286.T,SEIKO CORPORATION,Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6287,6287.T,SATO CORPORATION,Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6289,6289.T,GIKEN LTD.,Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6291,6291.T,"AIRTECH JAPAN,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6292,6292.T,"KAWATA MFG. CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6294,6294.T,OKADA AIYON CORPORATION,Prime Market (Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6298,6298.T,"Y.A.C.HOLDINGS CO.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6301,6301.T,KOMATSU LTD.,Prime Market (Domestic),3600,Machinery,8,MACHINERY,2,TOPIX Large70,False
20260430,6302,6302.T,"SUMITOMO HEAVY INDUSTRIES,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,4,TOPIX Mid400,False
20260430,6305,6305.T,"Hitachi Construction Machinery Co.,Ltd.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,4,TOPIX Mid400,False
20260430,6306,6306.T,"NIKKO CO.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6307,6307.T,"SANSEI CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
20260430,6309,6309.T,"TOMOE ENGINEERING CO.,LTD.(TOMOE KOGYO CO.,LTD.)",Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6310,6310.T,"ISEKI & CO.,LTD.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False
20260430,6315,6315.T,TOWA CORPORATION,Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False
20260430,6316,6316.T,"MARUYAMA MFG.CO.,INC.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False
